precinct,party,candidate,votes
101,DEM,Janet T. Dudding,80
101,LIB,V. Alonzo Echevarria-Garza,8
101,REP,Glenn Hegar,119
102,DEM,Janet T. Dudding,376
102,LIB,V. Alonzo Echevarria-Garza,32
102,REP,Glenn Hegar,624
103,DEM,Janet T. Dudding,35
103,LIB,V. Alonzo Echevarria-Garza,2
103,REP,Glenn Hegar,197
104,DEM,Janet T. Dudding,185
104,LIB,V. Alonzo Echevarria-Garza,23
104,REP,Glenn Hegar,457
105,DEM,Janet T. Dudding,254
105,LIB,V. Alonzo Echevarria-Garza,23
105,REP,Glenn Hegar,205
106,DEM,Janet T. Dudding,81
106,LIB,V. Alonzo Echevarria-Garza,9
106,REP,Glenn Hegar,301
107,DEM,Janet T. Dudding,37
107,LIB,V. Alonzo Echevarria-Garza,4
107,REP,Glenn Hegar,106
108,DEM,Janet T. Dudding,476
108,LIB,V. Alonzo Echevarria-Garza,43
108,REP,Glenn Hegar,1274
109,DEM,Janet T. Dudding,277
109,LIB,V. Alonzo Echevarria-Garza,23
109,REP,Glenn Hegar,902
110,DEM,Janet T. Dudding,277
110,LIB,V. Alonzo Echevarria-Garza,25
110,REP,Glenn Hegar,412
111,DEM,Janet T. Dudding,18
111,LIB,V. Alonzo Echevarria-Garza,3
111,REP,Glenn Hegar,104
112,DEM,Janet T. Dudding,274
112,LIB,V. Alonzo Echevarria-Garza,24
112,REP,Glenn Hegar,203
113,DEM,Janet T. Dudding,329
113,LIB,V. Alonzo Echevarria-Garza,31
113,REP,Glenn Hegar,521
114,DEM,Janet T. Dudding,212
114,LIB,V. Alonzo Echevarria-Garza,23
114,REP,Glenn Hegar,719
115,DEM,Janet T. Dudding,477
115,LIB,V. Alonzo Echevarria-Garza,42
115,REP,Glenn Hegar,1571
116,DEM,Janet T. Dudding,340
116,LIB,V. Alonzo Echevarria-Garza,39
116,REP,Glenn Hegar,1352
117,DEM,Janet T. Dudding,58
117,LIB,V. Alonzo Echevarria-Garza,5
117,REP,Glenn Hegar,192
118,DEM,Janet T. Dudding,448
118,LIB,V. Alonzo Echevarria-Garza,30
118,REP,Glenn Hegar,566
119,DEM,Janet T. Dudding,165
119,LIB,V. Alonzo Echevarria-Garza,21
119,REP,Glenn Hegar,453
120,DEM,Janet T. Dudding,85
120,LIB,V. Alonzo Echevarria-Garza,4
120,REP,Glenn Hegar,306
121,DEM,Janet T. Dudding,268
121,LIB,V. Alonzo Echevarria-Garza,23
121,REP,Glenn Hegar,573
122,DEM,Janet T. Dudding,1
122,LIB,V. Alonzo Echevarria-Garza,0
122,REP,Glenn Hegar,10
123,DEM,Janet T. Dudding,16
123,LIB,V. Alonzo Echevarria-Garza,1
123,REP,Glenn Hegar,32
124,DEM,Janet T. Dudding,543
124,LIB,V. Alonzo Echevarria-Garza,45
124,REP,Glenn Hegar,609
125,DEM,Janet T. Dudding,7
125,LIB,V. Alonzo Echevarria-Garza,1
125,REP,Glenn Hegar,13
