Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,157,1,14,172,0.9127906977,0.0058139535,0.0813953488,Rep,3
2,113,2,16,131,0.8625954198,0.0152671756,0.1221374046,Rep,3
3,160,0,6,166,0.9638554217,0.0000000000,0.0361445783,Rep,3
4,140,2,13,155,0.9032258065,0.0129032258,0.0838709677,Rep,3
