precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,21,277,616,18,1321,2253,0.93%,12.29%,27.34%,0.80%,58.63%
102,9,210,438,36,1172,1865,0.48%,11.26%,23.49%,1.93%,62.84%
103,10,138,279,47,1486,1960,0.51%,7.04%,14.23%,2.40%,75.82%
104,12,59,314,32,751,1168,1.03%,5.05%,26.88%,2.74%,64.30%
205,39,340,649,98,2835,3961,0.98%,8.58%,16.38%,2.47%,71.57%
206,5,45,136,65,1362,1613,0.31%,2.79%,8.43%,4.03%,84.44%
207,1,61,110,44,742,958,0.10%,6.37%,11.48%,4.59%,77.45%
208,0,34,109,23,652,818,0.00%,4.16%,13.33%,2.81%,79.71%
309,4,21,130,26,679,860,0.47%,2.44%,15.12%,3.02%,78.95%
310,99,409,1294,69,2518,4389,2.26%,9.32%,29.48%,1.57%,57.37%
311,33,437,1264,3,612,2349,1.40%,18.60%,53.81%,0.13%,26.05%
412,12,161,213,13,509,908,1.32%,17.73%,23.46%,1.43%,56.06%
413,13,121,659,17,1493,2303,0.56%,5.25%,28.61%,0.74%,64.83%
414,33,176,1076,34,1119,2438,1.35%,7.22%,44.13%,1.39%,45.90%
415,13,302,765,15,1229,2324,0.56%,12.99%,32.92%,0.65%,52.88%
