precinct,party,candidate,votes
102,,Over Votes,0
102,,Under Votes,17
102,DEM,Susan Hays,217
102,REP,Sid Miller,509
103,,Over Votes,0
103,,Under Votes,13
103,DEM,Susan Hays,102
103,REP,Sid Miller,302
104,,Over Votes,0
104,,Under Votes,7
104,DEM,Susan Hays,187
104,REP,Sid Miller,219
105,,Over Votes,0
105,,Under Votes,37
105,DEM,Susan Hays,311
105,REP,Sid Miller,1309
106,,Over Votes,0
106,,Under Votes,46
106,DEM,Susan Hays,588
106,REP,Sid Miller,1277
107,,Over Votes,0
107,,Under Votes,18
107,DEM,Susan Hays,118
107,REP,Sid Miller,603
109,,Over Votes,0
109,,Under Votes,4
109,DEM,Susan Hays,52
109,REP,Sid Miller,260
110,,Over Votes,0
110,,Under Votes,2
110,DEM,Susan Hays,54
110,REP,Sid Miller,82
112,,Over Votes,0
112,,Under Votes,5
112,DEM,Susan Hays,23
112,REP,Sid Miller,6
113,,Over Votes,0
113,,Under Votes,7
113,DEM,Susan Hays,121
113,REP,Sid Miller,400
114,,Over Votes,0
114,,Under Votes,14
114,DEM,Susan Hays,123
114,REP,Sid Miller,315
115,,Over Votes,0
115,,Under Votes,3
115,DEM,Susan Hays,35
115,REP,Sid Miller,194
116,,Over Votes,0
116,,Under Votes,32
116,DEM,Susan Hays,297
116,REP,Sid Miller,1063
117,,Over Votes,0
117,,Under Votes,19
117,DEM,Susan Hays,407
117,REP,Sid Miller,748
119,,Over Votes,0
119,,Under Votes,24
119,DEM,Susan Hays,239
119,REP,Sid Miller,879
120,,Over Votes,0
120,,Under Votes,14
120,DEM,Susan Hays,158
120,REP,Sid Miller,582
123,,Over Votes,0
123,,Under Votes,0
123,DEM,Susan Hays,1
123,REP,Sid Miller,0
124,,Over Votes,0
124,,Under Votes,0
124,DEM,Susan Hays,1
124,REP,Sid Miller,1
125,,Over Votes,0
125,,Under Votes,3
125,DEM,Susan Hays,20
125,REP,Sid Miller,91
126,,Over Votes,0
126,,Under Votes,1
126,DEM,Susan Hays,4
126,REP,Sid Miller,10
127,,Over Votes,0
127,,Under Votes,0
127,DEM,Susan Hays,0
127,REP,Sid Miller,9
128,,Over Votes,0
128,,Under Votes,33
128,DEM,Susan Hays,515
128,REP,Sid Miller,1325
129,,Over Votes,0
129,,Under Votes,28
129,DEM,Susan Hays,474
129,REP,Sid Miller,1059
201,,Over Votes,0
201,,Under Votes,7
201,DEM,Susan Hays,71
201,REP,Sid Miller,123
202,,Over Votes,0
202,,Under Votes,5
202,DEM,Susan Hays,229
202,REP,Sid Miller,150
203,,Over Votes,0
203,,Under Votes,9
203,DEM,Susan Hays,116
203,REP,Sid Miller,83
204,,Over Votes,0
204,,Under Votes,17
204,DEM,Susan Hays,298
204,REP,Sid Miller,314
205,,Over Votes,0
205,,Under Votes,18
205,DEM,Susan Hays,170
205,REP,Sid Miller,552
206,,Over Votes,0
206,,Under Votes,24
206,DEM,Susan Hays,510
206,REP,Sid Miller,440
207,,Over Votes,0
207,,Under Votes,11
207,DEM,Susan Hays,225
207,REP,Sid Miller,179
208,,Over Votes,0
208,,Under Votes,40
208,DEM,Susan Hays,540
208,REP,Sid Miller,1785
209,,Over Votes,0
209,,Under Votes,16
209,DEM,Susan Hays,140
209,REP,Sid Miller,85
210,,Over Votes,0
210,,Under Votes,16
210,DEM,Susan Hays,186
210,REP,Sid Miller,242
211,,Over Votes,0
211,,Under Votes,3
211,DEM,Susan Hays,35
211,REP,Sid Miller,38
212,,Over Votes,0
212,,Under Votes,2
212,DEM,Susan Hays,42
212,REP,Sid Miller,41
213,,Over Votes,0
213,,Under Votes,21
213,DEM,Susan Hays,442
213,REP,Sid Miller,1094
214,,Over Votes,0
214,,Under Votes,12
214,DEM,Susan Hays,93
214,REP,Sid Miller,316
215,,Over Votes,0
215,,Under Votes,9
215,DEM,Susan Hays,160
215,REP,Sid Miller,418
216,,Over Votes,0
216,,Under Votes,3
216,DEM,Susan Hays,34
216,REP,Sid Miller,105
217,,Over Votes,0
217,,Under Votes,1
217,DEM,Susan Hays,38
217,REP,Sid Miller,28
218,,Over Votes,0
218,,Under Votes,2
218,DEM,Susan Hays,16
218,REP,Sid Miller,12
219,,Over Votes,0
219,,Under Votes,0
219,DEM,Susan Hays,24
219,REP,Sid Miller,27
220,,Over Votes,0
220,,Under Votes,0
220,DEM,Susan Hays,12
220,REP,Sid Miller,19
221,,Over Votes,0
221,,Under Votes,1
221,DEM,Susan Hays,3
221,REP,Sid Miller,13
222,,Over Votes,0
222,,Under Votes,0
222,DEM,Susan Hays,0
222,REP,Sid Miller,0
223,,Over Votes,0
223,,Under Votes,6
223,DEM,Susan Hays,76
223,REP,Sid Miller,65
224,,Over Votes,0
224,,Under Votes,6
224,DEM,Susan Hays,32
224,REP,Sid Miller,19
225,,Over Votes,0
225,,Under Votes,1
225,DEM,Susan Hays,6
225,REP,Sid Miller,4
226,,Over Votes,0
226,,Under Votes,4
226,DEM,Susan Hays,39
226,REP,Sid Miller,106
227,,Over Votes,0
227,,Under Votes,5
227,DEM,Susan Hays,86
227,REP,Sid Miller,267
228,,Over Votes,0
228,,Under Votes,8
228,DEM,Susan Hays,150
228,REP,Sid Miller,306
229,,Over Votes,0
229,,Under Votes,3
229,DEM,Susan Hays,18
229,REP,Sid Miller,35
230,,Over Votes,0
230,,Under Votes,1
230,DEM,Susan Hays,20
230,REP,Sid Miller,53
231,,Over Votes,0
231,,Under Votes,3
