precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,5,28,244,17,246,540,0.93%,5.19%,45.19%,3.15%,45.56%
2,3,8,284,18,270,583,0.51%,1.37%,48.71%,3.09%,46.31%
3,0,5,439,6,297,747,0.00%,0.67%,58.77%,0.80%,39.76%
4,2,8,234,16,762,1022,0.20%,0.78%,22.90%,1.57%,74.56%
5,1,3,29,1,51,85,1.18%,3.53%,34.12%,1.18%,60.00%
6,9,46,237,6,319,617,1.46%,7.46%,38.41%,0.97%,51.70%
7,1,2,16,4,32,55,1.82%,3.64%,29.09%,7.27%,58.18%
8,0,0,34,2,66,102,0.00%,0.00%,33.33%,1.96%,64.71%
9,8,15,132,0,337,492,1.63%,3.05%,26.83%,0.00%,68.50%
10,0,0,5,2,28,35,0.00%,0.00%,14.29%,5.71%,80.00%
11,1,3,47,0,86,136,0.74%,2.21%,34.56%,0.00%,63.24%
12,0,15,209,10,126,360,0.00%,4.17%,58.06%,2.78%,35.00%
13,3,1,33,7,184,228,1.32%,0.44%,14.47%,3.07%,80.70%
14,1,17,409,11,156,594,0.17%,2.86%,68.86%,1.85%,26.26%
