precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
116,208,87,260,15,1299,1869,11.13%,4.65%,13.91%,0.80%,69.50%
117,2429,1110,1743,117,3977,9376,25.91%,11.84%,18.59%,1.25%,42.42%
118,479,288,987,91,2802,4647,10.31%,6.20%,21.24%,1.96%,60.30%
119,304,440,1907,45,3106,5802,5.24%,7.58%,32.87%,0.78%,53.53%
122,37,60,159,11,415,682,5.43%,8.80%,23.31%,1.61%,60.85%
123,217,966,4111,49,2876,8219,2.64%,11.75%,50.02%,0.60%,34.99%
135,464,982,2630,77,2351,6504,7.13%,15.10%,40.44%,1.18%,36.15%
136,6,18,525,13,116,678,0.88%,2.65%,77.43%,1.92%,17.11%
138,331,769,863,0,963,2908,11.38%,26.44%,29.68%,0.00%,33.12%
139,639,1006,1874,81,3038,6638,9.63%,15.16%,28.23%,1.22%,45.77%
143,75,227,410,38,371,1121,6.69%,20.25%,36.57%,3.39%,33.10%
144,46,135,493,13,526,1213,3.79%,11.13%,40.64%,1.07%,43.36%
145,358,770,2254,0,1990,5365,6.67%,14.35%,42.01%,0.00%,37.09%
146,1126,774,1434,207,4386,7927,14.20%,9.76%,18.09%,2.61%,55.33%
147,1073,1078,2098,84,4580,8913,12.04%,12.09%,23.54%,0.94%,51.39%
149,367,1199,1650,0,2374,5588,6.57%,21.46%,29.53%,0.00%,42.48%
150,244,1125,3921,56,3130,8476,2.88%,13.27%,46.26%,0.66%,36.93%
151,931,679,1576,78,4107,7371,12.63%,9.21%,21.38%,1.06%,55.72%
155,738,1034,2098,45,2494,6409,11.52%,16.13%,32.74%,0.70%,38.91%
162,822,471,1137,100,3640,6170,13.32%,7.63%,18.43%,1.62%,59.00%
163,814,1362,2003,7,1933,6119,13.30%,22.26%,32.73%,0.11%,31.59%
164,47,91,218,11,400,767,6.13%,11.86%,28.42%,1.43%,52.15%
166,368,288,681,67,2168,3572,10.30%,8.06%,19.06%,1.88%,60.69%
173,225,176,748,73,2265,3487,6.45%,5.05%,21.45%,2.09%,64.96%
174,613,427,1082,43,2601,4766,12.86%,8.96%,22.70%,0.90%,54.57%
175,1172,441,1241,82,2535,5471,21.42%,8.06%,22.68%,1.50%,46.34%
180,420,1061,2334,75,3049,6939,6.05%,15.29%,33.64%,1.08%,43.94%
181,614,325,758,42,1407,3146,19.52%,10.33%,24.09%,1.34%,44.72%
182,426,73,195,57,889,1640,25.98%,4.45%,11.89%,3.48%,54.21%
184,181,372,736,43,933,2265,7.99%,16.42%,32.49%,1.90%,41.19%
186,3205,185,608,99,1741,5838,54.90%,3.17%,10.41%,1.70%,29.82%
189,1872,300,1185,97,3198,6652,28.14%,4.51%,17.81%,1.46%,48.08%
191,82,186,337,23,680,1308,6.27%,14.22%,25.76%,1.76%,51.99%
192,78,165,258,17,401,919,8.49%,17.95%,28.07%,1.85%,43.63%
198,138,6,7,6,13,170,81.18%,3.53%,4.12%,3.53%,7.65%
201,1085,385,1169,95,3323,6057,17.91%,6.36%,19.30%,1.57%,54.86%
