Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
116,370,13,464,847,0.4368358914,0.0153482881,0.5478158205,Dem,2
117,553,36,1485,2074,0.2666345227,0.0173577628,0.7160077146,Dem,3
118,628,29,1114,1771,0.3546019198,0.0163749294,0.6290231508,Dem,2
119,892,37,1006,1935,0.4609819121,0.0191214470,0.5198966408,Dem,1
122,61,4,108,173,0.3526011561,0.0231213873,0.6242774566,Dem,2
123,612,37,889,1538,0.3979193758,0.0240572172,0.5780234070,Dem,2
135,407,38,871,1316,0.3092705167,0.0288753799,0.6618541033,Dem,3
136,42,2,80,124,0.3387096774,0.0161290323,0.6451612903,Dem,3
138,120,8,311,439,0.2733485194,0.0182232346,0.7084282460,Dem,3
139,646,29,933,1608,0.4017412935,0.0180348259,0.5802238806,Dem,2
143,99,7,224,330,0.3000000000,0.0212121212,0.6787878788,Dem,3
144,112,9,256,377,0.2970822281,0.0238726790,0.6790450928,Dem,3
145,388,23,697,1108,0.3501805054,0.0207581227,0.6290613718,Dem,2
146,804,46,1787,2637,0.3048919226,0.0174440652,0.6776640121,Dem,3
147,598,46,1630,2274,0.2629727353,0.0202286719,0.7167985928,Dem,3
149,429,23,765,1217,0.3525061627,0.0188989318,0.6285949055,Dem,2
150,570,33,1104,1707,0.3339191564,0.0193321617,0.6467486819,Dem,3
151,710,40,1765,2515,0.2823061630,0.0159045726,0.7017892644,Dem,3
155,540,32,1047,1619,0.3335392217,0.0197652872,0.6466954910,Dem,3
162,679,46,1638,2363,0.2873465933,0.0194667795,0.6931866272,Dem,3
163,375,24,819,1218,0.3078817734,0.0197044335,0.6724137931,Dem,3
164,185,8,166,359,0.5153203343,0.0222841226,0.4623955432,Rep,1
166,371,16,519,906,0.4094922737,0.0176600442,0.5728476821,Dem,2
173,549,26,767,1342,0.4090909091,0.0193740686,0.5715350224,Dem,2
174,422,24,932,1378,0.3062409289,0.0174165457,0.6763425254,Dem,3
175,435,32,966,1433,0.3035589672,0.0223307746,0.6741102582,Dem,3
180,666,39,1230,1935,0.3441860465,0.0201550388,0.6356589147,Dem,2
181,443,22,635,1100,0.4027272727,0.0200000000,0.5772727273,Dem,2
182,305,10,301,616,0.4951298701,0.0162337662,0.4886363636,Rep,1
184,266,18,431,715,0.3720279720,0.0251748252,0.6027972028,Dem,2
186,549,18,919,1486,0.3694481830,0.0121130552,0.6184387618,Dem,2
189,726,30,1323,2079,0.3492063492,0.0144300144,0.6363636364,Dem,2
191,172,11,254,437,0.3935926773,0.0251716247,0.5812356979,Dem,2
192,94,4,125,223,0.4215246637,0.0179372197,0.5605381166,Dem,2
198,7,1,20,28,0.2500000000,0.0357142857,0.7142857143,Dem,3
201,806,30,1034,1870,0.4310160428,0.0160427807,0.5529411765,Dem,2
202,142,3,140,285,0.4982456140,0.0105263158,0.4912280702,Rep,1
203,69,1,20,90,0.7666666667,0.0111111111,0.2222222222,Rep,3
204,835,27,911,1773,0.4709531867,0.0152284264,0.5138183869,Dem,1
205,120,5,85,210,0.5714285714,0.0238095238,0.4047619048,Rep,2
206,1117,22,332,1471,0.7593473827,0.0149558124,0.2256968049,Rep,3
207,1553,32,455,2040,0.7612745098,0.0156862745,0.2230392157,Rep,3
208,644,18,288,950,0.6778947368,0.0189473684,0.3031578947,Rep,3
209,1643,32,562,2237,0.7344658024,0.0143048726,0.2512293250,Rep,3
210,1207,23,556,1786,0.6758118701,0.0128779395,0.3113101904,Rep,3
216,374,14,436,824,0.4538834951,0.0169902913,0.5291262136,Dem,1
229,130,2,56,188,0.6914893617,0.0106382979,0.2978723404,Rep,3
230,1096,45,1218,2359,0.4646036456,0.0190758796,0.5163204748,Dem,1
231,560,22,501,1083,0.5170821791,0.0203139428,0.4626038781,Rep,1
244,2152,49,1083,3284,0.6552984166,0.0149208283,0.3297807552,Rep,3
245,1466,31,760,2257,0.6495347807,0.0137350465,0.3367301728,Rep,3
251,37,1,18,56,0.6607142857,0.0178571429,0.3214285714,Rep,3
252,1330,41,1171,2542,0.5232100708,0.0161290323,0.4606608969,Rep,1
253,1444,49,1100,2593,0.5568839182,0.0188970305,0.4242190513,Rep,2
254,1076,40,1064,2180,0.4935779817,0.0183486239,0.4880733945,Rep,1
255,849,29,677,1555,0.5459807074,0.0186495177,0.4353697749,Rep,2
256,580,23,620,1223,0.4742436631,0.0188062142,0.5069501226,Dem,1
257,1158,45,1144,2347,0.4933958245,0.0191734129,0.4874307627,Rep,1
258,159,6,178,343,0.4635568513,0.0174927114,0.5189504373,Dem,1
259,653,18,560,1231,0.5304630382,0.0146222583,0.4549147035,Rep,1
261,746,29,735,1510,0.4940397351,0.0192052980,0.4867549669,Rep,1
262,792,27,620,1439,0.5503822099,0.0187630299,0.4308547603,Rep,2
263,918,34,920,1872,0.4903846154,0.0181623932,0.4914529915,Dem,1
264,765,34,597,1396,0.5479942693,0.0243553009,0.4276504298,Rep,2
266,743,25,904,1672,0.4443779904,0.0149521531,0.5406698565,Dem,1
267,1067,45,966,2078,0.5134744947,0.0216554379,0.4648700674,Rep,1
276,520,18,529,1067,0.4873477038,0.0168697282,0.4957825679,Dem,1
277,1250,42,1428,2720,0.4595588235,0.0154411765,0.5250000000,Dem,1
278,857,35,1262,2154,0.3978644383,0.0162488394,0.5858867224,Dem,2
279,32,1,29,62,0.5161290323,0.0161290323,0.4677419355,Rep,1
283,707,36,1012,1755,0.4028490028,0.0205128205,0.5766381766,Dem,2
284,1134,46,1191,2371,0.4782792071,0.0194010966,0.5023196963,Dem,1
287,632,24,701,1357,0.4657332351,0.0176860722,0.5165806927,Dem,1
301,1068,36,1661,2765,0.3862567812,0.0130198915,0.6007233273,Dem,2
302,227,7,216,450,0.5044444444,0.0155555556,0.4800000000,Rep,1
303,592,22,921,1535,0.3856677524,0.0143322476,0.6000000000,Dem,2
305,442,14,317,773,0.5717981889,0.0181112549,0.4100905563,Rep,2
306,2190,36,765,2991,0.7321965898,0.0120361083,0.2557673019,Rep,3
307,376,10,204,590,0.6372881356,0.0169491525,0.3457627119,Rep,2
308,335,8,157,500,0.6700000000,0.0160000000,0.3140000000,Rep,3
309,1604,30,519,2153,0.7450069670,0.0139340455,0.2410589875,Rep,3
310,798,15,219,1032,0.7732558140,0.0145348837,0.2122093023,Rep,3
311,76,1,9,86,0.8837209302,0.0116279070,0.1046511628,Rep,3
312,487,8,177,672,0.7247023810,0.0119047619,0.2633928571,Rep,3
314,966,44,1068,2078,0.4648700674,0.0211742060,0.5139557267,Dem,1
317,220,8,308,536,0.4104477612,0.0149253731,0.5746268657,Dem,2
318,76,4,103,183,0.4153005464,0.0218579235,0.5628415301,Dem,2
319,46,2,66,114,0.4035087719,0.0175438596,0.5789473684,Dem,2
320,566,15,323,904,0.6261061947,0.0165929204,0.3573008850,Rep,2
321,11,1,10,22,0.5000000000,0.0454545455,0.4545454545,Rep,1
322,525,19,512,1056,0.4971590909,0.0179924242,0.4848484848,Rep,1
323,18,0,37,55,0.3272727273,0.0000000000,0.6727272727,Dem,3
331,161,3,197,361,0.4459833795,0.0083102493,0.5457063712,Dem,1
332,880,24,627,1531,0.5747877204,0.0156760287,0.4095362508,Rep,2
333,213,5,155,373,0.5710455764,0.0134048257,0.4155495979,Rep,2
338,1017,39,977,2033,0.5002459420,0.0191834727,0.4805705853,Rep,1
340,540,22,692,1254,0.4306220096,0.0175438596,0.5518341308,Dem,2
341,869,28,554,1451,0.5988973122,0.0192970365,0.3818056513,Rep,2
342,499,12,431,942,0.5297239915,0.0127388535,0.4575371550,Rep,1
343,1403,44,991,2438,0.5754716981,0.0180475800,0.4064807219,Rep,2
344,894,20,582,1496,0.5975935829,0.0133689840,0.3890374332,Rep,2
345,593,14,296,903,0.6566998893,0.0155038760,0.3277962348,Rep,3
346,731,15,291,1037,0.7049180328,0.0144648023,0.2806171649,Rep,3
360,947,49,1431,2427,0.3901936547,0.0201895344,0.5896168109,Dem,2
367,30,1,25,56,0.5357142857,0.0178571429,0.4464285714,Rep,1
368,844,38,912,1794,0.4704570792,0.0211817168,0.5083612040,Dem,1
369,1076,40,1007,2123,0.5068299576,0.0188412624,0.4743287800,Rep,1
370,777,28,625,1430,0.5433566434,0.0195804196,0.4370629371,Rep,2
371,883,19,569,1471,0.6002719239,0.0129163834,0.3868116927,Rep,2
372,1317,50,1394,2761,0.4770010866,0.0181093807,0.5048895328,Dem,1
379,1632,31,684,2347,0.6953557733,0.0132083511,0.2914358756,Rep,3
380,53,2,22,77,0.6883116883,0.0259740260,0.2857142857,Rep,3
381,1762,21,864,2647,0.6656592369,0.0079335096,0.3264072535,Rep,3
390,802,37,1075,1914,0.4190177638,0.0193312435,0.5616509927,Dem,2
391,656,13,253,922,0.7114967462,0.0140997831,0.2744034707,Rep,3
392,1589,33,812,2434,0.6528348398,0.0135579293,0.3336072309,Rep,3
393,1612,19,817,2448,0.6584967320,0.0077614379,0.3337418301,Rep,3
394,1702,19,912,2633,0.6464109381,0.0072161033,0.3463729586,Rep,3
395,644,6,244,894,0.7203579418,0.0067114094,0.2729306488,Rep,3
396,924,13,567,1504,0.6143617021,0.0086436170,0.3769946809,Rep,2
397,1249,16,617,1882,0.6636556854,0.0085015940,0.3278427205,Rep,3
398,945,40,1292,2277,0.4150197628,0.0175669741,0.5674132631,Dem,2
399,75,4,212,291,0.2577319588,0.0137457045,0.7285223368,Dem,3
401,1005,46,1226,2277,0.4413702240,0.0202020202,0.5384277558,Dem,1
402,1008,53,1103,2164,0.4658040665,0.0244916821,0.5097042514,Dem,1
403,603,28,786,1417,0.4255469301,0.0197600565,0.5546930134,Dem,2
409,288,7,130,425,0.6776470588,0.0164705882,0.3058823529,Rep,3
410,1080,52,842,1974,0.5471124620,0.0263424519,0.4265450861,Rep,2
411,1053,25,373,1451,0.7257064094,0.0172294969,0.2570640937,Rep,3
412,691,11,189,891,0.7755331089,0.0123456790,0.2121212121,Rep,3
413,1468,28,407,1903,0.7714135575,0.0147136101,0.2138728324,Rep,3
415,822,17,256,1095,0.7506849315,0.0155251142,0.2337899543,Rep,3
418,36,1,103,140,0.2571428571,0.0071428571,0.7357142857,Dem,3
419,259,14,301,574,0.4512195122,0.0243902439,0.5243902439,Dem,1
420,716,36,925,1677,0.4269528921,0.0214669052,0.5515802027,Dem,2
421,200,12,316,528,0.3787878788,0.0227272727,0.5984848485,Dem,2
422,1011,44,1244,2299,0.4397564158,0.0191387560,0.5411048282,Dem,2
424,1399,41,1072,2512,0.5569267516,0.0163216561,0.4267515924,Rep,2
425,206,3,80,289,0.7128027682,0.0103806228,0.2768166090,Rep,3
426,430,13,254,697,0.6169296987,0.0186513630,0.3644189383,Rep,2
427,801,26,609,1436,0.5577994429,0.0181058496,0.4240947075,Rep,2
428,927,34,619,1580,0.5867088608,0.0215189873,0.3917721519,Rep,2
429,535,26,515,1076,0.4972118959,0.0241635688,0.4786245353,Rep,1
432,68,4,116,188,0.3617021277,0.0212765957,0.6170212766,Dem,2
433,1368,50,1491,2909,0.4702646958,0.0171880371,0.5125472671,Dem,1
434,622,7,122,751,0.8282290280,0.0093209055,0.1624500666,Rep,3
436,532,12,182,726,0.7327823691,0.0165289256,0.2506887052,Rep,3
437,1306,43,1489,2838,0.4601832276,0.0151515152,0.5246652572,Dem,1
456,461,16,444,921,0.5005428882,0.0173724213,0.4820846906,Rep,1
468,235,8,295,538,0.4368029740,0.0148698885,0.5483271375,Dem,2
470,1009,30,822,1861,0.5421816228,0.0161203654,0.4416980118,Rep,2
471,113,3,36,152,0.7434210526,0.0197368421,0.2368421053,Rep,3
472,257,4,79,340,0.7558823529,0.0117647059,0.2323529412,Rep,3
473,273,10,170,453,0.6026490066,0.0220750552,0.3752759382,Rep,2
482,1075,28,966,2069,0.5195746738,0.0135331078,0.4668922185,Rep,1
484,835,24,1029,1888,0.4422669492,0.0127118644,0.5450211864,Dem,2
485,487,23,495,1005,0.4845771144,0.0228855721,0.4925373134,Dem,1
486,537,11,496,1044,0.5143678161,0.0105363985,0.4750957854,Rep,1
487,53,1,33,87,0.6091954023,0.0114942529,0.3793103448,Rep,2
488,836,26,904,1766,0.4733861835,0.0147225368,0.5118912797,Dem,1
489,824,27,1021,1872,0.4401709402,0.0144230769,0.5454059829,Dem,2
490,1176,42,1214,2432,0.4835526316,0.0172697368,0.4991776316,Dem,1
491,866,38,1184,2088,0.4147509579,0.0181992337,0.5670498084,Dem,2
