precinct,registered,ballots_cast,blank
1,539,125,0
2,836,196,0
3,2484,1404,0
4,1888,627,0
5,4586,2463,0
6,1012,554,0
7,2176,976,0
8,1611,789,1
9,330,105,0
10,3114,1296,0
11,2098,566,0
12,1671,548,0
13,1572,543,0
14,1951,897,1
15,3638,2473,0
16,1253,463,1
17,1543,804,0
18,2151,440,0
19,4130,2151,0
20,740,181,1
21,1637,945,0
22,415,106,0
23,2396,1128,0
24,2347,1235,0
25,2212,1244,0
26,3005,1577,0
27,1979,857,0
28,4121,2090,0
29,2030,915,0
30,4619,2355,0
31,3616,1936,0
32,979,321,0
33,1091,608,0
34,1238,537,1
35,2866,1206,0
36,3225,1006,0
37,1935,1144,0
38,2674,1256,0
39,370,170,0
40,4015,2475,0
41,4739,2602,0
42,4283,2548,1
43,1439,778,0
44,4180,1906,0
45,2233,1325,0
46,1221,574,0
47,498,232,0
48,1150,344,0
49,1490,803,0
50,2376,1379,0
51,3618,1668,0
52,2542,1528,0
53,415,195,0
54,3301,1701,0
55,2208,778,0
56,3552,1902,0
57,832,482,0
58,4297,2369,0
59,3637,2095,0
60,812,177,0
61,2558,1034,0
66,871,352,1
71,4331,2688,0
73,692,297,0
74,698,430,0
75,3465,2060,1
76,1113,212,0
77,743,320,0
79,4089,2182,0
81,266,109,0
82,66,13,0
85,1261,712,0
