precinct,registered,ballots_cast,blank
110,2302,,
111,335,,
112,2588,,
113,1373,,
114,1892,,
115,2199,,
120,1513,,
121,2485,,
122,1284,,
123,1437,,
125,3419,,
126,3337,,
127,1078,,
128,2917,,
129,2632,,
130,3192,,
220,3037,,
221,2678,,
222,1871,,
223,2789,,
224,5014,,
225,1556,,
226,2815,,
227,3179,,
228,3803,,
229,2569,,
230,1384,,
231,3264,,
232,2085,,
233,1315,,
234,1346,,
235,939,,
236,1541,,
238,260,,
301,0,,
315,3819,,
316,1846,,
317,504,,
318,135,,
330,1923,,
332,4086,,
333,4268,,
334,3782,,
335,3560,,
336,2686,,
337,3027,,
338,2374,,
339,1268,,
340,2127,,
413,1463,,
414,1898,,
415,3055,,
416,195,,
417,2359,,
418,5,,
419,2234,,
420,1229,,
421,54,,
440,2300,,
441,3307,,
442,3286,,
443,4177,,
444,2939,,
445,2256,,
446,2392,,
447,2440,,
448,1978,,
449,4858,,
