precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,8,87,256,94,1343,1788,0.45%,4.87%,14.32%,5.26%,75.11%
102,18,166,282,85,1614,2165,0.83%,7.67%,13.03%,3.93%,74.55%
103,10,18,118,50,809,1005,1.00%,1.79%,11.74%,4.98%,80.50%
104,11,65,410,50,953,1489,0.74%,4.37%,27.54%,3.36%,64.00%
105,15,205,762,32,829,1843,0.81%,11.12%,41.35%,1.74%,44.98%
106,76,962,920,70,2267,4295,1.77%,22.40%,21.42%,1.63%,52.78%
107,172,568,704,177,3408,5029,3.42%,11.29%,14.00%,3.52%,67.77%
108,30,495,971,87,1757,3340,0.90%,14.82%,29.07%,2.60%,52.60%
109,24,38,462,72,1566,2162,1.11%,1.76%,21.37%,3.33%,72.43%
210,26,41,656,68,933,1724,1.51%,2.38%,38.05%,3.94%,54.12%
211,27,29,202,31,623,912,2.96%,3.18%,22.15%,3.40%,68.31%
212,85,351,448,107,1632,2623,3.24%,13.38%,17.08%,4.08%,62.22%
213,10,26,233,64,1186,1519,0.66%,1.71%,15.34%,4.21%,78.08%
214,60,111,1110,225,4380,5886,1.02%,1.89%,18.86%,3.82%,74.41%
215,228,640,2518,402,7809,11597,1.97%,5.52%,21.71%,3.47%,67.34%
216,25,142,719,127,2463,3476,0.72%,4.09%,20.68%,3.65%,70.86%
217,19,36,278,56,1767,2156,0.88%,1.67%,12.89%,2.60%,81.96%
318,12,17,179,31,858,1097,1.09%,1.55%,16.32%,2.83%,78.21%
319,23,78,236,117,2305,2759,0.83%,2.83%,8.55%,4.24%,83.54%
320,45,80,743,248,3686,4802,0.94%,1.67%,15.47%,5.16%,76.76%
321,22,35,250,118,2030,2455,0.90%,1.43%,10.18%,4.81%,82.69%
322,18,29,504,181,1663,2395,0.75%,1.21%,21.04%,7.56%,69.44%
323,46,103,396,156,3175,3876,1.19%,2.66%,10.22%,4.02%,81.91%
324,43,120,290,169,1953,2575,1.67%,4.66%,11.26%,6.56%,75.84%
325,59,196,309,146,2853,3563,1.66%,5.50%,8.67%,4.10%,80.07%
426,3,23,167,42,731,966,0.31%,2.38%,17.29%,4.35%,75.67%
427,256,1932,721,321,3364,6594,3.88%,29.30%,10.93%,4.87%,51.02%
428,92,924,472,172,2236,3896,2.36%,23.72%,12.11%,4.41%,57.39%
429,4,8,25,6,391,434,0.92%,1.84%,5.76%,1.38%,90.09%
430,15,107,390,55,750,1317,1.14%,8.12%,29.61%,4.18%,56.95%
431,2,69,245,26,452,794,0.25%,8.69%,30.86%,3.27%,56.93%
432,6,27,95,26,914,1068,0.56%,2.53%,8.90%,2.43%,85.58%
433,43,1604,3374,70,1419,6510,0.66%,24.64%,51.83%,1.08%,21.80%
434,19,42,228,78,1479,1846,1.03%,2.28%,12.35%,4.23%,80.12%
