precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,94,93,2562,0,419,3159,2.98%,2.94%,81.10%,0.00%,13.26%
2,32,22,537,6,441,1038,3.08%,2.12%,51.73%,0.58%,42.49%
3,8,16,172,25,533,754,1.06%,2.12%,22.81%,3.32%,70.69%
4,119,170,1869,0,575,2702,4.40%,6.29%,69.17%,0.00%,21.28%
5,243,47,1102,15,1321,2728,8.91%,1.72%,40.40%,0.55%,48.42%
6,10,21,457,6,225,719,1.39%,2.92%,63.56%,0.83%,31.29%
7,541,103,1521,52,1479,3696,14.64%,2.79%,41.15%,1.41%,40.02%
8,11,8,116,22,508,665,1.65%,1.20%,17.44%,3.31%,76.39%
9,29,35,910,17,731,1722,1.68%,2.03%,52.85%,0.99%,42.45%
10,78,16,473,45,1326,1938,4.02%,0.83%,24.41%,2.32%,68.42%
11,4,3,139,23,816,985,0.41%,0.30%,14.11%,2.34%,82.84%
