precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,54,734,1350,143,1679,3960,1.36%,18.54%,34.09%,3.61%,42.40%
103,46,393,563,44,1785,2831,1.62%,13.88%,19.89%,1.55%,63.05%
104,5,67,568,36,765,1441,0.35%,4.65%,39.42%,2.50%,53.09%
105,7,41,176,17,309,550,1.27%,7.45%,32.00%,3.09%,56.18%
106,17,47,569,25,458,1116,1.52%,4.21%,50.99%,2.24%,41.04%
107,10,156,1864,39,1189,3258,0.31%,4.79%,57.21%,1.20%,36.49%
108,3,37,284,21,427,772,0.39%,4.79%,36.79%,2.72%,55.31%
109,7,46,306,23,359,741,0.94%,6.21%,41.30%,3.10%,48.45%
200,19,710,538,58,383,1708,1.11%,41.57%,31.50%,3.40%,22.42%
201,8,988,225,32,196,1449,0.55%,68.18%,15.53%,2.21%,13.53%
202,9,368,2023,49,294,2743,0.33%,13.42%,73.75%,1.79%,10.72%
203,36,682,483,93,1935,3229,1.11%,21.12%,14.96%,2.88%,59.93%
204,4,66,77,12,231,390,1.03%,16.92%,19.74%,3.08%,59.23%
205,12,30,174,50,1372,1638,0.73%,1.83%,10.62%,3.05%,83.76%
206,9,52,232,55,729,1077,0.84%,4.83%,21.54%,5.11%,67.69%
300,124,1056,2644,358,2272,6454,1.92%,16.36%,40.97%,5.55%,35.20%
301,12,90,248,49,258,657,1.83%,13.70%,37.75%,7.46%,39.27%
303,17,167,212,64,1314,1774,0.96%,9.41%,11.95%,3.61%,74.07%
304,9,30,103,53,795,990,0.91%,3.03%,10.40%,5.35%,80.30%
305,16,53,267,58,609,1003,1.60%,5.28%,26.62%,5.78%,60.72%
306,7,26,133,47,300,513,1.36%,5.07%,25.93%,9.16%,58.48%
307,25,50,341,32,487,935,2.67%,5.35%,36.47%,3.42%,52.09%
308,2,7,25,10,374,418,0.48%,1.67%,5.98%,2.39%,89.47%
400,32,308,483,40,1631,2494,1.28%,12.35%,19.37%,1.60%,65.40%
401,15,251,554,20,515,1355,1.11%,18.52%,40.89%,1.48%,38.01%
402,41,524,690,119,2092,3466,1.18%,15.12%,19.91%,3.43%,60.36%
403,13,100,268,75,1786,2242,0.58%,4.46%,11.95%,3.35%,79.66%
404,13,103,422,60,1182,1780,0.73%,5.79%,23.71%,3.37%,66.40%
405,12,59,177,52,955,1255,0.96%,4.70%,14.10%,4.14%,76.10%
406,2,7,50,11,315,385,0.52%,1.82%,12.99%,2.86%,81.82%
