Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
101,755,27,449,1231,0.6133225020,0.0219333875,0.3647441105,Rep,2
103,975,29,289,1293,0.7540603248,0.0224284609,0.2235112142,Rep,3
104,385,10,95,490,0.7857142857,0.0204081633,0.1938775510,Rep,3
105,177,1,23,201,0.8805970149,0.0049751244,0.1144278607,Rep,3
106,261,6,79,346,0.7543352601,0.0173410405,0.2283236994,Rep,3
107,506,29,213,748,0.6764705882,0.0387700535,0.2847593583,Rep,3
108,254,5,72,331,0.7673716012,0.0151057402,0.2175226586,Rep,3
109,231,3,48,282,0.8191489362,0.0106382979,0.1702127660,Rep,3
200,146,14,293,453,0.3222958057,0.0309050773,0.6467991170,Dem,3
201,44,9,339,392,0.1122448980,0.0229591837,0.8647959184,Dem,3
202,131,10,272,413,0.3171912833,0.0242130751,0.6585956416,Dem,3
203,1038,25,392,1455,0.7134020619,0.0171821306,0.2694158076,Rep,3
204,154,5,62,221,0.6968325792,0.0226244344,0.2805429864,Rep,3
205,891,17,179,1087,0.8196872125,0.0156393744,0.1646734131,Rep,3
206,377,9,62,448,0.8415178571,0.0200892857,0.1383928571,Rep,3
300,786,33,515,1334,0.5892053973,0.0247376312,0.3860569715,Rep,2
301,134,6,76,216,0.6203703704,0.0277777778,0.3518518519,Rep,2
303,641,14,161,816,0.7855392157,0.0171568627,0.1973039216,Rep,3
304,465,10,59,534,0.8707865169,0.0187265918,0.1104868914,Rep,3
305,280,7,74,361,0.7756232687,0.0193905817,0.2049861496,Rep,3
306,182,2,33,217,0.8387096774,0.0092165899,0.1520737327,Rep,3
307,270,5,53,328,0.8231707317,0.0152439024,0.1615853659,Rep,3
308,252,5,42,299,0.8428093645,0.0167224080,0.1404682274,Rep,3
400,865,26,277,1168,0.7405821918,0.0222602740,0.2371575342,Rep,3
401,182,9,121,312,0.5833333333,0.0288461538,0.3878205128,Rep,2
402,1059,27,263,1349,0.7850259451,0.0200148258,0.1949592291,Rep,3
403,954,15,114,1083,0.8808864266,0.0138504155,0.1052631579,Rep,3
404,611,16,148,775,0.7883870968,0.0206451613,0.1909677419,Rep,3
405,543,8,57,608,0.8930921053,0.0131578947,0.0937500000,Rep,3
406,189,4,20,213,0.8873239437,0.0187793427,0.0938967136,Rep,3
