precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1A,7,1,1339,12,30,1389,0.50%,0.07%,96.40%,0.86%,2.16%
1B,41,19,3431,6,137,3634,1.13%,0.52%,94.41%,0.17%,3.77%
1C,34,37,9070,30,152,9323,0.36%,0.40%,97.29%,0.32%,1.63%
2A,8,4,1187,0,28,1222,0.65%,0.33%,97.14%,0.00%,2.29%
2C,21,21,5841,715,83,6681,0.31%,0.31%,87.43%,10.70%,1.24%
2D,3,5,144,0,9,157,1.91%,3.18%,91.72%,0.00%,5.73%
3A,30,28,4841,0,181,5070,0.59%,0.55%,95.48%,0.00%,3.57%
3B,21,28,7806,9,204,8068,0.26%,0.35%,96.75%,0.11%,2.53%
3C,8,5,807,7,130,957,0.84%,0.52%,84.33%,0.73%,13.58%
4A,9,10,1695,0,72,1780,0.51%,0.56%,95.22%,0.00%,4.04%
4B,45,31,4549,0,217,4840,0.93%,0.64%,93.99%,0.00%,4.48%
4C,14,12,2197,0,49,2271,0.62%,0.53%,96.74%,0.00%,2.16%
4D,7,14,5740,0,44,5804,0.12%,0.24%,98.90%,0.00%,0.76%
