precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,24,493,1363,6,1619,3505,0.68%,14.07%,38.89%,0.17%,46.19%
102,18,565,1189,0,412,2178,0.83%,25.94%,54.59%,0.00%,18.92%
201,3,47,226,2,447,725,0.41%,6.48%,31.17%,0.28%,61.66%
202,24,153,818,21,1179,2195,1.09%,6.97%,37.27%,0.96%,53.71%
203,2,117,558,0,967,1642,0.12%,7.13%,33.98%,0.00%,58.89%
301,6,65,651,0,1270,1990,0.30%,3.27%,32.71%,0.00%,63.82%
302,1,88,724,19,1056,1888,0.05%,4.66%,38.35%,1.01%,55.93%
303,1,21,199,12,485,718,0.14%,2.92%,27.72%,1.67%,67.55%
401,22,290,991,43,2265,3611,0.61%,8.03%,27.44%,1.19%,62.73%
402,4,28,171,15,1154,1372,0.29%,2.04%,12.46%,1.09%,84.11%
