precinct,registered,ballots_cast,blank
101,3684,2047,2
102,2381,928,3
103,2054,949,2
104,1313,713,4
205,3167,1726,7
206,2523,1209,4
207,3434,1856,4
311,2665,1562,4
312,2955,1637,7
313,4064,2041,8
414,3045,1562,8
415,3641,2138,5
416,2147,1253,1
