precinct,party,candidate,votes
1,DEM,Amy Clark Meachum,365
1,LIB,Mark Ash,25
1,REP,Nathan Hecht,367
10,DEM,Amy Clark Meachum,190
10,LIB,Mark Ash,12
10,REP,Nathan Hecht,615
100,DEM,Amy Clark Meachum,316
100,LIB,Mark Ash,21
100,REP,Nathan Hecht,318
101,DEM,Amy Clark Meachum,804
101,LIB,Mark Ash,41
101,REP,Nathan Hecht,1061
102,DEM,Amy Clark Meachum,384
102,LIB,Mark Ash,20
102,REP,Nathan Hecht,517
103,DEM,Amy Clark Meachum,622
103,LIB,Mark Ash,50
103,REP,Nathan Hecht,994
104,DEM,Amy Clark Meachum,262
104,LIB,Mark Ash,10
104,REP,Nathan Hecht,80
105,DEM,Amy Clark Meachum,353
105,LIB,Mark Ash,15
105,REP,Nathan Hecht,115
106,DEM,Amy Clark Meachum,713
106,LIB,Mark Ash,33
106,REP,Nathan Hecht,627
107,DEM,Amy Clark Meachum,828
107,LIB,Mark Ash,61
107,REP,Nathan Hecht,2219
108,DEM,Amy Clark Meachum,199
108,LIB,Mark Ash,6
108,REP,Nathan Hecht,129
109,DEM,Amy Clark Meachum,154
109,LIB,Mark Ash,5
109,REP,Nathan Hecht,150
11,DEM,Amy Clark Meachum,170
11,LIB,Mark Ash,11
11,REP,Nathan Hecht,197
110,DEM,Amy Clark Meachum,323
110,LIB,Mark Ash,21
110,REP,Nathan Hecht,481
111,DEM,Amy Clark Meachum,239
111,LIB,Mark Ash,17
111,REP,Nathan Hecht,360
112,DEM,Amy Clark Meachum,694
112,LIB,Mark Ash,37
112,REP,Nathan Hecht,670
113,DEM,Amy Clark Meachum,161
113,LIB,Mark Ash,5
113,REP,Nathan Hecht,38
114,DEM,Amy Clark Meachum,176
114,LIB,Mark Ash,10
114,REP,Nathan Hecht,89
115,DEM,Amy Clark Meachum,553
115,LIB,Mark Ash,28
115,REP,Nathan Hecht,596
116,DEM,Amy Clark Meachum,1340
116,LIB,Mark Ash,72
116,REP,Nathan Hecht,1227
117,DEM,Amy Clark Meachum,550
117,LIB,Mark Ash,69
117,REP,Nathan Hecht,1417
118,DEM,Amy Clark Meachum,872
118,LIB,Mark Ash,44
118,REP,Nathan Hecht,559
119,DEM,Amy Clark Meachum,810
119,LIB,Mark Ash,51
119,REP,Nathan Hecht,1097
12,DEM,Amy Clark Meachum,383
12,LIB,Mark Ash,15
12,REP,Nathan Hecht,300
120,DEM,Amy Clark Meachum,582
120,LIB,Mark Ash,51
120,REP,Nathan Hecht,623
121,DEM,Amy Clark Meachum,485
121,LIB,Mark Ash,23
121,REP,Nathan Hecht,373
122,DEM,Amy Clark Meachum,709
122,LIB,Mark Ash,69
122,REP,Nathan Hecht,1578
123,DEM,Amy Clark Meachum,470
123,LIB,Mark Ash,37
123,REP,Nathan Hecht,828
124,DEM,Amy Clark Meachum,906
124,LIB,Mark Ash,58
124,REP,Nathan Hecht,1067
125,DEM,Amy Clark Meachum,1687
125,LIB,Mark Ash,107
125,REP,Nathan Hecht,2022
126,DEM,Amy Clark Meachum,964
126,LIB,Mark Ash,67
126,REP,Nathan Hecht,1544
127,DEM,Amy Clark Meachum,335
127,LIB,Mark Ash,27
127,REP,Nathan Hecht,885
13,DEM,Amy Clark Meachum,347
13,LIB,Mark Ash,16
13,REP,Nathan Hecht,97
14,DEM,Amy Clark Meachum,61
14,LIB,Mark Ash,11
14,REP,Nathan Hecht,162
15,DEM,Amy Clark Meachum,213
15,LIB,Mark Ash,14
15,REP,Nathan Hecht,261
16,DEM,Amy Clark Meachum,190
16,LIB,Mark Ash,10
16,REP,Nathan Hecht,361
17,DEM,Amy Clark Meachum,973
17,LIB,Mark Ash,57
17,REP,Nathan Hecht,745
18,DEM,Amy Clark Meachum,609
18,LIB,Mark Ash,74
18,REP,Nathan Hecht,986
19,DEM,Amy Clark Meachum,658
19,LIB,Mark Ash,72
19,REP,Nathan Hecht,1585
2,DEM,Amy Clark Meachum,742
2,LIB,Mark Ash,44
2,REP,Nathan Hecht,736
20,DEM,Amy Clark Meachum,1161
20,LIB,Mark Ash,43
20,REP,Nathan Hecht,602
21,DEM,Amy Clark Meachum,81
21,LIB,Mark Ash,5
21,REP,Nathan Hecht,163
22,DEM,Amy Clark Meachum,118
22,LIB,Mark Ash,2
22,REP,Nathan Hecht,124
23,DEM,Amy Clark Meachum,337
23,LIB,Mark Ash,25
23,REP,Nathan Hecht,1189
24,DEM,Amy Clark Meachum,245
24,LIB,Mark Ash,15
24,REP,Nathan Hecht,83
25,DEM,Amy Clark Meachum,80
25,LIB,Mark Ash,6
25,REP,Nathan Hecht,212
26,DEM,Amy Clark Meachum,1206
26,LIB,Mark Ash,61
26,REP,Nathan Hecht,1945
27,DEM,Amy Clark Meachum,175
27,LIB,Mark Ash,10
27,REP,Nathan Hecht,162
28,DEM,Amy Clark Meachum,24
28,LIB,Mark Ash,3
28,REP,Nathan Hecht,132
29,DEM,Amy Clark Meachum,1014
29,LIB,Mark Ash,44
29,REP,Nathan Hecht,1226
3,DEM,Amy Clark Meachum,1213
3,LIB,Mark Ash,52
3,REP,Nathan Hecht,1301
