precinct,party,candidate,votes
1,DEM,"Mary ""MJ"" Hegar",370
1,GRN,David B. Collins,10
1,LIB,Kerry Douglas McKennon,19
1,REP,John Cornyn,377
10,DEM,"Mary ""MJ"" Hegar",183
10,GRN,David B. Collins,1
10,LIB,Kerry Douglas McKennon,7
10,REP,John Cornyn,631
100,DEM,"Mary ""MJ"" Hegar",312
100,GRN,David B. Collins,4
100,LIB,Kerry Douglas McKennon,14
100,REP,John Cornyn,327
101,DEM,"Mary ""MJ"" Hegar",778
101,GRN,David B. Collins,21
101,LIB,Kerry Douglas McKennon,37
101,REP,John Cornyn,1106
102,DEM,"Mary ""MJ"" Hegar",355
102,GRN,David B. Collins,3
102,LIB,Kerry Douglas McKennon,24
102,REP,John Cornyn,550
103,DEM,"Mary ""MJ"" Hegar",586
103,GRN,David B. Collins,16
103,LIB,Kerry Douglas McKennon,37
103,REP,John Cornyn,1048
104,DEM,"Mary ""MJ"" Hegar",256
104,GRN,David B. Collins,7
104,LIB,Kerry Douglas McKennon,5
104,REP,John Cornyn,90
105,DEM,"Mary ""MJ"" Hegar",364
105,GRN,David B. Collins,1
105,LIB,Kerry Douglas McKennon,5
105,REP,John Cornyn,123
106,DEM,"Mary ""MJ"" Hegar",700
106,GRN,David B. Collins,9
106,LIB,Kerry Douglas McKennon,27
106,REP,John Cornyn,661
107,DEM,"Mary ""MJ"" Hegar",799
107,GRN,David B. Collins,13
107,LIB,Kerry Douglas McKennon,47
107,REP,John Cornyn,2287
108,DEM,"Mary ""MJ"" Hegar",191
108,GRN,David B. Collins,2
108,LIB,Kerry Douglas McKennon,7
108,REP,John Cornyn,134
109,DEM,"Mary ""MJ"" Hegar",151
109,GRN,David B. Collins,4
109,LIB,Kerry Douglas McKennon,7
109,REP,John Cornyn,155
11,DEM,"Mary ""MJ"" Hegar",164
11,GRN,David B. Collins,6
11,LIB,Kerry Douglas McKennon,7
11,REP,John Cornyn,210
110,DEM,"Mary ""MJ"" Hegar",310
110,GRN,David B. Collins,8
110,LIB,Kerry Douglas McKennon,17
110,REP,John Cornyn,501
111,DEM,"Mary ""MJ"" Hegar",241
111,GRN,David B. Collins,3
111,LIB,Kerry Douglas McKennon,10
111,REP,John Cornyn,375
