precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,22,13,4343,5,185,4568,0.48%,0.28%,95.07%,0.11%,4.05%
2,34,25,10807,21,206,11093,0.31%,0.23%,97.42%,0.19%,1.86%
3,3,10,3913,0,36,3956,0.08%,0.25%,98.91%,0.00%,0.91%
4,3,8,827,0,46,882,0.34%,0.91%,93.76%,0.00%,5.22%
5,0,0,178,0,3,181,0.00%,0.00%,98.34%,0.00%,1.66%
6,12,15,13404,17,212,13660,0.09%,0.11%,98.13%,0.12%,1.55%
7,2,2,1310,0,29,1343,0.15%,0.15%,97.54%,0.00%,2.16%
8,9,17,6138,7,101,6272,0.14%,0.27%,97.86%,0.11%,1.61%
9,8,30,8952,0,117,9098,0.09%,0.33%,98.40%,0.00%,1.29%
10,59,42,14521,9,236,14867,0.40%,0.28%,97.67%,0.06%,1.59%
