precinct,registered,ballots_cast,blank
1,2200,680,2
2,3174,839,0
3,3196,1141,0
4,1917,715,0
5,3557,1276,0
6,2419,1269,0
7,3083,1368,0
8,2814,1586,0
9,3453,1654,0
10,4580,1387,0
11,4031,1566,1
12,3322,1477,0
13,3462,1418,0
14,4268,1918,0
15,2887,1456,0
16,3760,1503,0
17,1861,879,0
18,3370,1692,0
19,4010,1499,0
20,1187,566,0
21,2327,1266,0
22,2885,1174,0
23,1507,762,0
24,3446,1678,0
25,3304,1293,0
26,1790,828,0
27,2081,775,0
28,438,121,0
29,2810,1002,0
30,221,56,0
31,2001,544,0
32,1926,836,0
33,1954,1148,0
34,884,200,0
35,2104,1059,0
36,2225,733,0
37,2951,514,0
38,2438,713,0
39,1058,173,0
40,852,292,0
41,1009,313,0
42,2428,392,0
43,2337,1062,1
44,3756,1135,0
45,3990,1359,0
46,1619,456,0
47,2760,1132,0
48,2140,633,0
49,2075,607,1
50,2822,744,0
51,2548,906,1
52,2516,720,0
53,3195,981,1
54,2791,696,0
55,2574,1042,1
56,2366,894,1
57,1870,510,0
58,2045,625,1
59,2878,772,0
60,2340,1153,0
61,1630,646,0
62,1868,354,0
63,2901,729,0
64,2924,726,0
65,1540,132,0
66,2457,738,0
67,2630,720,0
68,770,222,0
69,4219,1294,4
70,2611,944,0
71,2114,806,0
72,1596,466,0
73,1344,456,0
74,2520,646,0
75,1570,718,0
76,1280,418,0
77,2466,764,1
78,1286,457,0
79,788,153,0
80,1577,348,0
81,394,82,0
82,2282,604,0
83,1383,345,0
84,2310,622,0
85,1980,417,1
86,319,5,0
87,13,2,0
88,2090,167,0
89,3301,1023,0
90,1755,890,0
91,806,411,0
92,3240,1405,0
93,1610,606,0
94,2810,1111,0
95,2825,1274,0
96,3150,1460,0
97,2038,831,0
98,1945,995,0
99,1511,486,0
100,3335,1241,0
101,2470,1091,0
102,2600,908,0
103,1945,887,0
104,3114,1265,0
105,2801,1168,0
106,3145,1089,0
107,2208,890,0
108,1980,973,0
109,1848,763,0
110,3183,1282,0
111,1670,514,0
112,5415,1497,0
113,2788,1020,0
114,5185,1563,0
115,3172,973,0
116,4425,1450,1
117,3170,1178,0
118,2401,1000,0
119,2717,961,0
120,3245,1137,0
121,1960,816,0
122,3819,1329,0
123,3480,1039,0
124,3675,970,0
125,4122,1413,0
126,4918,1981,0
127,510,101,0
128,4201,1349,0
129,4835,1442,0
130,4330,1465,0
131,3333,1133,0
132,505,101,0
133,2618,796,0
134,1360,422,0
135,2471,663,0
136,2100,485,0
137,2067,515,0
138,2417,581,0
139,2238,679,0
140,2135,460,0
141,1480,411,0
142,1235,303,0
143,2548,803,0
144,2740,812,0
145,2830,747,0
146,1440,410,0
147,1632,515,0
148,2373,746,0
149,2800,810,0
150,1950,522,0
151,2500,566,0
152,2430,545,0
153,2585,767,0
154,2260,690,0
155,1092,266,0
156,1950,473,0
157,524,131,0
158,1690,725,0
159,2120,345,0
160,2960,822,0
161,1480,344,0
162,4015,944,0
163,3084,659,0
164,3814,947,0
165,4300,879,1
166,3490,915,0
167,4170,872,1
168,386,74,0
169,3225,555,0
170,3486,1073,0
171,2636,591,1
172,4050,1141,0
173,1603,356,0
174,44,13,0
175,277,93,0
176,1096,512,0
177,570,258,0
178,1282,389,0
179,746,133,0
180,2380,475,0
181,5255,1658,0
182,3260,889,0
183,0,0,0
184,0,0,0
185,673,332,0
186,798,294,0
187,0,0,0
188,125,41,0
189,124,20,0
190,84,35,0
191,370,94,1
192,4792,2093,0
193,2615,1166,0
194,3279,1002,0
195,4410,1126,0
196,3400,904,0
197,4040,1099,0
198,3065,839,0
199,1319,597,0
200,445,185,0
201,3078,1086,0
202,2903,1074,1
203,6108,2347,0
204,2090,752,0
205,3710,884,0
206,839,168,0
207,2090,467,0
208,2040,303,0
209,1748,120,0
210,0,0,0
211,7,0,0
212,1370,419,0
213,170,29,0
214,13,0,0
215,4195,1261,0
216,11,7,0
217,625,125,0
218,131,19,0
219,1231,301,1
220,1281,276,0
221,153,3,0
