precinct,registered,ballots_cast,blank
bexar,1187942,,
borden,499,,
bosque,12722,,
brazos,121444,,
brown,,16060,
burleson,12403,,
camp,7887,,
chambers,30630,,
coke,2409,,
collingsworth,1940,,
comal,115585,,
cottle,1038,,
culberson,1713,,
dawson,7089,,
deaf-smith,8891,4641,
dickens,1327,,
donley,2312,,
edwards,1481,1072,
fayette,17352,,
fort-bend,485044,,
frio,8955,,
galveston,228382,,
garza,2678,,
gillespie,20340,,
glasscock,798,,
gonzales,12583,,
grayson,86784,,
gregg,73027,,
grimes,18128,12504,
hardeman,2482,,
hardin,40322,27722,
harrison,45776,,
haskell,3370,,
hays,153258,,
hidalgo,391129,,
hill,23720,14992,
hockley,13760,,
hood,44739,,
hudspeth,2079,,
irion,1295,,
jefferson,149094,,
johnson,106212,,
karnes,8325,,
kent,595,,
kimble,3102,,
kinney,2263,,
kleberg,18692,,
lamar,32351,,
lipscomb,1972,,
loving,111,,
lynn,4016,,
madison,7806,,
marion,7402,4902,
martin,3464,,
mason,3158,,
maverick,32999,,
mcculloch,3454,,
mcmullen,705,,
menard,,1033,
montgomery,372877,,
morris,11634,6325,
newton,9382,,
nueces,211384,,
palo-pinto,18875,,
panola,16797,,
parker,105177,76422,
presidio,4780,,
red-river,8470,,
roberts,678,,
rusk,32308,,
san-augustine,6098,,
shackelford,,1635,
shelby,15525,,
somervell,6704,,
starr,34006,,
stephens,5655,,
taylor,83532,,
terrell,672,,
tom-green,69919,,
travis,862163,612696,
trinity,11504,,
upshur,28541,,
van-zandt,39122,,
waller,34986,,
webb,137672,,
wharton,25616,,
wichita,83780,,
wilbarger,8171,,
willacy,12790,,
winkler,4010,,
wise,45565,,
wood,32305,,
young,11710,,
