precinct,registered,ballots_cast,blank
harris:1,3295,2723,
harris:1004,754,595,
harris:1005,0,0,
harris:1007,2164,1357,
harris:1011,30,18,
harris:104,1845,1161,
harris:108,3846,2225,
harris:109,2898,1531,
harris:113,2857,2012,
harris:115,1850,958,
harris:117,2029,1105,
harris:136,2122,1404,
harris:138,1642,882,
harris:140,3473,2467,
harris:144,1024,571,
harris:145,1526,803,
harris:147,3360,1992,
harris:150,1570,880,
harris:151,820,428,
harris:156,3459,2087,
harris:157,2353,1316,
harris:159,1298,794,
harris:16,2394,1820,
harris:160,706,389,
harris:161,1105,634,
harris:164,1332,733,
harris:166,1437,1095,
harris:168,494,253,
harris:169,2535,1364,
harris:179,2121,1483,
harris:186,850,443,
harris:189,1637,1339,
harris:19,1646,1302,
harris:192,2036,1169,
harris:193,1101,646,
harris:194,2567,1976,
harris:195,1902,1166,
harris:197,2937,1563,
harris:198,643,347,
harris:2,2149,1599,
harris:20,3097,1725,
harris:201,811,368,
harris:202,1411,737,
harris:205,1742,1029,
harris:21,1351,951,
harris:210,3250,2150,
harris:219,2946,1789,
harris:228,1216,868,
harris:230,1090,535,
harris:235,1512,855,
harris:24,943,609,
harris:244,3459,2325,
harris:247,1704,804,
harris:25,1072,487,
harris:252,2188,1258,
harris:253,2119,1118,
harris:259,2168,1459,
harris:264,3320,2084,
harris:270,4125,2827,
harris:283,7914,4712,
harris:299,1749,966,
harris:3,1691,1673,
harris:30,3636,2555,
harris:313,79,48,
harris:322,1138,587,
harris:323,2036,1263,
harris:324,2697,2243,
harris:327,1744,961,
harris:330,2740,1872,
harris:334,1011,525,
harris:342,1135,597,
harris:344,1237,649,
harris:35,20,7,
harris:363,5355,3666,
harris:364,3046,2009,
harris:365,1329,1053,
harris:367,1476,946,
harris:369,943,314,
harris:371,498,281,
harris:373,161,76,
harris:383,2620,1480,
harris:389,1501,625,
harris:390,1601,1122,
harris:396,2059,1323,
harris:399,4056,2203,
harris:4,1873,1697,
harris:401,2037,1068,
harris:406,585,303,
harris:410,980,569,
harris:412,470,243,
harris:42,936,475,
harris:424,1371,1013,
harris:43,2107,1339,
harris:446,352,156,
harris:448,3295,2613,
harris:449,214,110,
harris:450,2943,1667,
harris:454,2426,1354,
harris:455,1617,829,
harris:457,0,0,
harris:465,4015,2610,
harris:467,1399,850,
harris:468,4525,2790,
harris:47,1594,818,
harris:48,997,588,
harris:493,3670,2466,
harris:496,2514,1547,
harris:497,2190,1269,
harris:498,2703,1723,
harris:501,2404,1919,
harris:505,4384,2927,
harris:516,2951,2040,
harris:520,5515,2949,
harris:528,88,38,
harris:53,3506,2820,
harris:544,289,141,
harris:548,2520,1610,
harris:550,3358,1882,
harris:562,696,385,
harris:57,3558,2878,
harris:574,408,198,
harris:576,2956,1754,
harris:578,1968,1602,
harris:580,943,529,
harris:581,972,589,
harris:582,1691,877,
harris:583,1275,655,
harris:584,1053,537,
harris:585,2409,1248,
harris:587,3462,2305,
harris:59,3121,2508,
harris:592,1602,923,
harris:593,4802,3150,
harris:594,2706,1717,
harris:597,4039,2441,
harris:606,906,483,
harris:610,2456,1436,
harris:611,2476,1327,
harris:613,2768,1731,
harris:614,4890,3135,
harris:628,2575,1483,
harris:629,781,335,
harris:656,2700,1535,
harris:657,1786,1192,
harris:660,3417,2424,
harris:663,2603,2070,
harris:666,0,0,
harris:675,0,0,
harris:678,2747,1575,
harris:680,207,150,
harris:681,139,106,
harris:689,2687,1783,
harris:694,2859,1839,
harris:697,3444,2138,
harris:7,955,532,
harris:701,709,369,
harris:717,2188,1345,
harris:723,2065,1368,
harris:729,485,354,
harris:73,1916,1550,
harris:738,1533,795,
harris:75,2198,1770,
harris:756,1859,1223,
harris:757,6035,3692,
harris:769,170,114,
harris:783,816,544,
harris:784,1029,559,
harris:794,3206,1210,
harris:797,0,0,
harris:809,110,54,
harris:812,2,1,
harris:825,24,16,
harris:832,394,213,
harris:838,0,0,
harris:848,1864,1298,
harris:85,2139,1073,
harris:852,1,0,
harris:854,181,81,
harris:855,21,9,
harris:856,0,0,
harris:859,996,629,
harris:86,4529,3688,
harris:861,2016,1216,
harris:865,15,10,
harris:866,0,0,
harris:867,0,0,
harris:868,2598,1471,
harris:870,0,0,
harris:873,861,577,
harris:883,6111,3640,
harris:884,419,242,
harris:888,2502,1678,
harris:889,214,146,
harris:890,2251,1387,
harris:892,1445,1029,
harris:894,2752,1603,
harris:9,2447,1564,
harris:900,12,10,
harris:918,8,5,
harris:924,0,0,
harris:927,1940,1595,
harris:930,642,337,
harris:940,22,13,
harris:960,1913,1388,
harris:962,186,69,
harris:966,1448,712,
harris:967,212,125,
harris:968,2160,1851,
harris:971,0,0,
harris:975,185,148,
harris:977,841,470,
harris:979,0,0,
harris:981,23,15,
harris:993,0,0,
harris:997,2015,909,
harris:999,0,0,
