precinct,registered,ballots_cast,blank
1,2122,,
2,2629,,
3,6297,,
4,2064,,
5,303,,
6,4034,,
7,2139,,
8,3069,,
9,1951,,
10,2741,,
11,2133,,
12,2369,,
13,5634,,
14,4613,,
15,4939,,
16,4274,,
17,4010,,
18,5175,,
19,3862,,
20,2272,,
21,4008,,
22,4962,,
23,4209,,
24,3344,,
25,3684,,
26,2701,,
27,4373,,
28,3370,,
29,5092,,
30,2857,,
31,4775,,
32,2970,,
33,3552,,
34,2655,,
35,5295,,
36,3497,,
37,2998,,
38,5802,,
39,4961,,
40,6277,,
41,3932,,
42,916,,
43,5502,,
44,2841,,
45,3051,,
46,5687,,
47,4488,,
48,2471,,
49,2363,,
50,4007,,
51,2860,,
52,3993,,
53,4523,,
54,1803,,
55,1425,,
56,3261,,
57,2823,,
58,2497,,
59,1671,,
60,2238,,
61,4906,,
62,2734,,
63,5665,,
64,2222,,
65,5532,,
66,4137,,
67,2889,,
68,5120,,
69,4343,,
70,2838,,
71,4630,,
72,4157,,
73,1870,,
74,2761,,
75,4471,,
76,5240,,
77,4386,,
78,5150,,
79,2293,,
80,5423,,
81,4320,,
82,5788,,
83,1550,,
84,4717,,
85,3605,,
86,2600,,
87,3760,,
88,4214,,
89,4840,,
90,6080,,
91,2126,,
92,4965,,
93,4443,,
94,1981,,
95,4309,,
96,5992,,
97,3335,,
98,5143,,
99,3661,,
100,4317,,
