precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,21,229,179,61,1916,2406,0.87%,9.52%,7.44%,2.54%,79.63%
2,1,8,38,13,381,441,0.23%,1.81%,8.62%,2.95%,86.39%
3,7,58,83,17,601,766,0.91%,7.57%,10.84%,2.22%,78.46%
4,14,75,148,32,914,1183,1.18%,6.34%,12.51%,2.70%,77.26%
5,2,10,30,13,562,617,0.32%,1.62%,4.86%,2.11%,91.09%
6,6,25,80,67,1288,1466,0.41%,1.71%,5.46%,4.57%,87.86%
7,5,27,85,14,594,725,0.69%,3.72%,11.72%,1.93%,81.93%
8,36,67,451,42,1069,1665,2.16%,4.02%,27.09%,2.52%,64.20%
9,2,8,41,29,436,516,0.39%,1.55%,7.95%,5.62%,84.50%
10,11,79,563,12,1024,1689,0.65%,4.68%,33.33%,0.71%,60.63%
11,31,180,554,46,1038,1849,1.68%,9.73%,29.96%,2.49%,56.14%
12,9,209,61,32,702,1013,0.89%,20.63%,6.02%,3.16%,69.30%
13,5,47,96,17,891,1056,0.47%,4.45%,9.09%,1.61%,84.38%
14,3,37,37,7,243,327,0.92%,11.31%,11.31%,2.14%,74.31%
