precinct,party,candidate,votes
103,DEM,Erin A. Nowell,13
103,LIB,Thomas Edward Oxford,2
103,REP,Debra Lehrmann,55
104,DEM,Erin A. Nowell,3
104,LIB,Thomas Edward Oxford,1
104,REP,Debra Lehrmann,60
11,DEM,Erin A. Nowell,113
11,LIB,Thomas Edward Oxford,5
11,REP,Debra Lehrmann,149
12,DEM,Erin A. Nowell,72
12,LIB,Thomas Edward Oxford,3
12,REP,Debra Lehrmann,98
13,DEM,Erin A. Nowell,31
13,LIB,Thomas Edward Oxford,4
13,REP,Debra Lehrmann,76
14,DEM,Erin A. Nowell,7
14,LIB,Thomas Edward Oxford,0
14,REP,Debra Lehrmann,32
16,DEM,Erin A. Nowell,13
16,LIB,Thomas Edward Oxford,2
16,REP,Debra Lehrmann,30
205,DEM,Erin A. Nowell,43
205,LIB,Thomas Edward Oxford,13
205,REP,Debra Lehrmann,627
207,DEM,Erin A. Nowell,69
207,LIB,Thomas Edward Oxford,19
207,REP,Debra Lehrmann,738
208,DEM,Erin A. Nowell,6
208,LIB,Thomas Edward Oxford,1
208,REP,Debra Lehrmann,83
24,DEM,Erin A. Nowell,40
24,LIB,Thomas Edward Oxford,5
24,REP,Debra Lehrmann,213
25,DEM,Erin A. Nowell,116
25,LIB,Thomas Edward Oxford,24
25,REP,Debra Lehrmann,433
26,DEM,Erin A. Nowell,9
26,LIB,Thomas Edward Oxford,2
26,REP,Debra Lehrmann,90
304,DEM,Erin A. Nowell,22
304,LIB,Thomas Edward Oxford,4
304,REP,Debra Lehrmann,265
31,DEM,Erin A. Nowell,23
31,LIB,Thomas Edward Oxford,3
31,REP,Debra Lehrmann,42
32,DEM,Erin A. Nowell,10
32,LIB,Thomas Edward Oxford,0
32,REP,Debra Lehrmann,33
33,DEM,Erin A. Nowell,121
33,LIB,Thomas Edward Oxford,16
33,REP,Debra Lehrmann,416
34,DEM,Erin A. Nowell,113
34,LIB,Thomas Edward Oxford,14
34,REP,Debra Lehrmann,443
35,DEM,Erin A. Nowell,13
35,LIB,Thomas Edward Oxford,4
35,REP,Debra Lehrmann,90
404,DEM,Erin A. Nowell,25
404,LIB,Thomas Edward Oxford,3
404,REP,Debra Lehrmann,236
405,DEM,Erin A. Nowell,9
405,LIB,Thomas Edward Oxford,4
405,REP,Debra Lehrmann,123
408,DEM,Erin A. Nowell,0
408,LIB,Thomas Edward Oxford,0
408,REP,Debra Lehrmann,33
409,DEM,Erin A. Nowell,14
409,LIB,Thomas Edward Oxford,3
409,REP,Debra Lehrmann,222
41,DEM,Erin A. Nowell,3
41,LIB,Thomas Edward Oxford,0
41,REP,Debra Lehrmann,4
42,DEM,Erin A. Nowell,59
42,LIB,Thomas Edward Oxford,5
42,REP,Debra Lehrmann,144
45,DEM,Erin A. Nowell,49
45,LIB,Thomas Edward Oxford,6
45,REP,Debra Lehrmann,173
46,DEM,Erin A. Nowell,68
46,LIB,Thomas Edward Oxford,7
46,REP,Debra Lehrmann,295
