precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,6,75,79,18,519,697,0.86%,10.76%,11.33%,2.58%,74.46%
2,11,283,146,50,526,1016,1.08%,27.85%,14.37%,4.92%,51.77%
3,15,138,299,6,271,729,2.06%,18.93%,41.02%,0.82%,37.17%
4,181,272,822,189,4307,5771,3.14%,4.71%,14.24%,3.27%,74.63%
5,71,79,551,139,2766,3606,1.97%,2.19%,15.28%,3.85%,76.71%
6,41,491,600,65,1847,3044,1.35%,16.13%,19.71%,2.14%,60.68%
7,36,171,1090,85,2493,3875,0.93%,4.41%,28.13%,2.19%,64.34%
8,95,272,1759,162,5336,7624,1.25%,3.57%,23.07%,2.12%,69.99%
9,77,19,96,22,351,565,13.63%,3.36%,16.99%,3.89%,62.12%
10,147,450,1690,189,6158,8634,1.70%,5.21%,19.57%,2.19%,71.32%
11,57,368,1142,35,1945,3547,1.61%,10.37%,32.20%,0.99%,54.84%
12,15,362,731,57,1235,2400,0.62%,15.08%,30.46%,2.38%,51.46%
13,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%
14,5,59,243,28,385,720,0.69%,8.19%,33.75%,3.89%,53.47%
15,122,724,1704,74,1719,4343,2.81%,16.67%,39.24%,1.70%,39.58%
