precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,52,101,1973,33,1050,3209,1.62%,3.15%,61.48%,1.03%,32.72%
2,10,7,310,17,275,619,1.62%,1.13%,50.08%,2.75%,44.43%
3,84,2004,6299,0,2249,10625,0.79%,18.86%,59.28%,0.00%,21.17%
4,6,5,447,13,390,861,0.70%,0.58%,51.92%,1.51%,45.30%
5,6,4,506,33,577,1126,0.53%,0.36%,44.94%,2.93%,51.24%
6,11,28,882,35,663,1619,0.68%,1.73%,54.48%,2.16%,40.95%
9,1,22,903,2,87,1015,0.10%,2.17%,88.97%,0.20%,8.57%
10,32,110,2241,18,437,2838,1.13%,3.88%,78.96%,0.63%,15.40%
13,9,25,1334,10,719,2097,0.43%,1.19%,63.61%,0.48%,34.29%
16,28,62,1125,0,546,1760,1.59%,3.52%,63.92%,0.00%,31.02%
17,20,78,1309,11,421,1839,1.09%,4.24%,71.18%,0.60%,22.89%
18,40,84,1227,20,1046,2417,1.65%,3.48%,50.77%,0.83%,43.28%
19,8,28,836,10,140,1022,0.78%,2.74%,81.80%,0.98%,13.70%
