precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,6,20,859,5,154,1044,0.57%,1.92%,82.28%,0.48%,14.75%
2,1,11,482,20,368,882,0.11%,1.25%,54.65%,2.27%,41.72%
3,9,23,666,41,773,1512,0.60%,1.52%,44.05%,2.71%,51.12%
4,8,6,1619,3,213,1849,0.43%,0.32%,87.56%,0.16%,11.52%
5,5,4,261,0,32,301,1.66%,1.33%,86.71%,0.00%,10.63%
6,1,10,1421,186,191,1809,0.06%,0.55%,78.55%,10.28%,10.56%
7,67,35,2969,26,904,4001,1.67%,0.87%,74.21%,0.65%,22.59%
8,9,44,3129,121,2118,5421,0.17%,0.81%,57.72%,2.23%,39.07%
9,2,9,1221,0,132,1362,0.15%,0.66%,89.65%,0.00%,9.69%
10,13,54,3285,0,179,3528,0.37%,1.53%,93.11%,0.00%,5.07%
11,13,11,1106,0,110,1238,1.05%,0.89%,89.34%,0.00%,8.89%
12,25,29,2892,19,493,3458,0.72%,0.84%,83.63%,0.55%,14.26%
13,7,5,731,3,23,769,0.91%,0.65%,95.06%,0.39%,2.99%
14,5,2,236,4,48,295,1.69%,0.68%,80.00%,1.36%,16.27%
15,11,25,2260,0,322,2609,0.42%,0.96%,86.62%,0.00%,12.34%
16,11,45,1242,12,103,1413,0.78%,3.18%,87.90%,0.85%,7.29%
17,1,11,1795,10,242,2059,0.05%,0.53%,87.18%,0.49%,11.75%
18,1,19,601,0,63,677,0.15%,2.81%,88.77%,0.00%,9.31%
19,0,8,406,10,219,643,0.00%,1.24%,63.14%,1.56%,34.06%
20,11,14,1023,5,82,1135,0.97%,1.23%,90.13%,0.44%,7.22%
22,10,29,2631,22,194,2886,0.35%,1.00%,91.16%,0.76%,6.72%
