Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
7,1151,31,551,1733,0.6641661858,0.0178880554,0.3179457588,Rep,3
9,804,19,366,1189,0.6761984861,0.0159798150,0.3078216989,Rep,3
10,910,10,164,1084,0.8394833948,0.0092250923,0.1512915129,Rep,3
11,493,2,50,545,0.9045871560,0.0036697248,0.0917431193,Rep,3
12,1203,12,163,1378,0.8730043541,0.0087082729,0.1182873730,Rep,3
13,2,0,0,2,1.0000000000,0.0000000000,0.0000000000,Rep,3
14,488,7,80,575,0.8486956522,0.0121739130,0.1391304348,Rep,3
15,306,1,29,336,0.9107142857,0.0029761905,0.0863095238,Rep,3
16,592,6,42,640,0.9250000000,0.0093750000,0.0656250000,Rep,3
17,785,8,97,890,0.8820224719,0.0089887640,0.1089887640,Rep,3
18,933,10,155,1098,0.8497267760,0.0091074681,0.1411657559,Rep,3
19,448,3,20,471,0.9511677282,0.0063694268,0.0424628450,Rep,3
1A,52,8,190,250,0.2080000000,0.0320000000,0.7600000000,Dem,3
1B,121,7,236,364,0.3324175824,0.0192307692,0.6483516484,Dem,3
20,143,2,27,172,0.8313953488,0.0116279070,0.1569767442,Rep,3
21,121,1,22,144,0.8402777778,0.0069444444,0.1527777778,Rep,3
22,101,1,15,117,0.8632478632,0.0085470085,0.1282051282,Rep,3
24,303,2,15,320,0.9468750000,0.0062500000,0.0468750000,Rep,3
25,527,7,86,620,0.8500000000,0.0112903226,0.1387096774,Rep,3
27,363,1,13,377,0.9628647215,0.0026525199,0.0344827586,Rep,3
28,410,4,20,434,0.9447004608,0.0092165899,0.0460829493,Rep,3
29,172,2,11,185,0.9297297297,0.0108108108,0.0594594595,Rep,3
2A,112,6,262,380,0.2947368421,0.0157894737,0.6894736842,Dem,3
2B,44,2,92,138,0.3188405797,0.0144927536,0.6666666667,Dem,3
2C,37,8,234,279,0.1326164875,0.0286738351,0.8387096774,Dem,3
2D,7,0,9,16,0.4375000000,0.0000000000,0.5625000000,Dem,2
30,962,16,248,1226,0.7846655791,0.0130505710,0.2022838499,Rep,3
3A,390,13,183,586,0.6655290102,0.0221843003,0.3122866894,Rep,3
3B,173,5,158,336,0.5148809524,0.0148809524,0.4702380952,Rep,1
4A,142,11,167,320,0.4437500000,0.0343750000,0.5218750000,Dem,1
4B,436,12,188,636,0.6855345912,0.0188679245,0.2955974843,Rep,3
4C,161,6,158,325,0.4953846154,0.0184615385,0.4861538462,Rep,1
4D,12,0,4,16,0.7500000000,0.0000000000,0.2500000000,Rep,3
5A,58,1,37,96,0.6041666667,0.0104166667,0.3854166667,Rep,2
5C,1870,35,465,2370,0.7890295359,0.0147679325,0.1962025316,Rep,3
6A,816,15,296,1127,0.7240461402,0.0133096717,0.2626441881,Rep,3
6B,905,20,245,1170,0.7735042735,0.0170940171,0.2094017094,Rep,3
8A,117,6,197,320,0.3656250000,0.0187500000,0.6156250000,Dem,2
8B,1156,19,312,1487,0.7774041695,0.0127774042,0.2098184264,Rep,3
8C,523,8,92,623,0.8394863563,0.0128410915,0.1476725522,Rep,3
9A,127,2,15,144,0.8819444444,0.0138888889,0.1041666667,Rep,3
11A,908,13,119,1040,0.8730769231,0.0125000000,0.1144230769,Rep,3
12A,40,0,0,40,1.0000000000,0.0000000000,0.0000000000,Rep,3
14A,301,7,164,472,0.6377118644,0.0148305085,0.3474576271,Rep,2
16A,31,0,5,36,0.8611111111,0.0000000000,0.1388888889,Rep,3
18A,42,1,6,49,0.8571428571,0.0204081633,0.1224489796,Rep,3
20A,55,1,46,102,0.5392156863,0.0098039216,0.4509803922,Rep,1
22A,69,0,4,73,0.9452054795,0.0000000000,0.0547945205,Rep,3
