precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
7,83,1849,422,221,3542,6117,1.36%,30.23%,6.90%,3.61%,57.90%
9,71,1390,723,150,2510,4844,1.47%,28.70%,14.93%,3.10%,51.82%
10,81,272,93,75,1898,2419,3.35%,11.24%,3.84%,3.10%,78.46%
11,6,128,66,42,932,1174,0.51%,10.90%,5.62%,3.58%,79.39%
12,14,177,102,100,2627,3020,0.46%,5.86%,3.38%,3.31%,86.99%
13,1,2,5,6,42,56,1.79%,3.57%,8.93%,10.71%,75.00%
14,15,89,50,66,878,1098,1.37%,8.11%,4.55%,6.01%,79.96%
15,5,62,17,20,701,805,0.62%,7.70%,2.11%,2.48%,87.08%
16,12,100,58,67,1652,1889,0.64%,5.29%,3.07%,3.55%,87.45%
17,17,188,78,59,2077,2419,0.70%,7.77%,3.22%,2.44%,85.86%
18,45,1657,1100,173,3195,6170,0.73%,26.86%,17.83%,2.80%,51.78%
19,21,34,19,65,885,1024,2.05%,3.32%,1.86%,6.35%,86.43%
1A,15,2294,449,21,376,3155,0.48%,72.71%,14.23%,0.67%,11.92%
1B,11,1467,183,61,579,2301,0.48%,63.75%,7.95%,2.65%,25.16%
20,9,84,22,7,285,407,2.21%,20.64%,5.41%,1.72%,70.02%
21,1,64,17,26,299,407,0.25%,15.72%,4.18%,6.39%,73.46%
22,2,69,20,5,169,265,0.75%,26.04%,7.55%,1.89%,63.77%
24,3,29,50,12,638,732,0.41%,3.96%,6.83%,1.64%,87.16%
25,19,269,123,71,1398,1880,1.01%,14.31%,6.54%,3.78%,74.36%
27,1,10,29,43,962,1045,0.10%,0.96%,2.78%,4.11%,92.06%
28,1,12,47,49,779,888,0.11%,1.35%,5.29%,5.52%,87.73%
29,1,10,33,36,475,555,0.18%,1.80%,5.95%,6.49%,85.59%
2A,2,1364,96,31,417,1910,0.10%,71.41%,5.03%,1.62%,21.83%
2B,12,584,91,29,289,1005,1.19%,58.11%,9.05%,2.89%,28.76%
2C,11,1705,408,12,376,2512,0.44%,67.87%,16.24%,0.48%,14.97%
2D,0,93,6,2,65,166,0.00%,56.02%,3.61%,1.20%,39.16%
30,38,730,285,121,2778,3952,0.96%,18.47%,7.21%,3.06%,70.29%
3A,24,615,199,60,1237,2135,1.12%,28.81%,9.32%,2.81%,57.94%
3B,30,1952,463,52,1426,3923,0.76%,49.76%,11.80%,1.33%,36.35%
4A,47,1153,160,43,672,2075,2.27%,55.57%,7.71%,2.07%,32.39%
4B,31,438,154,52,1331,2006,1.55%,21.83%,7.68%,2.59%,66.35%
4C,77,979,116,22,622,1816,4.24%,53.91%,6.39%,1.21%,34.25%
4D,6,43,34,3,53,139,4.32%,30.94%,24.46%,2.16%,38.13%
5A,0,150,46,3,210,409,0.00%,36.67%,11.25%,0.73%,51.34%
5B,0,2,4,0,1,7,0.00%,28.57%,57.14%,0.00%,14.29%
5C,389,833,349,182,4626,6379,6.10%,13.06%,5.47%,2.85%,72.52%
6A,97,554,190,89,2421,3351,2.89%,16.53%,5.67%,2.66%,72.25%
6B,130,356,127,107,2021,2741,4.74%,12.99%,4.63%,3.90%,73.73%
8A,10,573,176,23,485,1267,0.79%,45.22%,13.89%,1.82%,38.28%
8B,46,1040,319,176,3587,5168,0.89%,20.12%,6.17%,3.41%,69.41%
8C,13,613,354,125,2231,3336,0.39%,18.38%,10.61%,3.75%,66.88%
9A,2,12,21,10,241,286,0.70%,4.20%,7.34%,3.50%,84.27%
11A,58,110,89,120,2028,2405,2.41%,4.57%,3.70%,4.99%,84.32%
12A,1,0,2,0,56,58,1.72%,0.00%,3.45%,0.00%,96.55%
14A,38,799,154,84,1271,2346,1.62%,34.06%,6.56%,3.58%,54.18%
16A,1,1,1,1,101,105,0.95%,0.95%,0.95%,0.95%,96.19%
18A,3,28,3,4,92,130,2.31%,21.54%,2.31%,3.08%,70.77%
20A,4,197,48,10,177,436,0.92%,45.18%,11.01%,2.29%,40.60%
22A,2,8,1,7,142,160,1.25%,5.00%,0.62%,4.38%,88.75%
