precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,14,568,196,40,903,1721,0.81%,33.00%,11.39%,2.32%,52.47%
104,68,1701,1036,32,1113,3950,1.72%,43.06%,26.23%,0.81%,28.18%
109,8,137,219,22,1043,1429,0.56%,9.59%,15.33%,1.54%,72.99%
115,15,229,454,26,804,1528,0.98%,14.99%,29.71%,1.70%,52.62%
117,7,99,70,3,49,228,3.07%,43.42%,30.70%,1.32%,21.49%
121,3,22,34,5,69,133,2.26%,16.54%,25.56%,3.76%,51.88%
202,0,19,25,12,166,222,0.00%,8.56%,11.26%,5.41%,74.77%
203,24,291,321,36,1664,2336,1.03%,12.46%,13.74%,1.54%,71.23%
205,138,493,401,55,2765,3852,3.58%,12.80%,10.41%,1.43%,71.78%
208,53,169,822,33,1630,2707,1.96%,6.24%,30.37%,1.22%,60.21%
307,149,589,595,5,1538,2876,5.18%,20.48%,20.69%,0.17%,53.48%
311,24,122,140,49,1263,1598,1.50%,7.63%,8.76%,3.07%,79.04%
312,17,129,314,44,1170,1674,1.02%,7.71%,18.76%,2.63%,69.89%
320,33,72,351,75,2158,2689,1.23%,2.68%,13.05%,2.79%,80.25%
406,74,959,633,57,1854,3577,2.07%,26.81%,17.70%,1.59%,51.83%
410,15,156,168,36,1144,1519,0.99%,10.27%,11.06%,2.37%,75.31%
413,7,69,261,57,1660,2054,0.34%,3.36%,12.71%,2.78%,80.82%
418,12,135,199,13,515,874,1.37%,15.45%,22.77%,1.49%,58.92%
419,33,85,186,19,515,838,3.94%,10.14%,22.20%,2.27%,61.46%
