Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
101,526,11,205,742,0.7088948787,0.0148247978,0.2762803235,Rep,3
104,305,13,452,770,0.3961038961,0.0168831169,0.5870129870,Dem,2
109,565,7,95,667,0.8470764618,0.0104947526,0.1424287856,Rep,3
115,450,6,102,558,0.8064516129,0.0107526882,0.1827956989,Rep,3
117,6,0,17,23,0.2608695652,0.0000000000,0.7391304348,Dem,3
121,35,1,13,49,0.7142857143,0.0204081633,0.2653061224,Rep,3
202,3,0,0,3,1.0000000000,0.0000000000,0.0000000000,Rep,3
203,1020,23,212,1255,0.8127490040,0.0183266932,0.1689243028,Rep,3
205,1145,29,326,1500,0.7633333333,0.0193333333,0.2173333333,Rep,3
208,836,16,115,967,0.8645294726,0.0165460186,0.1189245088,Rep,3
307,796,21,239,1056,0.7537878788,0.0198863636,0.2263257576,Rep,3
311,637,18,101,756,0.8425925926,0.0238095238,0.1335978836,Rep,3
312,685,12,88,785,0.8726114650,0.0152866242,0.1121019108,Rep,3
320,1083,11,144,1238,0.8747980614,0.0088852989,0.1163166397,Rep,3
406,691,19,224,934,0.7398286938,0.0203426124,0.2398286938,Rep,3
410,678,8,113,799,0.8485607009,0.0100125156,0.1414267835,Rep,3
413,985,18,134,1137,0.8663148637,0.0158311346,0.1178540018,Rep,3
418,220,7,83,310,0.7096774194,0.0225806452,0.2677419355,Rep,3
419,209,9,73,291,0.7182130584,0.0309278351,0.2508591065,Rep,3
