precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,11,21,1650,0,378,2059,0.53%,1.02%,80.14%,0.00%,18.36%
2,13,5,569,0,318,905,1.44%,0.55%,62.87%,0.00%,35.14%
3,47,73,8163,0,784,9059,0.52%,0.81%,90.11%,0.00%,8.65%
4,116,39,3246,18,748,4167,2.78%,0.94%,77.90%,0.43%,17.95%
5,76,31,3696,0,798,4596,1.65%,0.67%,80.42%,0.00%,17.36%
6,17,22,2202,0,88,2327,0.73%,0.95%,94.63%,0.00%,3.78%
7,15,29,3454,5,291,3794,0.40%,0.76%,91.04%,0.13%,7.67%
8,2,5,1104,2,24,1137,0.18%,0.44%,97.10%,0.18%,2.11%
9,18,48,7298,10,279,7653,0.24%,0.63%,95.36%,0.13%,3.65%
10,4,15,4918,0,97,5030,0.08%,0.30%,97.77%,0.00%,1.93%
11,10,14,3789,11,105,3929,0.25%,0.36%,96.44%,0.28%,2.67%
12,38,27,4112,0,329,4506,0.84%,0.60%,91.26%,0.00%,7.30%
13,5,4,1400,3,31,1443,0.35%,0.28%,97.02%,0.21%,2.15%
14,23,17,5922,17,193,6172,0.37%,0.28%,95.95%,0.28%,3.13%
15,19,19,3093,0,258,3389,0.56%,0.56%,91.27%,0.00%,7.61%
16,7,5,1017,8,262,1299,0.54%,0.38%,78.29%,0.62%,20.17%
17,33,32,12004,27,319,12415,0.27%,0.26%,96.69%,0.22%,2.57%
18,15,23,4531,11,243,4823,0.31%,0.48%,93.95%,0.23%,5.04%
19,23,37,3898,0,193,4132,0.56%,0.90%,94.34%,0.00%,4.67%
20,7,11,2056,7,220,2301,0.30%,0.48%,89.35%,0.30%,9.56%
21,4,14,1726,14,97,1855,0.22%,0.75%,93.05%,0.75%,5.23%
22,9,19,4237,0,186,4450,0.20%,0.43%,95.21%,0.00%,4.18%
23,4,2,493,4,63,566,0.71%,0.35%,87.10%,0.71%,11.13%
24,4,7,2769,11,117,2908,0.14%,0.24%,95.22%,0.38%,4.02%
25,2,6,1695,0,116,1819,0.11%,0.33%,93.18%,0.00%,6.38%
26,20,28,2751,4,531,3334,0.60%,0.84%,82.51%,0.12%,15.93%
