Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,220,15,343,578,0.3806228374,0.0259515571,0.5934256055,Dem,2
2,177,3,98,278,0.6366906475,0.0107913669,0.3525179856,Rep,2
3,802,36,850,1688,0.4751184834,0.0213270142,0.5035545024,Dem,1
4,674,32,574,1280,0.5265625000,0.0250000000,0.4484375000,Rep,1
5,468,24,518,1010,0.4633663366,0.0237623762,0.5128712871,Dem,1
6,65,7,165,237,0.2742616034,0.0295358650,0.6962025316,Dem,3
7,373,21,427,821,0.4543239951,0.0255785627,0.5200974421,Dem,1
8,38,4,96,138,0.2753623188,0.0289855072,0.6956521739,Dem,3
9,166,20,430,616,0.2694805195,0.0324675325,0.6980519481,Dem,3
10,142,19,372,533,0.2664165103,0.0356472795,0.6979362101,Dem,3
11,178,15,322,515,0.3456310680,0.0291262136,0.6252427184,Dem,2
12,370,26,506,902,0.4101995565,0.0288248337,0.5609756098,Dem,2
13,57,6,117,180,0.3166666667,0.0333333333,0.6500000000,Dem,3
14,282,25,472,779,0.3620025674,0.0320924262,0.6059050064,Dem,2
15,260,25,476,761,0.3416557162,0.0328515112,0.6254927727,Dem,2
16,202,4,104,310,0.6516129032,0.0129032258,0.3354838710,Rep,3
17,439,27,649,1115,0.3937219731,0.0242152466,0.5820627803,Dem,2
18,269,11,400,680,0.3955882353,0.0161764706,0.5882352941,Dem,2
19,206,9,320,535,0.3850467290,0.0168224299,0.5981308411,Dem,2
20,265,5,236,506,0.5237154150,0.0098814229,0.4664031621,Rep,1
21,92,6,191,289,0.3183391003,0.0207612457,0.6608996540,Dem,3
22,264,14,470,748,0.3529411765,0.0187165775,0.6283422460,Dem,2
23,58,1,22,81,0.7160493827,0.0123456790,0.2716049383,Rep,3
24,159,13,278,450,0.3533333333,0.0288888889,0.6177777778,Dem,2
25,102,5,149,256,0.3984375000,0.0195312500,0.5820312500,Dem,2
26,402,17,412,831,0.4837545126,0.0204572804,0.4957882070,Dem,1
27,313,21,515,849,0.3686690224,0.0247349823,0.6065959953,Dem,2
28,367,15,408,790,0.4645569620,0.0189873418,0.5164556962,Dem,1
29,630,16,389,1035,0.6086956522,0.0154589372,0.3758454106,Rep,2
