precinct,party,candidate,votes
101,DEM,Erin A. Nowell,8
101,LIB,Thomas Edward Oxford,1
101,REP,Debra Lehrmann,161
102,DEM,Erin A. Nowell,9
102,LIB,Thomas Edward Oxford,1
102,REP,Debra Lehrmann,191
201,DEM,Erin A. Nowell,4
201,LIB,Thomas Edward Oxford,2
201,REP,Debra Lehrmann,124
202,DEM,Erin A. Nowell,13
202,LIB,Thomas Edward Oxford,4
202,REP,Debra Lehrmann,249
301,DEM,Erin A. Nowell,41
301,LIB,Thomas Edward Oxford,3
301,REP,Debra Lehrmann,371
401,DEM,Erin A. Nowell,27
401,LIB,Thomas Edward Oxford,4
401,REP,Debra Lehrmann,331
