Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
2,1308,15,149,1472,0.8885869565,0.0101902174,0.1012228261,Rep,3
3,672,9,55,736,0.9130434783,0.0122282609,0.0747282609,Rep,3
4,241,5,23,269,0.8959107807,0.0185873606,0.0855018587,Rep,3
5,469,10,58,537,0.8733705773,0.0186219739,0.1080074488,Rep,3
6,413,9,52,474,0.8713080169,0.0189873418,0.1097046414,Rep,3
7,602,7,74,683,0.8814055637,0.0102489019,0.1083455344,Rep,3
8,446,2,56,504,0.8849206349,0.0039682540,0.1111111111,Rep,3
9,638,9,83,730,0.8739726027,0.0123287671,0.1136986301,Rep,3
10,467,8,62,537,0.8696461825,0.0148975791,0.1154562384,Rep,3
11,420,7,48,475,0.8842105263,0.0147368421,0.1010526316,Rep,3
12,75,0,3,78,0.9615384615,0.0000000000,0.0384615385,Rep,3
13,573,10,43,626,0.9153354633,0.0159744409,0.0686900958,Rep,3
14,136,1,7,144,0.9444444444,0.0069444444,0.0486111111,Rep,3
15,293,7,38,338,0.8668639053,0.0207100592,0.1124260355,Rep,3
16,148,1,17,166,0.8915662651,0.0060240964,0.1024096386,Rep,3
