precinct,registered,ballots_cast,blank
116,1417,876,1
117,5125,2140,6
118,3192,1835,4
119,3711,1998,7
122,413,178,2
123,4093,1593,21
135,3518,1358,12
136,352,127,3
138,1238,453,8
139,3837,1659,15
143,782,341,3
144,796,387,1
145,2867,1147,5
146,5182,2716,12
147,5539,2336,16
149,3111,1260,11
150,4326,1763,10
151,4862,2593,7
155,3947,1679,15
162,4368,2430,7
163,3139,1259,8
164,636,371,3
166,2140,942,2
173,2524,1388,12
174,3030,1421,4
175,2989,1485,6
180,4235,1999,16
181,2064,1128,4
182,997,637,0
184,1685,743,3
186,2838,1548,6
189,3663,2137,3
191,947,452,2
192,554,232,1
198,51,29,0
201,3705,1935,4
202,509,289,0
203,146,92,0
204,3219,1823,4
205,305,216,3
206,2421,1500,0
207,3601,2087,0
208,1942,971,0
209,3898,2290,0
210,3214,1825,0
216,1380,850,3
229,308,194,4
230,4356,2429,11
231,2141,1121,5
244,5229,3349,0
245,3723,2296,0
251,107,57,0
252,4410,2621,17
253,5021,2674,14
254,4211,2230,16
255,3112,1595,5
256,2288,1260,8
257,4589,2434,15
258,522,349,1
259,2255,1272,15
261,3136,1550,7
262,2660,1479,6
263,3473,1922,10
264,3251,1453,10
266,3469,1743,15
267,3815,2138,8
276,1814,1093,4
277,4350,2799,10
278,4216,2202,5
279,112,63,1
283,3973,1809,23
284,4492,2447,12
287,2559,1388,4
301,5033,2840,7
302,797,463,1
303,2629,1592,5
305,1373,793,0
306,4482,3048,0
307,890,605,0
308,858,514,0
309,3433,2196,0
310,2005,1055,0
311,159,87,0
312,1046,687,0
314,4481,2139,0
317,901,556,1
318,329,187,0
319,185,116,0
320,1369,926,4
321,33,23,0
322,1675,1093,8
323,88,56,0
331,662,372,3
332,2586,1576,1
333,603,380,2
338,3181,2088,6
340,2111,1294,6
341,2685,1486,0
342,1804,964,0
343,4535,2507,0
344,2335,1528,0
345,1397,922,3
346,1624,1061,0
360,4738,2502,11
367,131,57,0
368,4087,1860,2
369,4333,2179,0
370,3055,1465,0
371,2817,1516,0
372,4522,2840,12
379,3704,2397,0
380,112,79,0
381,3403,2711,1
390,3240,1978,6
391,1463,936,0
392,3818,2495,0
393,3196,2520,0
394,3252,2685,0
395,1059,913,0
396,2007,1544,0
397,2357,1918,0
398,3904,2353,13
399,561,304,3
401,5206,2340,0
402,5168,2227,0
403,2734,1447,0
409,768,436,0
410,5037,2034,0
411,2842,1481,0
412,1699,924,0
413,3201,1949,0
415,1897,1118,0
418,271,147,0
419,1230,586,0
420,3872,1732,0
421,1092,541,0
422,4679,2359,0
424,4082,2583,9
425,688,299,0
426,1182,712,0
427,2771,1479,0
428,2900,1625,0
429,2403,1113,0
432,602,193,4
433,5003,2992,11
434,1282,767,0
436,1320,741,0
437,5483,2908,14
456,2352,957,1
468,1435,556,0
470,3602,1905,1
471,305,160,0
472,615,347,1
473,1127,466,1
482,3391,2127,5
484,3386,1943,7
485,2155,1039,2
486,1595,1071,2
487,145,91,1
488,3135,1817,9
489,3368,1928,4
490,4816,2492,5
491,4340,2156,6
