precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,16,546,189,35,762,1548,1.03%,35.27%,12.21%,2.26%,49.22%
2,9,330,726,0,978,2035,0.44%,16.22%,35.68%,0.00%,48.06%
3,1,19,82,3,570,675,0.15%,2.81%,12.15%,0.44%,84.44%
4,22,48,103,4,698,875,2.51%,5.49%,11.77%,0.46%,79.77%
5,32,305,136,56,1395,1924,1.66%,15.85%,7.07%,2.91%,72.51%
6,16,307,182,40,1664,2209,0.72%,13.90%,8.24%,1.81%,75.33%
8,1,0,10,2,271,284,0.35%,0.00%,3.52%,0.70%,95.42%
11,7,160,586,53,1182,1988,0.35%,8.05%,29.48%,2.67%,59.46%
13,1,0,17,5,222,245,0.41%,0.00%,6.94%,2.04%,90.61%
16,17,12,32,9,303,373,4.56%,3.22%,8.58%,2.41%,81.23%
19,2,13,72,16,737,840,0.24%,1.55%,8.57%,1.90%,87.74%
22,13,1356,664,0,339,2365,0.55%,57.34%,28.08%,0.00%,14.33%
23,8,285,729,0,384,1396,0.57%,20.42%,52.22%,0.00%,27.51%
