precinct,registered,ballots_cast,blank
smith:1,539,125,0
smith:11,2098,566,0
smith:12,1671,548,0
smith:13,1572,543,0
smith:16,1253,463,1
smith:18,2151,440,0
smith:2,836,196,0
smith:20,740,181,1
smith:21,1637,945,0
smith:22,415,106,0
smith:23,2396,1128,0
smith:24,2347,1235,0
smith:25,2212,1244,0
smith:26,3005,1577,0
smith:27,1979,857,0
smith:28,4121,2090,0
smith:29,2030,915,0
smith:3,2484,1404,0
smith:30,4619,2355,0
smith:31,3616,1936,0
smith:32,979,321,0
smith:33,1091,608,0
smith:34,1238,537,1
smith:35,2866,1206,0
smith:36,3225,1006,0
smith:37,1935,1144,0
smith:38,2674,1256,0
smith:39,370,170,0
smith:40,4015,2475,0
smith:41,4739,2602,0
smith:42,4283,2548,1
smith:43,1439,778,0
smith:44,4180,1906,0
smith:45,2233,1325,0
smith:48,1150,344,0
smith:50,2376,1379,0
smith:51,3618,1668,0
smith:52,2542,1528,0
smith:54,3301,1701,0
smith:55,2208,778,0
smith:56,3552,1902,0
smith:57,832,482,0
smith:58,4297,2369,0
smith:59,3637,2095,0
smith:60,812,177,0
smith:61,2558,1034,0
smith:66,871,352,1
smith:71,4331,2688,0
smith:73,692,297,0
smith:74,698,430,0
smith:75,3465,2060,1
smith:76,1113,212,0
smith:77,743,320,0
smith:79,4089,2182,0
smith:81,266,109,0
smith:82,66,13,0
smith:9,330,105,0
