precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,13,12,250,73,1585,1933,0.67%,0.62%,12.93%,3.78%,82.00%
2,96,193,1363,159,3739,5550,1.73%,3.48%,24.56%,2.86%,67.37%
3,26,46,1851,53,1292,3268,0.80%,1.41%,56.64%,1.62%,39.53%
4,35,40,408,88,2497,3068,1.14%,1.30%,13.30%,2.87%,81.39%
5,11,15,138,41,1025,1230,0.89%,1.22%,11.22%,3.33%,83.33%
6,8,10,61,14,624,717,1.12%,1.39%,8.51%,1.95%,87.03%
7,3,11,63,41,685,803,0.37%,1.37%,7.85%,5.11%,85.31%
8,10,73,265,50,1209,1607,0.62%,4.54%,16.49%,3.11%,75.23%
9,24,26,778,80,2458,3366,0.71%,0.77%,23.11%,2.38%,73.02%
10,11,25,315,102,1705,2158,0.51%,1.16%,14.60%,4.73%,79.01%
11,7,9,32,14,501,563,1.24%,1.60%,5.68%,2.49%,88.99%
12,23,58,561,111,2034,2787,0.83%,2.08%,20.13%,3.98%,72.98%
13,25,16,588,65,1254,1948,1.28%,0.82%,30.18%,3.34%,64.37%
14,4,16,77,35,613,745,0.54%,2.15%,10.34%,4.70%,82.28%
15,8,31,237,40,965,1281,0.62%,2.42%,18.50%,3.12%,75.33%
16,13,7,94,22,613,749,1.74%,0.93%,12.55%,2.94%,81.84%
17,33,49,397,66,2021,2566,1.29%,1.91%,15.47%,2.57%,78.76%
18,18,43,850,82,1571,2564,0.70%,1.68%,33.15%,3.20%,61.27%
19,65,104,1005,131,4247,5552,1.17%,1.87%,18.10%,2.36%,76.49%
20,196,227,1866,214,4172,6675,2.94%,3.40%,27.96%,3.21%,62.50%
