Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,800,12,140,952,0.8403361345,0.0126050420,0.1470588235,Rep,3
2,1462,24,387,1873,0.7805659370,0.0128136679,0.2066203951,Rep,3
3,496,14,154,664,0.7469879518,0.0210843373,0.2319277108,Rep,3
4,1335,28,424,1787,0.7470621153,0.0156687185,0.2372691662,Rep,3
5,579,7,180,766,0.7558746736,0.0091383812,0.2349869452,Rep,3
6,306,8,84,398,0.7688442211,0.0201005025,0.2110552764,Rep,3
7,368,5,76,449,0.8195991091,0.0111358575,0.1692650334,Rep,3
8,692,9,128,829,0.8347406514,0.0108564536,0.1544028951,Rep,3
9,1502,22,310,1834,0.8189749182,0.0119956379,0.1690294438,Rep,3
10,863,16,201,1080,0.7990740741,0.0148148148,0.1861111111,Rep,3
11,335,3,55,393,0.8524173028,0.0076335878,0.1399491094,Rep,3
12,925,20,236,1181,0.7832345470,0.0169348010,0.1998306520,Rep,3
13,569,14,147,730,0.7794520548,0.0191780822,0.2013698630,Rep,3
14,312,6,58,376,0.8297872340,0.0159574468,0.1542553191,Rep,3
15,468,10,98,576,0.8125000000,0.0173611111,0.1701388889,Rep,3
16,322,4,68,394,0.8172588832,0.0101522843,0.1725888325,Rep,3
17,1160,14,191,1365,0.8498168498,0.0102564103,0.1399267399,Rep,3
18,541,10,198,749,0.7222963952,0.0133511348,0.2643524700,Rep,3
19,1883,34,572,2489,0.7565287264,0.0136601045,0.2298111691,Rep,3
20,1491,24,547,2062,0.7230843841,0.0116391853,0.2652764306,Rep,3
