precinct,party,candidate,votes
110,,Michelle Ly,37
110,,Tina Steiner,24
161,,Michelle Ly,72
161,,Tina Steiner,48
219,,Michelle Ly,13
219,,Tina Steiner,5
225,,Michelle Ly,77
225,,Tina Steiner,63
