precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,15,320,607,1,375,1318,1.14%,24.28%,46.05%,0.08%,28.45%
2,41,2076,2174,17,946,5254,0.78%,39.51%,41.38%,0.32%,18.01%
3,13,198,896,89,2350,3546,0.37%,5.58%,25.27%,2.51%,66.27%
4,37,650,968,53,1298,3006,1.23%,21.62%,32.20%,1.76%,43.18%
5,52,1030,1000,44,1417,3543,1.47%,29.07%,28.22%,1.24%,39.99%
6,5,153,498,0,925,1554,0.32%,9.85%,32.05%,0.00%,59.52%
7,16,50,261,60,1578,1965,0.81%,2.54%,13.28%,3.05%,80.31%
8,29,72,139,34,1429,1703,1.70%,4.23%,8.16%,2.00%,83.91%
9,11,69,34,0,261,373,2.95%,18.50%,9.12%,0.00%,69.97%
10,80,793,828,33,930,2664,3.00%,29.77%,31.08%,1.24%,34.91%
11,12,77,260,99,2623,3071,0.39%,2.51%,8.47%,3.22%,85.41%
12,28,127,363,28,1014,1560,1.79%,8.14%,23.27%,1.79%,65.00%
13,25,348,358,13,514,1258,1.99%,27.66%,28.46%,1.03%,40.86%
14,43,575,624,60,1732,3034,1.42%,18.95%,20.57%,1.98%,57.09%
15,9,130,538,16,913,1606,0.56%,8.09%,33.50%,1.00%,56.85%
16,23,1014,2055,16,1294,4402,0.52%,23.03%,46.68%,0.36%,29.40%
17,6,29,69,85,1938,2127,0.28%,1.36%,3.24%,4.00%,91.11%
18,43,286,234,11,670,1244,3.46%,22.99%,18.81%,0.88%,53.86%
19,126,340,187,51,1248,1952,6.45%,17.42%,9.58%,2.61%,63.93%
20,53,2374,2230,13,654,5324,1.00%,44.59%,41.89%,0.24%,12.28%
21,12,222,215,20,1043,1512,0.79%,14.68%,14.22%,1.32%,68.98%
22,9,52,161,31,1412,1665,0.54%,3.12%,9.67%,1.86%,84.80%
23,17,66,174,29,924,1210,1.40%,5.45%,14.38%,2.40%,76.36%
24,63,609,1201,129,2803,4805,1.31%,12.67%,24.99%,2.68%,58.34%
25,28,291,705,62,2568,3654,0.77%,7.96%,19.29%,1.70%,70.28%
26,7,107,248,24,1855,2241,0.31%,4.77%,11.07%,1.07%,82.78%
27,2,34,76,19,441,572,0.35%,5.94%,13.29%,3.32%,77.10%
28,12,87,342,19,1122,1582,0.76%,5.50%,21.62%,1.20%,70.92%
29,12,59,245,21,1840,2177,0.55%,2.71%,11.25%,0.96%,84.52%
30,3,18,42,44,1392,1499,0.20%,1.20%,2.80%,2.94%,92.86%
31,2,31,287,6,379,705,0.28%,4.40%,40.71%,0.85%,53.76%
32,1,7,22,12,104,146,0.68%,4.79%,15.07%,8.22%,71.23%
33,8,36,82,62,1643,1831,0.44%,1.97%,4.48%,3.39%,89.73%
34,203,453,367,52,2238,3313,6.13%,13.67%,11.08%,1.57%,67.55%
35,54,418,347,45,1750,2614,2.07%,15.99%,13.27%,1.72%,66.95%
37,6,104,169,11,555,845,0.71%,12.31%,20.00%,1.30%,65.68%
38,9,24,167,10,481,691,1.30%,3.47%,24.17%,1.45%,69.61%
39,17,216,91,10,551,885,1.92%,24.41%,10.28%,1.13%,62.26%
40,27,402,305,11,564,1309,2.06%,30.71%,23.30%,0.84%,43.09%
11B,9,158,136,59,1663,2025,0.44%,7.80%,6.72%,2.91%,82.12%
17B,1,10,27,39,533,610,0.16%,1.64%,4.43%,6.39%,87.38%
