precinct,registered,ballots_cast,blank
clay:1,,,0
clay:10,,,0
clay:11,,,0
clay:12,,,0
clay:13,,,0
clay:14,,,0
clay:15,,,0
clay:17,,,0
clay:20,,,0
clay:24,,,0
clay:26,,,0
clay:27,,,0
clay:32,,,0
clay:6,,,0
clay:8,,,0
clay:9,,,1
grayson:101,4192,,
grayson:102,2606,,
grayson:103,600,,
grayson:104,990,,
grayson:105,6270,,
grayson:106,2898,,
grayson:107,1991,,
grayson:108,1760,,
grayson:201,3609,,
grayson:202,3584,,
grayson:203,1348,,
grayson:204,1071,,
grayson:205,4094,,
grayson:206,1451,,
grayson:207,1085,,
grayson:208,1600,,
grayson:209,1296,,
grayson:210,2137,,
grayson:301,2239,,
grayson:302,6335,,
grayson:303,1068,,
grayson:304,3058,,
grayson:305,1567,,
grayson:306,4032,,
grayson:307,2134,,
grayson:308,1296,,
grayson:309,917,,
grayson:401,1728,,
grayson:402,2730,,
grayson:403,3095,,
grayson:404,3749,,
grayson:405,605,,
grayson:406,2985,,
grayson:407,250,,
grayson:408,1920,,
grayson:409,4494,,
parker:100,4234,3225,
parker:105,2314,1663,
parker:110,1975,1287,
parker:111,1463,993,
parker:115,3029,1963,
parker:120,2323,1587,
parker:125,2932,2072,
parker:130,3726,2452,
parker:135,1793,1295,
parker:140,1398,974,
parker:200,1916,1121,
parker:205,2022,1272,
parker:210,2001,1501,
parker:220,763,563,
parker:240,1803,1250,
parker:245,1461,1025,
parker:250,1516,1110,
parker:300,1750,1270,
parker:305,2948,2017,
parker:310,1863,1184,
parker:400,3402,2535,
parker:405,3503,2742,
parker:410,2258,1676,
parker:415,3675,3063,
parker:425,1481,1157,
parker:435,3125,2396,
wichita:102,951,,
wichita:104,1440,,
wichita:105,3593,,
wichita:107,76,,
wichita:108,4121,,
wichita:109,4506,,
wichita:110,760,,
wichita:112,37,,
wichita:113,977,,
wichita:114,40,,
wichita:115,8,,
wichita:116,62,,
wichita:117,66,,
wichita:201,3530,,
wichita:203,2520,,
wichita:204,773,,
wichita:207,987,,
wichita:209,0,,
wichita:210,0,,
wichita:211,319,,
wichita:301,51,,
wichita:302,2506,,
wichita:303,2518,,
wichita:304,340,,
wichita:305,576,,
wichita:311,2710,,
wichita:312,30,,
wichita:316,102,,
wichita:318,601,,
wichita:319,57,,
young:10,454,,
young:16,269,,
young:20,246,,
young:22,3235,,
young:23,2171,,
young:24,2012,,
young:5,2947,,
young:6,209,,
young:7,167,,
