precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,7,341,934,15,241,1538,0.46%,22.17%,60.73%,0.98%,15.67%
2,7,420,1667,1,98,2193,0.32%,19.15%,76.01%,0.05%,4.47%
3,83,394,384,76,2601,3538,2.35%,11.14%,10.85%,2.15%,73.52%
4,18,612,2550,49,1115,4344,0.41%,14.09%,58.70%,1.13%,25.67%
5,105,501,674,183,4798,6261,1.68%,8.00%,10.77%,2.92%,76.63%
6,9,109,236,48,1004,1406,0.64%,7.75%,16.79%,3.41%,71.41%
7,45,588,792,79,2084,3588,1.25%,16.39%,22.07%,2.20%,58.08%
8,12,267,252,40,1587,2158,0.56%,12.37%,11.68%,1.85%,73.54%
9,10,208,450,3,111,782,1.28%,26.60%,57.54%,0.38%,14.19%
10,12,1665,1136,72,1555,4440,0.27%,37.50%,25.59%,1.62%,35.02%
11,30,1798,2400,7,366,4601,0.65%,39.08%,52.16%,0.15%,7.95%
12,14,1508,1622,0,258,3384,0.41%,44.56%,47.93%,0.00%,7.62%
13,8,1658,972,0,47,2676,0.30%,61.96%,36.32%,0.00%,1.76%
14,47,580,1133,46,1383,3189,1.47%,18.19%,35.53%,1.44%,43.37%
15,33,71,213,118,3583,4018,0.82%,1.77%,5.30%,2.94%,89.17%
16,2,1149,1022,11,243,2427,0.08%,47.34%,42.11%,0.45%,10.01%
17,23,78,163,115,1725,2104,1.09%,3.71%,7.75%,5.47%,81.99%
18,35,2157,659,11,248,3110,1.13%,69.36%,21.19%,0.35%,7.97%
19,115,476,554,157,4708,6010,1.91%,7.92%,9.22%,2.61%,78.34%
20,25,304,1142,6,249,1726,1.45%,17.61%,66.16%,0.35%,14.43%
21,57,157,242,49,1654,2159,2.64%,7.27%,11.21%,2.27%,76.61%
22,38,449,344,0,952,1726,2.20%,26.01%,19.93%,0.00%,55.16%
23,91,620,783,47,2095,3636,2.50%,17.05%,21.53%,1.29%,57.62%
24,31,184,388,54,2238,2895,1.07%,6.36%,13.40%,1.87%,77.31%
25,96,276,277,83,2209,2941,3.26%,9.38%,9.42%,2.82%,75.11%
26,27,406,317,117,3094,3961,0.68%,10.25%,8.00%,2.95%,78.11%
27,127,547,613,57,1959,3303,3.84%,16.56%,18.56%,1.73%,59.31%
28,108,693,713,161,4631,6306,1.71%,10.99%,11.31%,2.55%,73.44%
29,35,495,358,49,2107,3044,1.15%,16.26%,11.76%,1.61%,69.22%
30,209,482,700,148,5140,6679,3.13%,7.22%,10.48%,2.22%,76.96%
31,44,217,842,130,3765,4998,0.88%,4.34%,16.85%,2.60%,75.33%
32,53,396,542,31,829,1851,2.86%,21.39%,29.28%,1.67%,44.79%
33,28,264,119,35,1061,1507,1.86%,17.52%,7.90%,2.32%,70.40%
34,31,1029,807,0,376,2239,1.38%,45.96%,36.04%,0.00%,16.79%
35,108,1868,615,32,1547,4170,2.59%,44.80%,14.75%,0.77%,37.10%
36,53,2835,2364,45,1518,6815,0.78%,41.60%,34.69%,0.66%,22.27%
37,52,252,215,66,1816,2401,2.17%,10.50%,8.95%,2.75%,75.64%
38,200,704,411,77,2609,4001,5.00%,17.60%,10.27%,1.92%,65.21%
39,2,271,102,9,143,527,0.38%,51.42%,19.35%,1.71%,27.13%
40,96,335,412,141,4107,5091,1.89%,6.58%,8.09%,2.77%,80.67%
41,97,500,483,179,4911,6170,1.57%,8.10%,7.83%,2.90%,79.59%
42,106,632,589,211,4069,5607,1.89%,11.27%,10.50%,3.76%,72.57%
43,29,227,331,37,1395,2019,1.44%,11.24%,16.39%,1.83%,69.09%
44,112,1674,1451,87,3105,6429,1.74%,26.04%,22.57%,1.35%,48.30%
45,32,112,236,90,2270,2740,1.17%,4.09%,8.61%,3.28%,82.85%
46,31,302,522,52,1083,1990,1.56%,15.18%,26.23%,2.61%,54.42%
47,3,193,81,39,336,652,0.46%,29.60%,12.42%,5.98%,51.53%
48,14,424,1512,25,678,2653,0.53%,15.98%,56.99%,0.94%,25.56%
49,9,77,331,48,1546,2011,0.45%,3.83%,16.46%,2.39%,76.88%
50,42,350,372,73,2268,3105,1.35%,11.27%,11.98%,2.35%,73.04%
51,499,1177,615,124,3369,5784,8.63%,20.35%,10.63%,2.14%,58.25%
52,47,304,297,122,2246,3016,1.56%,10.08%,9.85%,4.05%,74.47%
53,2,102,69,10,438,621,0.32%,16.43%,11.11%,1.61%,70.53%
54,243,624,487,110,3412,4876,4.98%,12.80%,9.99%,2.26%,69.98%
55,238,1434,533,93,1728,4026,5.91%,35.62%,13.24%,2.31%,42.92%
56,194,716,566,152,3550,5178,3.75%,13.83%,10.93%,2.94%,68.56%
57,26,26,14,5,550,621,4.19%,4.19%,2.25%,0.81%,88.57%
58,339,761,479,133,3834,5546,6.11%,13.72%,8.64%,2.40%,69.13%
59,361,469,432,104,3403,4769,7.57%,9.83%,9.06%,2.18%,71.36%
60,19,221,1459,22,551,2272,0.84%,9.73%,64.22%,0.97%,24.25%
61,79,903,1202,65,2142,4391,1.80%,20.56%,27.37%,1.48%,48.78%
66,3,254,862,11,470,1600,0.19%,15.88%,53.87%,0.69%,29.38%
71,405,432,333,116,4057,5343,7.58%,8.09%,6.23%,2.17%,75.93%
73,9,340,311,13,398,1071,0.84%,31.75%,29.04%,1.21%,37.16%
74,97,69,53,12,730,961,10.09%,7.18%,5.52%,1.25%,75.96%
75,47,105,242,77,3563,4034,1.17%,2.60%,6.00%,1.91%,88.32%
76,38,597,1894,13,435,2977,1.28%,20.05%,63.62%,0.44%,14.61%
77,14,299,308,19,673,1313,1.07%,22.77%,23.46%,1.45%,51.26%
79,106,884,526,149,3984,5649,1.88%,15.65%,9.31%,2.64%,70.53%
81,3,139,256,0,105,503,0.60%,27.63%,50.89%,0.00%,20.87%
82,0,13,68,4,42,127,0.00%,10.24%,53.54%,3.15%,33.07%
85,32,95,248,50,1257,1682,1.90%,5.65%,14.74%,2.97%,74.73%
