precinct,party,candidate,votes
1,DEM,Staci Williams,81
1,LIB,William Bryan Strange III,17
1,REP,Jeff Boyd,827
10,DEM,Staci Williams,80
10,LIB,William Bryan Strange III,9
10,REP,Jeff Boyd,516
11,DEM,Staci Williams,6
11,LIB,William Bryan Strange III,1
11,REP,Jeff Boyd,67
2,DEM,Staci Williams,65
2,LIB,William Bryan Strange III,5
2,REP,Jeff Boyd,712
3,DEM,Staci Williams,27
3,LIB,William Bryan Strange III,5
3,REP,Jeff Boyd,243
4,DEM,Staci Williams,30
4,LIB,William Bryan Strange III,3
4,REP,Jeff Boyd,476
5,DEM,Staci Williams,9
5,LIB,William Bryan Strange III,2
5,REP,Jeff Boyd,118
6,DEM,Staci Williams,86
6,LIB,William Bryan Strange III,13
6,REP,Jeff Boyd,708
7,DEM,Staci Williams,12
7,LIB,William Bryan Strange III,2
7,REP,Jeff Boyd,131
8,DEM,Staci Williams,37
8,LIB,William Bryan Strange III,6
8,REP,Jeff Boyd,211
9,DEM,Staci Williams,14
9,LIB,William Bryan Strange III,2
9,REP,Jeff Boyd,121
