precinct,party,candidate,votes
101,,Over Votes,0
101,,Under Votes,26
101,DEM,Madeline Eden,311
101,REP,John P. Cyrier,874
102,,Over Votes,0
102,,Under Votes,4
102,DEM,Madeline Eden,93
102,REP,John P. Cyrier,108
103,,Over Votes,0
103,,Under Votes,7
103,DEM,Madeline Eden,15
103,REP,John P. Cyrier,179
201,,Over Votes,0
201,,Under Votes,6
201,DEM,Madeline Eden,19
201,REP,John P. Cyrier,434
202,,Over Votes,0
202,,Under Votes,27
202,DEM,Madeline Eden,186
202,REP,John P. Cyrier,1037
203,,Over Votes,0
203,,Under Votes,5
203,DEM,Madeline Eden,41
203,REP,John P. Cyrier,279
301,,Over Votes,0
301,,Under Votes,1
301,DEM,Madeline Eden,15
301,REP,John P. Cyrier,101
302,,Over Votes,0
302,,Under Votes,25
302,DEM,Madeline Eden,205
302,REP,John P. Cyrier,904
303,,Over Votes,0
303,,Under Votes,21
303,DEM,Madeline Eden,225
303,REP,John P. Cyrier,756
304,,Over Votes,0
304,,Under Votes,0
304,DEM,Madeline Eden,37
304,REP,John P. Cyrier,164
401,,Over Votes,0
401,,Under Votes,18
401,DEM,Madeline Eden,133
401,REP,John P. Cyrier,427
402,,Over Votes,0
402,,Under Votes,2
402,DEM,Madeline Eden,67
402,REP,John P. Cyrier,59
403,,Over Votes,0
403,,Under Votes,3
403,DEM,Madeline Eden,48
403,REP,John P. Cyrier,192
404,,Over Votes,0
404,,Under Votes,12
404,DEM,Madeline Eden,189
404,REP,John P. Cyrier,411
405,,Over Votes,0
405,,Under Votes,15
405,DEM,Madeline Eden,64
405,REP,John P. Cyrier,377
