precinct,party,candidate,votes
1A,,Write-in,0
1A,DEM,Joseph R Biden,224
1A,GRN,Howie Hawkins,2
1A,LIB,Jo Jorgensen,3
1A,REP,Donald J Trump,139
1B,,Write-in,0
1B,DEM,Joseph R Biden,759
1B,GRN,Howie Hawkins,3
1B,LIB,Jo Jorgensen,3
1B,REP,Donald J Trump,550
1C,,Write-in,0
1C,DEM,Joseph R Biden,1310
1C,GRN,Howie Hawkins,7
1C,LIB,Jo Jorgensen,6
1C,REP,Donald J Trump,1027
2A,,Write-in,0
2A,DEM,Joseph R Biden,219
2A,GRN,Howie Hawkins,5
2A,LIB,Jo Jorgensen,1
2A,REP,Donald J Trump,143
2B,,Write-in,0
2B,DEM,Joseph R Biden,829
2B,GRN,Howie Hawkins,6
2B,LIB,Jo Jorgensen,12
2B,REP,Donald J Trump,765
2C,,Write-in,0
2C,DEM,Joseph R Biden,576
2C,GRN,Howie Hawkins,5
2C,LIB,Jo Jorgensen,2
2C,REP,Donald J Trump,541
2D,,Write-in,0
2D,DEM,Joseph R Biden,28
2D,GRN,Howie Hawkins,0
2D,LIB,Jo Jorgensen,0
2D,REP,Donald J Trump,57
3A,,Write-in,0
3A,DEM,Joseph R Biden,968
3A,GRN,Howie Hawkins,3
3A,LIB,Jo Jorgensen,14
3A,REP,Donald J Trump,766
3B,,Write-in,0
3B,DEM,Joseph R Biden,1102
3B,GRN,Howie Hawkins,16
3B,LIB,Jo Jorgensen,16
3B,REP,Donald J Trump,981
3C,,Write-in,0
3C,DEM,Joseph R Biden,127
3C,GRN,Howie Hawkins,1
3C,LIB,Jo Jorgensen,3
3C,REP,Donald J Trump,210
4A,,Write-in,0
4A,DEM,Joseph R Biden,260
4A,GRN,Howie Hawkins,2
4A,LIB,Jo Jorgensen,1
4A,REP,Donald J Trump,182
4B,,Write-in,0
4B,DEM,Joseph R Biden,1003
4B,GRN,Howie Hawkins,4
4B,LIB,Jo Jorgensen,7
4B,REP,Donald J Trump,769
4C,,Write-in,0
4C,DEM,Joseph R Biden,356
4C,GRN,Howie Hawkins,0
4C,LIB,Jo Jorgensen,2
4C,REP,Donald J Trump,235
4D,,Write-in,0
4D,DEM,Joseph R Biden,565
4D,GRN,Howie Hawkins,6
4D,LIB,Jo Jorgensen,3
4D,REP,Donald J Trump,516
