precinct,party,candidate,votes
1A,DEM,Chrysta Castaneda,219
1A,GRN,"Katija ""Kat"" Gruene",2
1A,LIB,Matt Sterett,8
1A,REP,"James ""Jim"" Wright",103
1B,DEM,Chrysta Castaneda,736
1B,GRN,"Katija ""Kat"" Gruene",9
1B,LIB,Matt Sterett,13
1B,REP,"James ""Jim"" Wright",460
1C,DEM,Chrysta Castaneda,1300
1C,GRN,"Katija ""Kat"" Gruene",32
1C,LIB,Matt Sterett,41
1C,REP,"James ""Jim"" Wright",784
2A,DEM,Chrysta Castaneda,203
2A,GRN,"Katija ""Kat"" Gruene",8
2A,LIB,Matt Sterett,11
2A,REP,"James ""Jim"" Wright",105
2B,DEM,Chrysta Castaneda,862
2B,GRN,"Katija ""Kat"" Gruene",18
2B,LIB,Matt Sterett,27
2B,REP,"James ""Jim"" Wright",549
2C,DEM,Chrysta Castaneda,531
2C,GRN,"Katija ""Kat"" Gruene",23
2C,LIB,Matt Sterett,32
2C,REP,"James ""Jim"" Wright",412
2D,DEM,Chrysta Castaneda,29
2D,GRN,"Katija ""Kat"" Gruene",0
2D,LIB,Matt Sterett,1
2D,REP,"James ""Jim"" Wright",44
3A,DEM,Chrysta Castaneda,952
3A,GRN,"Katija ""Kat"" Gruene",29
3A,LIB,Matt Sterett,24
3A,REP,"James ""Jim"" Wright",646
3B,DEM,Chrysta Castaneda,1132
3B,GRN,"Katija ""Kat"" Gruene",30
3B,LIB,Matt Sterett,31
3B,REP,"James ""Jim"" Wright",757
3C,DEM,Chrysta Castaneda,120
3C,GRN,"Katija ""Kat"" Gruene",2
3C,LIB,Matt Sterett,7
3C,REP,"James ""Jim"" Wright",192
4A,DEM,Chrysta Castaneda,245
4A,GRN,"Katija ""Kat"" Gruene",4
4A,LIB,Matt Sterett,8
4A,REP,"James ""Jim"" Wright",136
4B,DEM,Chrysta Castaneda,1000
4B,GRN,"Katija ""Kat"" Gruene",23
4B,LIB,Matt Sterett,18
4B,REP,"James ""Jim"" Wright",642
4C,DEM,Chrysta Castaneda,336
4C,GRN,"Katija ""Kat"" Gruene",6
4C,LIB,Matt Sterett,11
4C,REP,"James ""Jim"" Wright",187
4D,DEM,Chrysta Castaneda,585
4D,GRN,"Katija ""Kat"" Gruene",18
4D,LIB,Matt Sterett,18
4D,REP,"James ""Jim"" Wright",358
