precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,30,805,1676,11,1511,4033,0.74%,19.96%,41.56%,0.27%,37.47%
102,23,469,1061,43,1921,3517,0.65%,13.34%,30.17%,1.22%,54.62%
103,23,249,1565,24,1544,3405,0.68%,7.31%,45.96%,0.70%,45.35%
201,20,137,779,28,2508,3472,0.58%,3.95%,22.44%,0.81%,72.24%
202,1,576,258,0,346,1178,0.08%,48.90%,21.90%,0.00%,29.37%
203,47,1913,1794,0,1338,5081,0.93%,37.65%,35.31%,0.00%,26.33%
301,13,112,1148,29,2351,3653,0.36%,3.07%,31.43%,0.79%,64.36%
302,35,325,2089,8,1843,4300,0.81%,7.56%,48.58%,0.19%,42.86%
303,13,135,833,44,1921,2946,0.44%,4.58%,28.28%,1.49%,65.21%
401,38,868,3333,0,1376,5605,0.68%,15.49%,59.46%,0.00%,24.55%
402,9,239,1792,4,990,3034,0.30%,7.88%,59.06%,0.13%,32.63%
403,12,210,639,4,481,1346,0.89%,15.60%,47.47%,0.30%,35.74%
