Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
101,935,14,559,1508,0.6200265252,0.0092838196,0.3706896552,Rep,2
102,1308,13,412,1733,0.7547605309,0.0075014426,0.2377380265,Rep,3
103,1050,8,287,1345,0.7806691450,0.0059479554,0.2133828996,Rep,3
201,1753,11,241,2005,0.8743142145,0.0054862843,0.1201995012,Rep,3
202,181,4,356,541,0.3345656192,0.0073937153,0.6580406654,Dem,3
203,783,15,1015,1813,0.4318808605,0.0082735797,0.5598455598,Dem,2
301,1508,10,236,1754,0.8597491448,0.0057012543,0.1345496009,Rep,3
302,1134,12,325,1471,0.7709041468,0.0081577158,0.2209381373,Rep,3
303,1338,9,159,1506,0.8884462151,0.0059760956,0.1055776892,Rep,3
401,890,15,596,1501,0.5929380413,0.0099933378,0.3970686209,Rep,2
402,653,7,224,884,0.7386877828,0.0079185520,0.2533936652,Rep,3
403,287,3,152,442,0.6493212670,0.0067873303,0.3438914027,Rep,3
