precinct,party,candidate,votes
101,,Write-in,0
101,DEM,Joseph R Biden,100
101,GRN,Howie Hawkins,1
101,LIB,Jo Jorgensen,5
101,REP,Donald J Trump,481
201,,Write-in,0
201,DEM,Joseph R Biden,25
201,GRN,Howie Hawkins,0
201,LIB,Jo Jorgensen,3
201,REP,Donald J Trump,165
202,,Write-in,0
202,DEM,Joseph R Biden,37
202,GRN,Howie Hawkins,0
202,LIB,Jo Jorgensen,2
202,REP,Donald J Trump,424
301,,Write-in,0
301,DEM,Joseph R Biden,73
301,GRN,Howie Hawkins,0
301,LIB,Jo Jorgensen,2
301,REP,Donald J Trump,480
401,,Write-in,0
401,DEM,Joseph R Biden,123
401,GRN,Howie Hawkins,0
401,LIB,Jo Jorgensen,2
401,REP,Donald J Trump,203
