precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,1,1,6,1,51,60,1.67%,1.67%,10.00%,1.67%,85.00%
2,1,3,11,0,53,67,1.49%,4.48%,16.42%,0.00%,79.10%
3,2,4,6,0,64,74,2.70%,5.41%,8.11%,0.00%,86.49%
4,0,0,2,0,62,64,0.00%,0.00%,3.12%,0.00%,96.88%
