precinct,registered,ballots_cast,blank
1,3295,2723,
2,2149,1599,
3,1691,1673,
4,1873,1697,
5,1562,1277,
6,4743,3038,
7,955,532,
8,1804,1303,
9,2447,1564,
10,1953,1063,
11,1897,1093,
12,805,432,
13,2965,1851,
14,1956,1588,
15,3067,2650,
16,2394,1820,
17,1260,855,
18,1470,1214,
19,1646,1302,
20,3097,1725,
21,1351,951,
22,2573,1548,
23,570,270,
24,943,609,
25,1072,487,
26,2142,1413,
27,3590,2249,
28,3823,2605,
29,2958,1336,
30,3636,2555,
31,2748,1399,
32,3608,2502,
33,4474,3406,
34,3326,2428,
35,20,7,
36,3144,1734,
37,2914,2220,
38,3315,2639,
39,3816,2748,
40,553,456,
41,1687,1157,
42,936,475,
43,2107,1339,
44,2240,1229,
45,7809,4998,
46,2724,1425,
47,1594,818,
48,997,588,
49,5301,3813,
50,4706,3251,
51,1840,1291,
52,3087,2394,
53,3506,2820,
54,1860,1584,
55,3320,2672,
56,1630,1242,
57,3558,2878,
58,3876,3163,
59,3121,2508,
60,3105,2365,
61,1998,1091,
62,2248,1163,
63,1996,1322,
64,2366,1195,
65,2311,1078,
66,1222,592,
67,3318,1669,
68,3410,1989,
69,1360,657,
70,4441,3676,
71,6719,5482,
72,2195,1377,
73,1916,1550,
74,3578,2961,
75,2198,1770,
76,2496,1608,
77,11,7,
78,1749,992,
79,3127,1505,
80,2810,1757,
81,2230,1320,
82,3642,2681,
83,4460,2919,
84,1510,968,
85,2139,1073,
86,4529,3688,
87,2919,2465,
88,1005,756,
89,1318,1122,
90,4112,3221,
91,2152,1524,
92,2354,1903,
93,3978,1911,
94,622,311,
95,3632,2851,
96,2598,1612,
97,5308,4057,
98,3480,2430,
99,2348,1111,
100,1935,922,
101,951,379,
102,1952,876,
103,6679,4425,
104,1845,1161,
105,2531,1346,
106,326,145,
107,2395,1138,
108,3846,2225,
109,2898,1531,
110,3520,2576,
111,6160,4898,
112,3391,2459,
113,2857,2012,
114,5312,4219,
115,1850,958,
116,3251,2765,
117,2029,1105,
118,4027,3157,
119,5795,4567,
120,4911,3696,
121,1203,805,
122,1897,1065,
123,1806,1219,
124,6133,4907,
125,2760,1891,
126,4025,3418,
127,2315,1467,
128,2462,2084,
129,5686,4273,
130,2273,1889,
131,2447,1461,
132,2324,1382,
133,2774,2422,
134,1683,1100,
135,3517,2880,
136,2122,1404,
137,2709,1952,
138,1642,882,
139,4251,3300,
140,3473,2467,
141,986,458,
142,1021,511,
143,5027,4402,
144,1024,571,
145,1526,803,
146,2099,1676,
147,3360,1992,
148,2659,2171,
149,8999,7781,
150,1570,880,
151,820,428,
152,3298,1549,
153,2090,1047,
154,2445,1339,
155,4441,3471,
156,3459,2087,
157,2353,1316,
158,2888,1584,
159,1298,794,
160,706,389,
161,1105,634,
162,1505,757,
163,3216,1750,
164,1332,733,
165,2614,1873,
166,1437,1095,
167,18,9,
168,494,253,
169,2535,1364,
170,2135,1130,
171,1564,747,
172,695,425,
173,4889,4061,
174,3645,2913,
175,2675,2245,
176,1385,1143,
177,2082,1597,
178,2077,1738,
179,2121,1483,
180,2971,1521,
181,2430,1294,
182,4295,3490,
183,2635,2247,
184,1175,637,
185,2142,1273,
186,850,443,
187,324,147,
188,1865,905,
189,1637,1339,
190,2053,992,
191,1560,696,
192,2036,1169,
193,1101,646,
194,2567,1976,
195,1902,1166,
196,398,256,
197,2937,1563,
198,643,347,
199,4178,3100,
200,4256,3406,
201,811,368,
202,1411,737,
203,1012,509,
204,3785,3092,
205,1742,1029,
206,3455,2396,
207,1238,891,
208,2387,1433,
209,0,0,
210,3250,2150,
211,3304,1865,
212,1468,709,
213,3518,3042,
214,2003,1667,
215,2401,2039,
216,2019,1172,
217,2873,2415,
218,2761,1857,
219,2946,1789,
220,2462,1295,
221,2904,1727,
222,2990,2459,
223,4120,2735,
224,2705,2164,
225,4081,2471,
226,2705,1386,
227,1776,1491,
228,1216,868,
229,901,448,
230,1090,535,
231,2568,1350,
232,1914,1607,
233,5958,4640,
234,4529,3734,
235,1512,855,
236,2015,1027,
237,2144,1094,
238,1940,954,
239,1916,1022,
240,2636,1440,
241,2746,1293,
242,1997,992,
243,523,386,
244,3459,2325,
245,5171,3560,
246,4741,3482,
247,1704,804,
248,2260,966,
249,3020,1801,
250,909,525,
251,2359,1466,
252,2188,1258,
253,2119,1118,
254,1874,847,
255,2483,2028,
256,3487,2195,
257,3865,2010,
258,3427,2892,
259,2168,1459,
260,1537,1154,
261,1638,789,
262,4719,3080,
263,4354,3381,
264,3320,2084,
265,3776,3065,
266,2339,1275,
267,1562,839,
268,2534,2117,
269,2255,1984,
270,4125,2827,
271,2685,1728,
272,2519,1493,
273,2534,2158,
274,2399,1913,
275,1832,941,
276,2410,1317,
277,2047,1050,
278,2847,1750,
279,2273,1424,
280,1774,887,
281,2267,1933,
282,2466,1728,
283,7914,4712,
284,4036,2349,
285,2823,1627,
286,3935,2571,
287,1750,1432,
288,2156,1257,
289,1705,962,
290,1748,1306,
291,1197,873,
292,1535,860,
293,1880,1422,
294,1968,1144,
295,869,445,
296,1686,1168,
297,2156,1283,
298,2374,1665,
299,1749,966,
300,5889,4892,
301,2534,1308,
302,3538,2009,
303,3557,3037,
304,2349,1882,
305,6061,3917,
306,1913,1572,
307,3270,2492,
308,1646,914,
309,3832,3302,
310,1625,1268,
311,3170,1847,
312,3914,2633,
313,79,48,
314,6211,4758,
315,1625,1307,
316,1538,1253,
317,1578,927,
318,3827,2452,
319,2255,1370,
