precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1A,6,28,400,17,1231,1682,0.36%,1.66%,23.78%,1.01%,73.19%
1B,21,14,567,60,1515,2177,0.96%,0.64%,26.05%,2.76%,69.59%
1C,66,103,1527,84,2181,3961,1.67%,2.60%,38.55%,2.12%,55.06%
1D,43,70,1813,19,1939,3884,1.11%,1.80%,46.68%,0.49%,49.92%
2A,113,448,1874,19,1495,3949,2.86%,11.34%,47.46%,0.48%,37.86%
2B,54,64,1450,88,2427,4083,1.32%,1.57%,35.51%,2.16%,59.44%
2C,82,121,3246,101,3070,6620,1.24%,1.83%,49.03%,1.53%,46.37%
3A,7,17,461,17,814,1316,0.53%,1.29%,35.03%,1.29%,61.85%
3B,5,10,391,10,396,812,0.62%,1.23%,48.15%,1.23%,48.77%
3C,32,79,2709,62,1651,4533,0.71%,1.74%,59.76%,1.37%,36.42%
3D,34,637,4063,29,1186,5949,0.57%,10.71%,68.30%,0.49%,19.94%
4A,8,32,1324,43,1305,2712,0.29%,1.18%,48.82%,1.59%,48.12%
4B,36,99,3386,106,2476,6103,0.59%,1.62%,55.48%,1.74%,40.57%
4C,21,40,2244,24,638,2967,0.71%,1.35%,75.63%,0.81%,21.50%
