precinct,party,candidate,votes
1,DEM,Chrysta Castaneda,262
1,GRN,"Katija ""Kat"" Gruene",4
1,LIB,Matt Sterett,11
1,REP,"James ""Jim"" Wright",548
10,DEM,Chrysta Castaneda,20
10,GRN,"Katija ""Kat"" Gruene",1
10,LIB,Matt Sterett,2
10,REP,"James ""Jim"" Wright",219
11,DEM,Chrysta Castaneda,101
11,GRN,"Katija ""Kat"" Gruene",5
11,LIB,Matt Sterett,8
11,REP,"James ""Jim"" Wright",301
12,DEM,Chrysta Castaneda,97
12,GRN,"Katija ""Kat"" Gruene",2
12,LIB,Matt Sterett,5
12,REP,"James ""Jim"" Wright",353
13,DEM,Chrysta Castaneda,3
13,GRN,"Katija ""Kat"" Gruene",0
13,LIB,Matt Sterett,0
13,REP,"James ""Jim"" Wright",25
14,DEM,Chrysta Castaneda,245
14,GRN,"Katija ""Kat"" Gruene",3
14,LIB,Matt Sterett,8
14,REP,"James ""Jim"" Wright",273
15,DEM,Chrysta Castaneda,25
15,GRN,"Katija ""Kat"" Gruene",0
15,LIB,Matt Sterett,2
15,REP,"James ""Jim"" Wright",44
2,DEM,Chrysta Castaneda,18
2,GRN,"Katija ""Kat"" Gruene",0
2,LIB,Matt Sterett,1
2,REP,"James ""Jim"" Wright",110
3,DEM,Chrysta Castaneda,2
3,GRN,"Katija ""Kat"" Gruene",0
3,LIB,Matt Sterett,3
3,REP,"James ""Jim"" Wright",107
4,DEM,Chrysta Castaneda,213
4,GRN,"Katija ""Kat"" Gruene",8
4,LIB,Matt Sterett,8
4,REP,"James ""Jim"" Wright",460
5,DEM,Chrysta Castaneda,139
5,GRN,"Katija ""Kat"" Gruene",3
5,LIB,Matt Sterett,3
5,REP,"James ""Jim"" Wright",315
6,DEM,Chrysta Castaneda,9
6,GRN,"Katija ""Kat"" Gruene",2
6,LIB,Matt Sterett,2
6,REP,"James ""Jim"" Wright",201
7,DEM,Chrysta Castaneda,51
7,GRN,"Katija ""Kat"" Gruene",0
7,LIB,Matt Sterett,9
7,REP,"James ""Jim"" Wright",440
8,DEM,Chrysta Castaneda,25
8,GRN,"Katija ""Kat"" Gruene",3
8,LIB,Matt Sterett,1
8,REP,"James ""Jim"" Wright",108
9,DEM,Chrysta Castaneda,21
9,GRN,"Katija ""Kat"" Gruene",0
9,LIB,Matt Sterett,1
9,REP,"James ""Jim"" Wright",152
