Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1001,446,18,476,940,0.4744680851,0.0191489362,0.5063829787,Dem,1
1004,534,21,583,1138,0.4692442882,0.0184534271,0.5123022847,Dem,1
1005,16,4,242,262,0.0610687023,0.0152671756,0.9236641221,Dem,3
1008,16,2,86,104,0.1538461538,0.0192307692,0.8269230769,Dem,3
1009,481,14,298,793,0.6065573770,0.0176544767,0.3757881463,Rep,2
1010,30,1,72,103,0.2912621359,0.0097087379,0.6990291262,Dem,3
1011,30,5,216,251,0.1195219124,0.0199203187,0.8605577689,Dem,3
1012,368,19,662,1049,0.3508102955,0.0181124881,0.6310772164,Dem,2
1013,129,13,729,871,0.1481056257,0.0149253731,0.8369690011,Dem,3
1014,104,4,141,249,0.4176706827,0.0160642570,0.5662650602,Dem,2
1015,166,10,317,493,0.3367139959,0.0202839757,0.6430020284,Dem,3
1019,72,4,128,204,0.3529411765,0.0196078431,0.6274509804,Dem,2
1021,1061,25,549,1635,0.6489296636,0.0152905199,0.3357798165,Rep,3
1022,347,11,316,674,0.5148367953,0.0163204748,0.4688427300,Rep,1
1023,846,30,1019,1895,0.4464379947,0.0158311346,0.5377308707,Dem,1
1024,1031,27,683,1741,0.5921883975,0.0155083285,0.3923032740,Rep,2
1025,262,12,491,765,0.3424836601,0.0156862745,0.6418300654,Dem,2
1034,1464,20,417,1901,0.7701209890,0.0105207785,0.2193582325,Rep,3
1056,24,3,74,101,0.2376237624,0.0297029703,0.7326732673,Dem,3
1059,48,5,191,244,0.1967213115,0.0204918033,0.7827868852,Dem,3
1061,22,2,93,117,0.1880341880,0.0170940171,0.7948717949,Dem,3
1062,5,0,10,15,0.3333333333,0.0000000000,0.6666666667,Dem,3
1066,104,8,222,334,0.3113772455,0.0239520958,0.6646706587,Dem,3
1071,240,18,497,755,0.3178807947,0.0238410596,0.6582781457,Dem,3
1074,34,5,186,225,0.1511111111,0.0222222222,0.8266666667,Dem,3
1075,58,4,158,220,0.2636363636,0.0181818182,0.7181818182,Dem,3
1076,274,9,426,709,0.3864598025,0.0126939351,0.6008462623,Dem,2
1078,36,4,269,309,0.1165048544,0.0129449838,0.8705501618,Dem,3
1079,35,6,323,364,0.0961538462,0.0164835165,0.8873626374,Dem,3
1080,27,6,317,350,0.0771428571,0.0171428571,0.9057142857,Dem,3
1081,229,4,161,394,0.5812182741,0.0101522843,0.4086294416,Rep,2
1082,79,5,139,223,0.3542600897,0.0224215247,0.6233183857,Dem,2
