precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1001,98,377,341,57,1367,2240,4.38%,16.83%,15.22%,2.54%,61.03%
1004,173,1174,1050,32,1571,4000,4.32%,29.35%,26.25%,0.80%,39.27%
1005,20,791,595,0,65,1471,1.36%,53.77%,40.45%,0.00%,4.42%
1008,10,184,356,0,40,589,1.70%,31.24%,60.44%,0.00%,6.79%
1009,57,283,521,41,1350,2252,2.53%,12.57%,23.13%,1.82%,59.95%
1010,19,423,704,7,271,1424,1.33%,29.71%,49.44%,0.49%,19.03%
1011,60,492,2422,0,211,3175,1.89%,15.50%,76.28%,0.00%,6.65%
1012,143,1096,1425,18,1260,3942,3.63%,27.80%,36.15%,0.46%,31.96%
1013,64,1554,2085,0,412,4090,1.56%,38.00%,50.98%,0.00%,10.07%
1014,34,147,1295,6,360,1842,1.85%,7.98%,70.30%,0.33%,19.54%
1015,68,112,1173,25,699,2077,3.27%,5.39%,56.48%,1.20%,33.65%
1019,14,205,1669,9,265,2162,0.65%,9.48%,77.20%,0.42%,12.26%
1021,107,195,576,122,2791,3791,2.82%,5.14%,15.19%,3.22%,73.62%
1022,35,143,507,52,917,1654,2.12%,8.65%,30.65%,3.14%,55.44%
1023,232,1903,1678,58,2895,6766,3.43%,28.13%,24.80%,0.86%,42.79%
1024,148,1034,1833,144,3363,6522,2.27%,15.85%,28.10%,2.21%,51.56%
1025,51,1003,2359,0,780,4186,1.22%,23.96%,56.35%,0.00%,18.63%
1034,99,262,1014,151,3357,4883,2.03%,5.37%,20.77%,3.09%,68.75%
1056,23,863,227,48,610,1771,1.30%,48.73%,12.82%,2.71%,34.44%
1059,195,539,676,0,175,1572,12.40%,34.29%,43.00%,0.00%,11.13%
1061,18,242,314,5,62,641,2.81%,37.75%,48.99%,0.78%,9.67%
1062,1,0,5,0,18,24,4.17%,0.00%,20.83%,0.00%,75.00%
1064,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%
1066,66,497,1369,1,511,2444,2.70%,20.34%,56.01%,0.04%,20.91%
1071,258,2181,1171,0,2138,5742,4.49%,37.98%,20.39%,0.00%,37.23%
1074,10,438,2019,0,92,2544,0.39%,17.22%,79.36%,0.00%,3.62%
1075,28,313,2021,4,260,2626,1.07%,11.92%,76.96%,0.15%,9.90%
1076,49,104,150,18,1133,1454,3.37%,7.15%,10.32%,1.24%,77.92%
1078,21,847,912,0,93,1851,1.13%,45.76%,49.27%,0.00%,5.02%
1079,53,923,1474,0,117,2558,2.07%,36.08%,57.62%,0.00%,4.57%
1080,25,1494,1254,0,97,2843,0.88%,52.55%,44.11%,0.00%,3.41%
1081,856,1078,447,36,1751,4168,20.54%,25.86%,10.72%,0.86%,42.01%
1082,66,90,1116,12,349,1633,4.04%,5.51%,68.34%,0.73%,21.37%
1083,42,793,2080,0,169,3061,1.37%,25.91%,67.95%,0.00%,5.52%
1084,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%
1085,189,438,1194,3,345,2169,8.71%,20.19%,55.05%,0.14%,15.91%
1088,36,456,2973,18,264,3747,0.96%,12.17%,79.34%,0.48%,7.05%
1089,14,1381,1430,0,145,2928,0.48%,47.17%,48.84%,0.00%,4.95%
1090,133,2145,1614,0,228,4101,3.24%,52.30%,39.36%,0.00%,5.56%
1094,121,495,1185,36,1266,3103,3.90%,15.95%,38.19%,1.16%,40.80%
1095,13,6,60,20,843,942,1.38%,0.64%,6.37%,2.12%,89.49%
1098,14,1188,3300,0,121,4597,0.30%,25.84%,71.79%,0.00%,2.63%
1099,44,621,1184,19,378,2246,1.96%,27.65%,52.72%,0.85%,16.83%
1103,58,222,409,53,1139,1881,3.08%,11.80%,21.74%,2.82%,60.55%
1104,115,2334,2078,0,368,4887,2.35%,47.76%,42.52%,0.00%,7.53%
1105,77,320,395,13,1202,2007,3.84%,15.94%,19.68%,0.65%,59.89%
1106,13,2090,1249,0,97,3434,0.38%,60.86%,36.37%,0.00%,2.82%
