precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,82,134,1135,116,3955,5422,1.51%,2.47%,20.93%,2.14%,72.94%
102,93,84,1170,183,3902,5432,1.71%,1.55%,21.54%,3.37%,71.83%
103,129,87,746,95,3847,4904,2.63%,1.77%,15.21%,1.94%,78.45%
104,32,68,368,98,2194,2760,1.16%,2.46%,13.33%,3.55%,79.49%
105,71,73,1177,222,4250,5793,1.23%,1.26%,20.32%,3.83%,73.36%
106,106,148,1216,181,4887,6538,1.62%,2.26%,18.60%,2.77%,74.75%
107,111,190,803,57,2882,4043,2.75%,4.70%,19.86%,1.41%,71.28%
108,42,53,420,75,1883,2473,1.70%,2.14%,16.98%,3.03%,76.14%
201,260,413,2711,129,4661,8174,3.18%,5.05%,33.17%,1.58%,57.02%
202,95,281,756,29,1168,2329,4.08%,12.07%,32.46%,1.25%,50.15%
203,194,324,1142,149,4637,6446,3.01%,5.03%,17.72%,2.31%,71.94%
204,104,92,1685,105,3493,5479,1.90%,1.68%,30.75%,1.92%,63.75%
205,254,587,1286,136,4306,6569,3.87%,8.94%,19.58%,2.07%,65.55%
206,185,241,1931,221,5832,8410,2.20%,2.87%,22.96%,2.63%,69.35%
207,90,121,392,78,2185,2866,3.14%,4.22%,13.68%,2.72%,76.24%
208,91,60,547,65,1889,2652,3.43%,2.26%,20.63%,2.45%,71.23%
301,161,502,6691,97,3551,11002,1.46%,4.56%,60.82%,0.88%,32.28%
302,89,232,3127,158,4512,8118,1.10%,2.86%,38.52%,1.95%,55.58%
303,15,47,743,36,561,1402,1.07%,3.35%,53.00%,2.57%,40.01%
304,220,374,3996,92,4226,8908,2.47%,4.20%,44.86%,1.03%,47.44%
305,149,234,2085,135,3191,5794,2.57%,4.04%,35.99%,2.33%,55.07%
306,180,277,1806,73,2841,5177,3.48%,5.35%,34.89%,1.41%,54.88%
401,37,66,573,74,2623,3373,1.10%,1.96%,16.99%,2.19%,77.76%
402,110,79,934,273,4896,6292,1.75%,1.26%,14.84%,4.34%,77.81%
403,139,131,1254,252,5930,7706,1.80%,1.70%,16.27%,3.27%,76.95%
404,170,129,1212,132,3998,5641,3.01%,2.29%,21.49%,2.34%,70.87%
405,113,138,1770,270,4904,7195,1.57%,1.92%,24.60%,3.75%,68.16%
406,129,206,1335,125,5087,6882,1.87%,2.99%,19.40%,1.82%,73.92%
407,66,38,579,79,2959,3721,1.77%,1.02%,15.56%,2.12%,79.52%
