precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
2,6,17,92,15,639,769,0.78%,2.21%,11.96%,1.95%,83.09%
4,5,40,713,40,1254,2052,0.24%,1.95%,34.75%,1.95%,61.11%
5,21,320,872,44,1751,3008,0.70%,10.64%,28.99%,1.46%,58.21%
6,18,214,130,56,1256,1674,1.08%,12.78%,7.77%,3.35%,75.03%
7,14,5,74,0,242,335,4.18%,1.49%,22.09%,0.00%,72.24%
8,3,83,427,37,680,1230,0.24%,6.75%,34.72%,3.01%,55.28%
9,1,42,36,5,99,183,0.55%,22.95%,19.67%,2.73%,54.10%
10,4,13,99,7,378,501,0.80%,2.59%,19.76%,1.40%,75.45%
12,8,6,274,15,249,552,1.45%,1.09%,49.64%,2.72%,45.11%
13,11,103,41,2,283,440,2.50%,23.41%,9.32%,0.45%,64.32%
1A,62,181,1695,40,1891,3869,1.60%,4.68%,43.81%,1.03%,48.88%
1B,86,870,2491,4,2568,6019,1.43%,14.45%,41.39%,0.07%,42.66%
1C,17,890,388,0,294,1581,1.08%,56.29%,24.54%,0.00%,18.60%
1D,24,376,2312,0,746,3453,0.70%,10.89%,66.96%,0.00%,21.60%
1E,49,862,1468,0,965,3332,1.47%,25.87%,44.06%,0.00%,28.96%
1F,26,115,1151,14,442,1748,1.49%,6.58%,65.85%,0.80%,25.29%
3A,444,153,2642,0,1010,4248,10.45%,3.60%,62.19%,0.00%,23.78%
3B,57,40,550,6,608,1261,4.52%,3.17%,43.62%,0.48%,48.22%
