precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,60,578,674,75,3249,4636,1.29%,12.47%,14.54%,1.62%,70.08%
2,15,480,531,39,1297,2362,0.64%,20.32%,22.48%,1.65%,54.91%
3,5,15,28,11,190,249,2.01%,6.02%,11.24%,4.42%,76.31%
4,3,13,89,8,411,524,0.57%,2.48%,16.98%,1.53%,78.44%
5,20,990,1093,41,2639,4783,0.42%,20.70%,22.85%,0.86%,55.17%
6,6,51,59,7,611,734,0.82%,6.95%,8.04%,0.95%,83.24%
7,10,230,152,19,867,1278,0.78%,18.00%,11.89%,1.49%,67.84%
8,2,24,69,13,671,779,0.26%,3.08%,8.86%,1.67%,86.14%
9,3,84,254,15,637,993,0.30%,8.46%,25.58%,1.51%,64.15%
10,2,38,59,12,404,515,0.39%,7.38%,11.46%,2.33%,78.45%
11,4,338,45,15,446,848,0.47%,39.86%,5.31%,1.77%,52.59%
12,1,51,12,4,178,246,0.41%,20.73%,4.88%,1.63%,72.36%
13,4,38,32,6,389,469,0.85%,8.10%,6.82%,1.28%,82.94%
14,5,67,24,4,459,559,0.89%,11.99%,4.29%,0.72%,82.11%
15,3,41,34,13,369,460,0.65%,8.91%,7.39%,2.83%,80.22%
