COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST BLANK,Against,For,OVER VOTES,UNDER VOTES,Winning Candidate,Winning Party
COLL,1,PCT 001,2737,1491,0,0,0,0,0,For,For
COLL,2,PCT 002,4654,2084,0,0,0,0,0,For,For
COLL,3,PCT 003,2834,835,0,0,0,0,0,For,For
COLL,4,PCT 004,3016,1694,0,0,0,0,0,For,For
COLL,5,PCT 005,1029,576,0,0,0,0,0,For,For
COLL,6,PCT 006,1616,744,1,0,0,0,0,For,For
COLL,7,PCT 007,1549,790,0,0,0,0,0,For,For
COLL,8,PCT 008,3617,1659,1,0,0,0,0,For,For
COLL,9,PCT 009,3379,1611,0,0,0,0,0,For,For
COLL,10,PCT 010,803,455,0,0,0,0,0,For,For
COLL,11,PCT 011,4555,2291,0,0,0,0,0,For,For
COLL,12,PCT 012,2149,1253,1,0,0,0,0,For,For
COLL,13,PCT 013,2187,1358,0,0,0,0,0,For,For
COLL,14,PCT 014,3268,1576,0,0,0,0,0,For,For
COLL,15,PCT 015,1650,766,0,319,371,0,76,For,For
COLL,16,PCT 016,4631,2465,1,0,0,0,0,For,For
COLL,17,PCT 017,4647,2290,0,0,0,0,0,For,For
COLL,18,PCT 018,937,457,1,0,0,0,0,For,For
COLL,19,PCT 019,1644,1038,0,428,546,0,64,For,For
COLL,20,PCT 020,995,655,0,0,0,0,0,For,For
COLL,21,PCT 021,4296,2537,1,1064,1308,0,165,For,For
COLL,22,PCT 022,4400,2410,0,0,0,0,0,For,For
COLL,23,PCT 023,3117,1022,1,332,594,0,96,For,For
COLL,24,PCT 024,2375,927,5,354,502,0,71,For,For
COLL,25,PCT 025,3943,2150,8,979,938,0,233,Against,Against
COLL,26,PCT 026,1314,568,0,220,302,0,46,For,For
COLL,27,PCT 027,2741,1317,0,0,0,0,0,For,For
COLL,28,PCT 028,3618,2032,0,812,1057,0,163,For,For
COLL,29,PCT 029,3981,2236,0,0,0,0,0,For,For
COLL,30,PCT 030,4909,2597,0,0,0,0,0,For,For
COLL,31,PCT 031,2058,1365,0,558,723,0,84,For,For
COLL,32,PCT 032,2493,1546,0,608,864,0,74,For,For
COLL,33,PCT 033,5001,2743,0,0,0,0,0,For,For
COLL,34,PCT 034,4438,2448,0,971,1296,0,181,For,For
COLL,35,PCT 035,1733,887,0,0,0,0,0,For,For
COLL,36,PCT 036,1985,1296,4,642,576,0,78,Against,Against
COLL,37,PCT 037,2571,1392,1,0,0,0,0,For,For
COLL,38,PCT 038,3167,1369,0,0,0,0,0,For,For
COLL,39,PCT 039,3081,1510,0,634,772,0,104,For,For
COLL,40,PCT 040,3635,2040,1,0,0,0,0,For,For
COLL,41,PCT 041,4334,2545,0,0,0,0,0,For,For
COLL,42,PCT 042,1914,979,0,0,0,0,0,For,For
COLL,43,PCT 043,3484,1467,0,0,0,0,0,For,For
COLL,44,PCT 044,1722,664,0,0,0,0,0,For,For
COLL,45,PCT 045,3462,1910,0,0,0,0,0,For,For
COLL,46,PCT 046,3160,1253,1,496,656,0,101,For,For
COLL,47,PCT 047,2594,1391,0,605,715,0,71,For,For
COLL,48,PCT 048,3780,2160,0,770,1198,0,192,For,For
COLL,49,PCT 049,2367,1482,0,549,827,0,106,For,For
COLL,50,PCT 050,3099,1174,0,471,621,0,82,For,For
COLL,51,PCT 051,1727,645,0,270,324,0,51,For,For
COLL,52,PCT 052,4417,1789,0,789,835,0,165,For,For
COLL,53,PCT 053,2230,1413,0,582,760,0,71,For,For
COLL,54,PCT 054,3547,1585,1,636,818,0,131,For,For
COLL,55,PCT 055,4130,2101,0,657,1200,0,244,For,For
COLL,56,PCT 056,3326,1711,0,0,0,0,0,For,For
COLL,57,PCT 057,5053,2489,0,0,0,0,0,For,For
COLL,58,PCT 058,3704,1844,3,700,1011,0,133,For,For
COLL,59,PCT 059,4025,2078,0,0,0,0,0,For,For
COLL,60,PCT 060,2967,1792,0,581,307,0,67,Against,Against
COLL,61,PCT 061,1662,994,0,435,505,0,54,For,For
COLL,62,PCT 062,2605,1419,1,545,783,0,91,For,For
COLL,63,PCT 063,2039,1365,1,531,773,0,61,For,For
COLL,64,PCT 064,2711,1446,0,479,861,0,106,For,For
COLL,65,PCT 065,1265,721,0,292,378,0,51,For,For
COLL,66,PCT 066,2193,1197,0,472,634,0,91,For,For
COLL,67,PCT 067,2878,1486,0,568,799,0,119,For,For
COLL,68,PCT 068,2014,930,1,412,460,0,58,For,For
COLL,69,PCT 069,3793,2297,0,939,1230,0,128,For,For
COLL,70,PCT 070,1916,1156,0,486,602,0,68,For,For
COLL,71,PCT 071,1815,1111,0,443,598,0,70,For,For
COLL,72,PCT 072,1562,919,0,416,449,0,54,For,For
COLL,73,PCT 073,1999,906,3,325,506,0,75,For,For
COLL,74,PCT 074,1930,1069,3,541,425,0,103,Against,Against
COLL,75,PCT 075,2308,1334,0,548,676,0,110,For,For
COLL,76,PCT 076,3323,1952,1,754,1075,0,123,For,For
COLL,77,PCT 077,3740,1864,0,797,938,0,129,For,For
COLL,78,PCT 078,4724,2246,1,827,1205,0,214,For,For
COLL,79,PCT 079,2787,1325,9,579,619,0,127,For,For
COLL,80,PCT 080,3640,1854,0,0,0,0,0,For,For
COLL,81,PCT 081,2865,1535,1,576,843,0,116,For,For
COLL,82,PCT 082,2983,1390,0,0,0,0,0,For,For
COLL,83,PCT 083,4036,2063,0,0,0,0,0,For,For
COLL,84,PCT 084,2439,1317,9,613,613,0,91,For,For
COLL,85,PCT 085,3183,1666,0,699,850,0,117,For,For
COLL,86,PCT 086,2972,1728,0,695,944,0,89,For,For
COLL,87,PCT 087,3017,1462,0,0,0,0,0,For,For
COLL,88,PCT 088,2051,697,7,259,376,0,62,For,For
COLL,89,PCT 089,3232,1783,0,753,917,0,113,For,For
COLL,90,PCT 090,3267,1934,0,807,1012,0,115,For,For
COLL,91,PCT 091,2319,1384,0,533,759,0,92,For,For
COLL,92,PCT 092,4113,1733,0,0,0,0,0,For,For
COLL,93,PCT 093,287,157,0,0,0,0,0,For,For
COLL,94,PCT 094,4227,2445,0,965,1288,0,192,For,For
COLL,95,PCT 095,3101,1614,2,0,0,0,0,For,For
COLL,96,PCT 096,1450,525,0,0,0,0,0,For,For
COLL,97,PCT 097,1332,927,0,0,0,0,0,For,For
COLL,98,PCT 098,1482,711,0,0,0,0,0,For,For
COLL,99,PCT 099,291,126,0,0,0,0,0,For,For
COLL,100,PCT 100,29,5,0,0,0,0,0,For,For
COLL,101,PCT 101,4006,2022,0,0,0,0,0,For,For
COLL,102,PCT 102,2552,1654,1,0,0,0,0,For,For
COLL,103,PCT 103,1401,570,0,234,294,0,42,For,For
COLL,104,PCT 104,2569,847,4,287,488,0,72,For,For
COLL,105,PCT 105,33,4,0,1,2,0,1,For,For
COLL,106,PCT 106,1937,1003,0,0,0,0,0,For,For
COLL,107,PCT 107,3385,1951,0,760,1078,0,113,For,For
COLL,108,PCT 108,2970,1563,1,621,824,0,118,For,For
COLL,109,PCT 109,4577,2453,0,861,1301,0,153,For,For
COLL,110,PCT 110,2844,1563,1,663,764,0,136,For,For
COLL,111,PCT 111,3027,1631,0,0,0,0,0,For,For
COLL,112,PCT 112,3135,1872,0,747,995,0,130,For,For
COLL,113,PCT 113,3416,1506,0,0,0,0,0,For,For
COLL,114,PCT 114,2533,1396,0,0,0,0,0,For,For
COLL,115,PCT 115,3012,1729,10,733,881,0,115,For,For
COLL,116,PCT 116,4920,2748,0,1104,1452,0,192,For,For
COLL,117,PCT 117,4367,2120,1,0,0,0,0,For,For
COLL,118,PCT 118,4315,2281,1,0,0,0,0,For,For
COLL,119,PCT 119,2374,1411,0,602,738,0,71,For,For
COLL,120,PCT 120,3666,2126,0,0,0,0,0,For,For
COLL,121,PCT 121,2837,1545,0,647,796,0,102,For,For
COLL,122,PCT 122,5090,3024,0,0,0,0,0,For,For
COLL,123,PCT 123,2023,1141,0,422,640,0,79,For,For
COLL,124,PCT 124,3253,1634,0,594,885,0,155,For,For
COLL,125,PCT 125,5196,2674,1,1120,1333,0,221,For,For
COLL,126,PCT 126,4804,2521,0,0,0,0,0,For,For
COLL,127,PCT 127,3882,1912,0,0,0,0,0,For,For
COLL,128,PCT 128,3071,1999,0,0,0,0,0,For,For
COLL,129,PCT 129,4501,2319,0,0,0,0,0,For,For
COLL,130,PCT 130,3867,2138,0,584,832,0,106,For,For
COLL,131,PCT 131,3119,1647,0,0,0,0,0,For,For
COLL,132,PCT 132,2834,1605,8,708,787,0,110,For,For
COLL,133,PCT 133,2855,1177,0,0,0,0,0,For,For
COLL,134,PCT 134,4014,1906,0,0,0,0,0,For,For
COLL,135,PCT 135,4223,2152,2,0,1,0,0,For,For
COLL,136,PCT 136,2003,1232,1,569,584,0,79,For,For
COLL,137,PCT 137,2003,1099,0,431,580,0,88,For,For
COLL,138,PCT 138,2101,1361,1,521,751,0,89,For,For
COLL,139,PCT 139,4196,2067,0,0,0,0,0,For,For
COLL,140,PCT 140,4861,2744,0,0,0,0,0,For,For
COLL,141,PCT 141,3457,2026,0,893,1017,0,116,For,For
COLL,142,PCT 142,2873,1741,15,726,875,0,140,For,For
COLL,143,PCT 143,2158,1288,0,500,694,0,94,For,For
COLL,144,PCT 144,2874,1594,4,494,431,0,134,Against,Against
COLL,145,PCT 145,1731,896,1,0,0,0,0,For,For
COLL,146,PCT 146,4877,2371,1,0,0,0,0,For,For
COLL,147,PCT 147,2253,980,0,0,0,0,0,For,For
COLL,148,PCT 148,661,405,1,0,0,0,0,For,For
COLL,149,PCT 149,4442,2460,0,0,0,0,0,For,For
COLL,150,PCT 150,2788,1902,0,0,0,0,0,For,For
COLL,151,PCT 151,1772,893,0,0,0,0,0,For,For
COLL,152,PCT 152,187,92,0,35,54,0,3,For,For
COLL,153,PCT 153,4939,2503,6,4,0,0,0,Against,Against
COLL,154,PCT 154,1939,1158,0,0,0,0,0,For,For
COLL,155,PCT 155,2911,1553,0,0,0,0,0,For,For
COLL,156,PCT 156,3726,1870,0,0,0,0,0,For,For
COLL,157,PCT 157,4029,2164,0,0,0,0,0,For,For
COLL,158,PCT 158,2781,1427,0,611,695,0,121,For,For
COLL,159,PCT 159,3284,1445,1,0,0,0,0,For,For
COLL,160,PCT 160,434,283,0,0,0,0,0,For,For
COLL,161,PCT 161,292,152,0,0,0,0,0,For,For
COLL,162,PCT 162,328,229,0,0,0,0,0,For,For
COLL,163,PCT 163,2180,1028,0,0,0,0,0,For,For
COLL,164,PCT 164,2052,1392,100,429,751,0,212,For,For
COLL,165,PCT 165,934,557,0,324,204,0,29,Against,Against
COLL,166,PCT 166,4174,2127,5,0,0,0,0,For,For
COLL,167,PCT 167,5051,2653,0,523,692,0,85,For,For
COLL,168,PCT 168,1923,1113,1,0,0,0,0,For,For
COLL,169,PCT 169,3342,1772,0,0,0,0,0,For,For
COLL,170,PCT 170,1882,1007,3,0,0,0,0,For,For
COLL,171,PCT 171,2490,1222,1,0,0,0,0,For,For
COLL,172,PCT 172,6178,2987,0,0,0,0,0,For,For
