precinct,bg_geoid,weight
23,480850320162,0.503701
24,480850316492,0.013533
24,480850317211,0.996913
24,480850317212,0.004619
24,480850317221,1.0
24,480850317222,1.0
24,480850317223,1.0
24,480850317231,0.019077
25,480850313271,0.001884
25,480850313272,0.316024
25,480850313281,0.99805
25,480850313282,0.999629
25,480850313291,0.002712
25,480850313292,0.004916
26,480850318082,0.748581
26,480850318083,0.999141
26,480850318091,0.9984
26,480850318092,0.133269
26,480850318101,0.071146
27,480850313081,0.999373
27,480850313082,0.368952
27,480850313183,0.001142
28,480850316211,0.797627
28,480850316212,0.994981
28,480850316213,0.998526
28,480850316215,0.668776
28,480850316494,0.007404
28,480850316552,0.010366
29,480850303061,0.127629
29,480850303063,0.999154
29,480850303066,0.294836
30,480850304031,0.999612
30,480850304032,0.999155
30,480850304033,0.991669
30,480850304101,0.005629
30,480850304102,0.350961
30,480850304103,0.758005
31,480850316811,0.990157
31,480850316812,0.979225
32,480850316131,0.020707
32,480850316132,0.001013
32,480850316133,0.998747
32,480850316134,0.971302
32,480850316135,0.989616
32,480850316812,0.001179
33,480850312012,0.570597
33,480850312022,0.309106
33,480850312023,0.999748
34,480850316414,0.006073
34,480850316791,0.598636
34,480850316792,0.976941
34,480850316801,0.847189
34,480850316802,1.0
34,480850316803,0.986328
35,480850311022,0.096199
35,480850312011,0.661588
35,480850312012,0.029984
35,480850312013,0.006753
36,480850317061,0.982621
36,480850317062,0.977259
37,480850301012,0.933061
37,480850301022,0.999739
38,480850305401,0.008011
38,480850305412,0.007555
38,480850305421,0.004437
38,480850305423,0.709123
38,480850305424,1.0
38,480850305425,1.0
38,480850305431,0.779513
38,480850314163,0.007944
38,480850314172,0.005171
39,480850316281,0.01463
39,480850316331,0.001846
39,480850316332,0.001325
39,480850316341,0.990123
39,480850316342,0.985752
39,480850316343,0.992525
39,480850316351,0.99872
39,480850316352,0.002981
40,480850314132,0.191087
40,480850315041,0.999204
40,480850315042,0.998509
40,480850315083,0.999329
41,480850313141,0.861252
41,480850313142,0.155358
42,480850312021,0.999703
43,480850306051,0.990465
43,480850306052,0.983994
43,480850306053,0.151256
44,480850307011,0.044543
44,480850307012,0.999977
44,480850307021,0.512667
44,480850307022,0.098006
44,480850307024,0.48859
44,480850307025,0.075296
45,480850308013,0.004801
45,480850309031,0.051124
45,480850314121,0.999542
45,480850314122,0.239385
45,480850315081,0.004953
46,480850319021,0.306143
46,480850320031,0.999139
46,480850320032,0.999973
46,480850320033,0.998995
46,480850320034,0.998002
47,480850313243,0.004136
47,480850320081,0.423433
47,480850320082,0.999644
47,480850320083,0.999019
47,480850320122,0.00101
48,480850318061,0.001418
48,480850318062,0.005756
48,480850318092,0.001366
48,480850318101,0.928593
48,480850318141,0.043494
48,480850318151,0.999341
48,480850318152,0.999868
48,480850318153,0.999125
48,480850318162,0.005727
48,480850319042,0.004346
49,480850316261,0.007742
49,480850316262,0.005684
49,480850318073,0.851527
49,480850318074,0.927734
50,480850315111,0.001072
50,480850316111,0.001246
50,480850316323,0.001023
50,480850316354,0.001313
50,480850320081,0.367338
50,480850320131,0.991323
50,480850320132,0.991509
50,480850320133,1.0
50,480850320134,0.998888
51,480850319021,0.318152
51,480850320121,0.99924
51,480850320122,0.998459
51,480850320132,0.008491
51,480850320134,0.001112
52,480850313252,0.00124
52,480850313331,0.830094
52,480850320101,0.995499
52,480850320102,0.999399
52,480850320103,0.249819
52,480850320104,0.037156
52,480850320105,0.998088
52,480850320162,0.469431
53,480850316134,0.028434
53,480850316135,0.008396
53,480850316271,0.984291
53,480850316272,0.042003
53,480850316273,0.983273
54,480850316111,0.995171
54,480850316112,0.977409
54,480850316113,0.996554
54,480850316221,0.007522
54,480850316291,0.001103
54,480850316294,0.001039
54,480850316351,0.001193
54,480850316353,0.989787
54,480850316354,0.98794
55,480850318061,0.998582
55,480850318062,0.994244
55,480850318071,0.006555
55,480850318074,0.031159
55,480850318112,0.037729
55,480850318131,0.999516
55,480850318141,0.956053
56,480850313201,0.004907
56,480850313221,0.992018
56,480850313222,0.984053
56,480850313223,0.227216
56,480850313231,0.003435
56,480850313232,0.002167
57,480850305482,0.002525
57,480850306051,0.009037
57,480850306053,0.00313
57,480850306072,0.009507
57,480850306081,0.999128
57,480850306082,0.980509
57,480850306091,1.0
57,480850306092,0.998934
57,480850306093,0.999518
57,480850306094,0.686271
57,480850306095,0.467526
58,480850315102,0.001929
58,480850316321,0.979452
58,480850316322,0.984519
58,480850316323,0.996422
58,480850316353,0.005505
58,480850316354,0.010747
59,480850314081,0.025439
59,480850314133,0.001061
59,480850314143,0.481088
59,480850315043,0.999191
59,480850315044,0.999874
60,480850313262,0.507392
60,480850314111,0.918055
60,480850314212,0.006743
61,480850313242,0.003798
61,480850313243,0.042189
61,480850313251,0.999535
61,480850313252,0.704251
61,480850313272,0.003622
62,480850316111,0.003583
62,480850316112,0.022415
62,480850316113,0.002507
62,480850316281,0.98537
62,480850316282,0.999874
62,480850316283,0.957407
62,480850316284,0.998475
62,480850316292,0.001002
62,480850316341,0.009794
62,480850316342,0.014248
62,480850316343,0.007294
63,480850316131,0.978775
63,480850316132,0.998987
63,480850316283,0.040974
63,480850316431,0.007788
64,480850316421,0.010269
64,480850316422,0.00545
64,480850316431,0.991535
64,480850316432,0.981115
65,480850316272,0.943437
66,480850316135,0.001334
66,480850316283,0.001619
66,480850316284,0.001525
66,480850316291,0.998822
66,480850316292,0.98322
66,480850316293,0.957825
66,480850316294,0.962738
67,480850316216,0.001434
67,480850316241,0.012839
67,480850316242,0.001053
67,480850316243,0.013292
67,480850318071,0.993132
67,480850318072,0.99912
67,480850318111,1.0
67,480850318112,0.88655
68,480850319011,0.006378
68,480850320034,0.001038
68,480850320141,0.759903
68,480850320151,0.728241
68,480850320152,1.0
69,480850316361,0.333274
69,480850316362,0.543719
69,480850316363,1.0
69,480850316364,1.0
69,480850316365,1.0
69,480850316432,0.01789
70,480850316243,0.205757
70,480850316261,0.992185
70,480850316262,0.98098
70,480850316272,0.010543
70,480850316273,0.015078
70,480850318073,0.142035
71,480850316241,0.00725
71,480850316242,0.00314
71,480850316243,0.010269
71,480850316253,0.953665
71,480850316254,0.999535
71,480850316272,0.004017
72,480850316223,0.007559
72,480850316231,0.991574
72,480850316232,0.98598
72,480850316262,0.013082
73,480850317151,0.219333
73,480850317152,0.191774
73,480850317162,0.002451
73,480850317171,0.974537
73,480850317172,0.975575
74,480850317082,0.020998
74,480850317084,0.984508
74,480850317181,0.010408
74,480850317182,0.996462
75,480850316211,0.197563
75,480850316491,0.995201
75,480850316493,0.001455
75,480850316494,0.933571
75,480850316671,0.02182
75,480850317151,0.092744
76,480850316361,0.666726
76,480850316362,0.456034
76,480850316811,0.002674
76,480850316812,0.003295
76,480850316821,0.998945
76,480850316822,0.999954
77,480850316301,1.0
77,480850316302,0.00137
77,480850316312,0.722652
77,480850316313,1.0
77,480850316322,0.009976
77,480850316331,0.005268
77,480850316332,0.009053
78,480850318161,0.998837
78,480850318162,0.993738
78,480850319032,0.999293
78,480850319041,1.0
78,480850319042,0.995654
78,480850319043,1.0
79,480850317181,0.986911
79,480850317191,0.994126
79,480850317192,0.995454
79,480850317201,0.995989
79,480850317202,0.99883
79,480850317203,0.996077
80,480850314112,0.007919
80,480850314251,0.7111
80,480850314252,0.980536
80,480850314253,0.994154
81,480850316211,0.004594
81,480850316212,0.004403
81,480850316541,0.003718
81,480850316542,0.00242
81,480850316551,0.988409
81,480850316552,0.79189
81,480850316553,0.999944
82,480850314222,0.638996
82,480850315112,0.993803
82,480850315113,0.997852
83,480850313201,0.972171
83,480850313202,0.998048
83,480850313203,0.989828
83,480850313211,0.002069
83,480850313221,0.00706
84,480850317041,0.980078
84,480850317042,0.982295
84,480850317043,0.998921
84,480850317044,0.998834
84,480850317061,0.008542
85,480850316312,0.006593
85,480850316331,0.992886
85,480850316332,0.989623
85,480850316352,0.997019
85,480850316353,0.004674
86,480850316751,0.001274
86,480850316752,0.001056
86,480850316761,0.98721
86,480850316762,0.98997
86,480850316763,0.98179
87,480850305071,0.004883
87,480850305102,0.020865
87,480850305111,0.37914
87,480850305321,0.022834
87,480850305331,0.02364
88,480850317062,0.004558
88,480850317151,0.006476
88,480850317231,0.900327
88,480850317232,0.997294
88,480850317233,0.999701
88,480850317241,0.003941
88,480850317242,0.988869
89,480850316573,0.032398
89,480850316592,0.421645
89,480850316631,0.001012
89,480850316641,0.991902
89,480850316642,0.992041
90,480850316462,0.003968
90,480850316463,0.008255
90,480850316672,0.224744
90,480850316681,0.949099
90,480850316682,0.978908
91,480850315091,0.002133
91,480850316302,0.983034
91,480850316303,0.998099
91,480850316311,0.999922
91,480850316312,0.270742
91,480850316321,0.006799
91,480850316322,0.005505
92,480850304061,0.002322
92,480850304062,0.022782
92,480850304071,0.029479
92,480850304091,0.999125
92,480850304092,1.0
92,480850304101,0.993571
92,480850304102,0.611962
92,480850304103,0.227049
93,480850301021,0.295765
94,480850319011,0.005886
94,480850319031,0.004089
94,480850320161,0.716696
94,480850320162,0.026039
94,480850320171,0.97167
94,480850320172,0.004663
94,480850320173,0.584734
94,480850320183,0.165244
94,480850320191,0.999147
94,480850320192,1.0
95,480850314111,0.053969
95,480850314112,0.17292
95,480850314221,0.004953
95,480850314222,0.004683
95,480850314231,0.974402
95,480850314232,0.99578
96,480850307011,0.954997
96,480850309011,0.752553
97,480850306061,0.003808
97,480850306063,0.008845
97,480850306073,0.997426
98,480850308012,0.003858
98,480850308013,0.025734
98,480850308024,0.007147
98,480850309021,0.179489
98,480850309031,0.947428
98,480850309032,0.685882
98,480850309033,0.006068
99,480850303012,0.001267
99,480850306053,0.292586
100,480850310072,0.199987
101,480850305061,0.995755
101,480850305062,0.999485
101,480850305071,0.993714
101,480850305092,0.001814
102,480850305441,0.003883
102,480850305442,0.010487
102,480850306071,0.999116
102,480850306072,0.554678
102,480850306073,0.002025
102,480850306082,0.017686
103,480850319011,0.015392
103,480850320101,0.00408
103,480850320104,0.23203
103,480850320141,0.239738
103,480850320142,0.998971
103,480850320143,0.327821
103,480850320151,0.271759
104,480850317061,0.008366
104,480850317062,0.004197
104,480850317131,0.983163
104,480850317132,0.980412
104,480850317133,0.999743
104,480850317232,0.002706
104,480850317241,0.996059
104,480850317242,0.001498
105,480850316214,0.99978
105,480850316215,0.331175
105,480850316216,0.998566
105,480850316491,0.003687
105,480850317091,0.998992
106,480850314221,0.987218
106,480850314222,0.347751
106,480850314231,0.01903
106,480850314241,0.011316
106,480850315113,0.001278
107,480850316302,0.015595
107,480850316414,0.011794
107,480850316421,0.988864
107,480850316422,0.994408
107,480850316423,0.999142
108,480850316461,0.007141
108,480850316641,0.007044
108,480850316731,0.01171
108,480850316741,0.99643
108,480850316742,0.097948
108,480850316743,0.021656
108,480850316751,0.998113
108,480850316752,0.998944
109,480850316451,0.991957
109,480850316571,0.009929
109,480850316574,0.014996
109,480850316691,0.998072
109,480850316692,1.0
109,480850316693,1.0
109,480850316701,1.0
109,480850316702,0.999826
109,480850316703,0.997966
109,480850316704,1.0
109,480850316711,0.003998
110,480850319011,0.012891
110,480850319031,0.995833
110,480850320181,0.999704
110,480850320182,0.999131
110,480850320183,0.834252
111,480850304061,0.014915
111,480850304071,0.970521
111,480850304072,0.997279
111,480850304102,0.037077
111,480850304103,0.011237
112,480850316541,0.996282
112,480850316542,0.99758
112,480850316543,0.998591
112,480850316552,0.196744
112,480850316672,0.002516
112,480850316761,0.012007
112,480850316762,0.01003
112,480850316763,0.005786
113,480850314231,0.006496
113,480850314232,0.003455
113,480850314241,0.020909
113,480850314242,1.0
113,480850314251,0.288355
113,480850314252,0.019464
113,480850314253,0.005226
113,480850315111,0.031028
113,480850315121,0.999857
113,480850315122,0.999824
114,480850310071,0.218013
114,480850310072,0.6462
115,480850317081,0.004819
115,480850317082,0.005659
115,480850317151,0.67788
115,480850317152,0.808226
115,480850317161,0.981738
115,480850317162,0.997549
115,480850317172,0.005625
115,480850317231,0.00283
115,480850317242,0.009633
116,480850316461,0.985514
116,480850316462,0.995987
116,480850316463,0.99172
116,480850316691,0.001928
116,480850316763,0.012367
117,480850304041,0.001706
117,480850304051,0.987623
117,480850304052,0.971444
117,480850305061,0.003594
117,480850305091,0.999905
117,480850305092,0.997979
117,480850305101,0.004521
117,480850305332,0.002799
118,480850305321,0.976547
118,480850305322,0.999143
118,480850305331,0.973977
118,480850305332,0.995292
119,480850316771,0.995578
119,480850316772,0.997944
119,480850316792,0.022059
119,480850316803,0.013672
120,480850314151,0.986051
120,480850314152,0.980194
120,480850314153,0.99739
120,480850314161,0.001174
120,480850315073,0.013423
121,480850315091,0.087283
121,480850316412,0.634471
121,480850316413,1.0
121,480850316414,0.951988
122,480850305253,0.005427
122,480850305291,0.002935
122,480850305311,0.998957
122,480850305312,0.819418
122,480850305313,0.99318
122,480850305352,0.009557
122,480850305473,0.002763
123,480850316451,0.007543
123,480850316471,1.0
123,480850316472,1.0
123,480850316473,0.989418
123,480850316681,0.050901
123,480850316682,0.020582
124,480850316573,0.001079
124,480850316592,0.005618
124,480850316642,0.007959
124,480850316721,0.008998
124,480850316731,0.972764
124,480850316732,0.993755
124,480850316741,0.002708
124,480850316742,0.902052
124,480850316743,0.978344
125,480850313331,0.008313
125,480850313332,0.960581
125,480850313341,0.978845
125,480850313342,0.994933
125,480850320161,0.27894
125,480850320171,0.027589
125,480850320172,0.995337
125,480850320173,0.415266
126,480850305151,0.982598
126,480850305152,0.974287
126,480850305153,0.986231
126,480850305154,0.999156
126,480850305161,0.243092
127,480850304041,0.998293
127,480850304042,1.0
127,480850304043,0.999752
127,480850304044,0.999981
127,480850304051,0.012315
127,480850305112,0.002526
127,480850305113,0.005331
128,480850314081,0.841178
128,480850314143,0.010787
128,480850314191,0.85002
128,480850314202,0.084755
129,480850305411,0.002227
129,480850305432,0.152141
129,480850305501,0.001052
129,480850305502,0.001577
129,480850305503,0.998794
129,480850306061,0.996149
129,480850306062,0.999712
129,480850306063,0.980984
129,480850314182,0.00717
130,480850314151,0.004184
130,480850314152,0.019805
130,480850314153,0.00261
130,480850314162,0.006579
130,480850315091,0.909949
130,480850315092,0.999389
130,480850315103,0.998667
130,480850316303,0.0019
130,480850316321,0.006071
131,480850305351,0.021921
131,480850305352,0.007669
131,480850305441,0.214046
131,480850305442,0.332765
131,480850305451,0.621781
131,480850305491,0.006788
131,480850305492,0.04219
131,480850306095,0.002555
132,480850317041,0.019922
132,480850317042,0.017705
132,480850317111,1.0
132,480850317112,1.0
132,480850317131,0.016837
132,480850317132,0.019537
132,480850317211,0.003075
132,480850317212,0.995381
132,480850317231,0.005012
133,480850313181,0.002096
133,480850313182,0.00298
133,480850313183,0.001322
133,480850313191,1.0
133,480850313192,0.97819
133,480850313193,0.999459
133,480850313201,0.02237
133,480850313202,0.001572
133,480850313361,0.089614
134,480850305182,0.336498
134,480850305201,0.999966
134,480850305202,0.992098
134,480850305203,1.0
134,480850305211,0.01483
135,480850316391,0.999387
135,480850316392,0.998835
135,480850316393,0.97592
135,480850316394,1.0
135,480850316612,0.011106
135,480850316651,0.004735
135,480850316661,0.017942
136,480850317062,0.013362
136,480850317081,0.994585
136,480850317082,0.973196
136,480850317083,0.999467
136,480850317084,0.004947
137,480850316461,0.007259
137,480850316551,0.011349
137,480850316671,0.978157
137,480850316672,0.771427
138,480850316231,0.008426
138,480850316232,0.007238
138,480850318073,0.006437
138,480850318074,0.041096
138,480850318081,1.0
138,480850318082,0.251419
138,480850318092,0.865365
139,480850316393,0.02408
139,480850316651,0.995265
139,480850316652,0.996214
139,480850316661,0.966063
139,480850316662,0.975655
139,480850316663,0.954193
140,480850305251,1.0
140,480850305252,1.0
140,480850305253,0.56809
140,480850305292,0.466524
140,480850305391,0.001232
140,480850305461,0.004358
140,480850305462,0.006507
141,480850313241,0.316313
141,480850313242,0.972482
141,480850313243,0.953675
141,480850314212,0.065068
141,480850314213,0.009614
141,480850320081,0.00794
142,480850317084,0.009843
142,480850317092,0.999991
142,480850317093,1.0
142,480850317094,0.999157
142,480850317151,0.00229
142,480850317161,0.017367
142,480850317171,0.025463
142,480850317172,0.0188
142,480850317181,0.002029
142,480850317182,0.002997
142,480850317191,0.004998
142,480850317192,0.004546
143,480850316473,0.010582
143,480850316492,0.985973
143,480850316493,0.998545
143,480850316494,0.058983
143,480850316672,0.001026
143,480850317231,0.072665
144,480850313271,0.005417
144,480850313331,0.161593
144,480850313332,0.039417
144,480850313341,0.021155
144,480850313342,0.004228
144,480850313351,0.151236
144,480850313352,0.845795
144,480850313353,1.0
144,480850313361,0.044806
145,480850314081,0.133163
145,480850314082,0.999979
145,480850314112,0.001073
146,480850304052,0.028556
146,480850305101,0.9954
146,480850305102,0.978922
146,480850305111,0.114437
146,480850305112,0.979393
146,480850305113,0.982361
146,480850305331,0.002383
146,480850305332,0.001909
147,480850314132,0.01597
147,480850315081,0.978921
147,480850315082,0.467769
147,480850315111,0.00364
148,480850313361,0.2655
149,480850303012,0.001411
149,480850305471,0.014064
149,480850305473,0.001138
149,480850305481,0.734087
149,480850305482,0.997031
149,480850305483,0.999163
149,480850306053,0.001765
149,480850306094,0.31171
149,480850306095,0.525702
150,480850302021,0.065202
150,480850302022,0.015917
150,480850302023,0.933656
151,480850313262,0.001099
151,480850314111,0.026301
151,480850314112,0.818088
152,480850319021,0.375329
153,480850313351,0.847954
153,480850313352,0.154065
153,480850313361,0.5996
154,480850303061,0.847045
154,480850303066,0.536984
154,480850303072,0.186442
155,480850305461,0.53625
155,480850305462,0.993149
156,480850305151,0.016574
156,480850305152,0.01825
156,480850305491,0.989347
156,480850305492,0.95781
156,480850305501,0.998948
156,480850305502,0.991341
157,480850314151,0.007043
157,480850314161,0.118054
157,480850314163,0.992056
157,480850314171,0.976295
157,480850314172,0.1465
158,480850314211,1.0
158,480850314212,0.927489
158,480850314213,0.990374
158,480850314221,0.007774
158,480850320081,0.201104
158,480850320131,0.006906
159,480850313311,0.998671
159,480850313312,0.795337
159,480850313321,0.997643
160,480850302021,0.185752
161,480850302021,0.193574
162,480850302021,0.115356
163,480850305244,0.003465
163,480850305371,0.968695
163,480850305372,0.121925
163,480850305373,0.247905
163,480850305374,0.983489
163,480850305393,0.311861
164,480850317202,0.00117
164,480850318112,0.075721
164,480850318121,0.998439
165,480850313241,0.683538
165,480850313242,0.02372
165,480850313252,0.294507
165,480850313261,0.7631
165,480850313272,0.469667
166,480850313261,0.003195
166,480850313291,0.819331
166,480850313292,0.658914
167,480850316591,0.983533
167,480850316601,0.751852
167,480850316602,0.033258
167,480850316611,0.003281
167,480850316621,0.991536
167,480850316622,0.997107
167,480850316623,0.999033
167,480850316631,0.004046
167,480850316632,0.998072
168,480850314141,0.892294
168,480850314142,0.569392
168,480850314143,0.245943
169,480850305153,0.008278
169,480850305161,0.756778
169,480850305162,0.568406
169,480850305163,0.992306
169,480850305171,0.001708
169,480850305312,0.018365
170,480850313222,0.015707
170,480850313223,0.771199
171,480850314172,0.003062
171,480850314181,0.992112
171,480850315071,0.98032
171,480850315081,0.013298
172,480850302072,0.606226
172,480850302073,0.099104
173,480850305253,0.42648
173,480850305291,0.003348
173,480850305292,0.003158
174,480850313083,0.469864
174,480850313181,0.997023
174,480850313182,0.99702
174,480850313183,0.997535
174,480850313203,0.008564
175,480850313301,0.610599
175,480850313302,0.660592
176,480850316571,0.990071
176,480850316572,0.993679
176,480850316573,0.966224
176,480850316574,0.985004
176,480850316703,0.002034
176,480850316711,0.996002
176,480850316712,0.999064
176,480850316713,1.0
176,480850316721,0.99055
176,480850316722,0.999911
176,480850316731,0.015526
176,480850316732,0.006245
177,480850304072,0.002721
177,480850305041,0.999568
177,480850305042,0.999701
177,480850305051,0.026904
177,480850305053,0.060955
178,480850303033,0.00132
178,480850303034,0.001027
178,480850303041,0.999949
178,480850303043,0.999493
178,480850303044,0.143371
179,480850309021,0.080382
179,480850309032,0.297902
179,480850314122,0.760402
179,480850314141,0.104177
179,480850314201,0.99758
179,480850314202,0.34109
179,480850314203,0.999192
180,480850305241,0.987068
180,480850305242,0.998522
180,480850305244,0.778423
180,480850305374,0.004282
181,480850301021,0.0019
181,480850302071,0.997311
181,480850302072,0.343194
182,480850314171,0.011601
182,480850314172,0.003282
182,480850315071,0.014564
182,480850315072,0.99975
182,480850315073,0.986093
183,480850301021,0.101414
184,480850305051,0.972495
184,480850305052,0.999146
184,480850305053,0.938388
184,480850316572,0.00381
185,480850301021,0.044372
186,480850301011,0.084106
186,480850301012,0.066803
187,480850301011,0.477882
188,480850301011,0.075628
188,480850301021,0.002156
188,480850302011,0.21302
189,480850311011,0.512746
189,480850311012,0.052338
189,480850311021,0.649238
190,480850311021,0.001287
190,480850311022,0.077931
191,480850310051,0.00496
191,480850310061,0.788781
191,480850310062,0.416606
191,480850311021,0.002289
192,480850311022,0.272924
192,480850312013,0.992814
193,480850310062,0.018436
193,480850310082,0.009657
193,480850311021,0.315019
193,480850311022,0.015134
193,480850312011,0.293052
193,480850312012,0.070329
194,480850310082,0.006143
194,480850312011,0.033126
194,480850312012,0.260727
195,480850310082,0.016339
195,480850312011,0.00307
195,480850312012,0.068329
195,480850313082,0.630974
195,480850313083,0.516563
195,480850313141,0.00802
196,480850313261,0.063642
196,480850313301,0.387353
196,480850313302,0.338791
196,480850313312,0.002266
197,480850316411,0.999465
197,480850316412,0.365529
197,480850316414,0.030145
197,480850316661,0.015996
197,480850316663,0.031038
197,480850316791,0.401363
198,480850310051,0.621206
198,480850311011,0.15619
199,480850303042,0.999453
199,480850303044,0.856296
200,480850302011,0.157118
200,480850302012,0.474293
200,480850302073,0.009265
202,480850316801,0.152811
203,480850305152,0.007063
203,480850305153,0.00549
203,480850305312,0.003992
203,480850305313,0.00682
203,480850305341,0.996234
203,480850305342,0.998758
203,480850305451,0.178625
204,480850305441,0.00486
204,480850306072,0.321726
204,480850306082,0.00148
205,480850305311,0.001011
205,480850305473,0.115071
205,480850305481,0.002926
206,480850305172,0.001528
206,480850305291,0.992704
206,480850305292,0.530318
206,480850305312,0.156328
207,480850303012,0.997322
207,480850303013,0.992737
207,480850303014,0.291958
207,480850303015,0.136759
208,480850303011,0.99831
208,480850303013,0.006261
208,480850303014,0.707535
208,480850303015,0.863083
209,480850305243,0.9956
209,480850305244,0.217782
210,480850313261,0.169161
210,480850313291,0.070028
211,480850305162,0.003564
211,480850305163,0.007694
211,480850305171,0.991598
211,480850305172,0.998472
211,480850305174,0.002805
211,480850305291,0.001014
211,480850305312,0.001882
212,480850305181,0.994885
212,480850305382,0.018974
212,480850305383,0.005274
213,480850305361,0.989291
213,480850305363,0.998797
213,480850305372,0.218925
213,480850305373,0.742869
213,480850305374,0.012229
214,480850303011,0.001516
214,480850303021,0.999504
214,480850303022,0.998546
214,480850303023,0.999177
214,480850303033,0.00102
214,480850303073,0.003639
215,480850301011,0.001056
215,480850310051,0.367254
215,480850310052,0.995106
215,480850310061,0.210393
215,480850310062,0.021355
216,480850302073,0.480482
217,480850313212,0.382494
218,480850314151,0.002722
218,480850314161,0.873084
218,480850314162,0.993413
218,480850316652,0.00378
218,480850316662,0.024345
218,480850316663,0.013907
219,480850315101,1.0
219,480850315102,0.997302
219,480850315103,0.001333
219,480850316321,0.007677
219,480850316323,0.002533
220,480850303032,0.001327
220,480850305182,0.326994
220,480850305191,0.207186
220,480850305211,0.985165
220,480850305212,0.998711
220,480850305241,0.012315
220,480850305243,0.003681
220,480850305371,0.030895
220,480850305372,0.65915
221,480850305461,0.459392
221,480850305471,0.985936
221,480850305472,1.0
221,480850305473,0.881021
221,480850305481,0.259615
222,480850314171,0.011999
222,480850314172,0.841946
222,480850314182,0.219109
223,480850314181,0.007767
223,480850314182,0.770576
224,480850303022,0.001454
224,480850303031,0.002593
224,480850303033,0.99766
224,480850303034,0.9989
224,480850303035,0.004259
224,480850303073,0.006287
225,480850305362,0.998918
225,480850305363,0.001203
225,480850305381,0.002138
225,480850305382,0.981008
225,480850305383,0.993088
226,480850305361,0.010093
226,480850305373,0.009226
226,480850305381,0.997862
226,480850305391,0.998519
226,480850305392,1.0
226,480850305393,0.687814
227,480850314131,0.629265
227,480850314133,0.991884
227,480850314141,0.002986
227,480850314142,0.429655
227,480850314143,0.262006
228,480850310031,0.84586
228,480850310072,0.152566
229,480850304033,0.008331
229,480850304103,0.003709
229,480850305191,0.580602
229,480850305192,1.0
230,480850305401,0.991989
230,480850305402,0.001906
230,480850305411,0.997773
230,480850305412,0.992445
230,480850305431,0.219591
230,480850305432,0.847859
230,480850305503,0.001206
230,480850314182,0.002717
231,480850302023,0.002058
231,480850303072,0.165525
231,480850306041,0.999666
231,480850306042,0.999096
231,480850306052,0.01558
231,480850306053,0.551263
232,480850313231,0.995702
232,480850313232,0.997071
233,480850312022,0.690777
233,480850313203,0.001298
