precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,16,19,102,81,1675,1893,0.85%,1.00%,5.39%,4.28%,88.48%
2,20,17,78,37,1188,1340,1.49%,1.27%,5.82%,2.76%,88.66%
3,2,7,99,18,402,528,0.38%,1.33%,18.75%,3.41%,76.14%
4,1,3,204,12,691,911,0.11%,0.33%,22.39%,1.32%,75.85%
5,1,2,12,9,171,195,0.51%,1.03%,6.15%,4.62%,87.69%
6,10,44,111,54,1360,1579,0.63%,2.79%,7.03%,3.42%,86.13%
7,4,1,26,22,239,292,1.37%,0.34%,8.90%,7.53%,81.85%
8,3,3,23,9,333,371,0.81%,0.81%,6.20%,2.43%,89.76%
9,0,0,7,8,208,223,0.00%,0.00%,3.14%,3.59%,93.27%
10,15,10,75,24,964,1088,1.38%,0.92%,6.89%,2.21%,88.60%
11,2,0,5,8,125,140,1.43%,0.00%,3.57%,5.71%,89.29%
